rule,n_flags,trades,net_r,r_per_year,wr_pct,pf,max_dd_r,mar,positive_years,total_years,positive_months,total_months
body_ge_45 + body_ge_70,2,5361,-349.4517905939904,-47.84005491546289,50.90468196232047,0.8770655920428754,-362.621356968903,-0.13192839857903205,0,8,25,87
body_ge_45 + base_body_low,2,3410,-309.8768144686351,-44.022756314534796,50.0,0.8329318069501521,-324.80994327539577,-0.1355338936690412,1,8,26,85
body_ge_45 + base_body_high,2,2924,-156.00049690807256,-21.35651480347583,51.50478796169631,0.898159291076275,-182.3953697706636,-0.11708912803175119,2,8,34,87
body_ge_45 + tight_zone,2,5112,-452.91459284497574,-62.42530378740656,50.64553990610329,0.8369460889562688,-463.1718535242172,-0.13477784393075737,0,8,17,86
body_ge_45 + wide_zone,2,441,8.550505011253577,1.2256954298902547,52.83446712018141,1.0410396548457552,-20.535114486486673,0.05968778166281153,4,8,38,84
body_ge_45 + impulse_ge_1p5,2,3608,-223.81279071492716,-30.640038159155605,50.85920177383591,0.8823269632231876,-232.285178266095,-0.1319069877289192,0,8,25,86
body_ge_45 + impulse_ge_2,2,1287,-71.07571047217988,-10.101324221775759,50.97125097125097,0.8942919238010065,-75.49811587858407,-0.1337957127038864,2,8,38,84
body_ge_45 + fast_confirm_1,2,3448,-274.8241998067435,-37.893370698155174,50.34802784222738,0.8515742063667867,-278.853269720988,-0.1358899995544973,0,8,26,87
body_ge_45 + fast_confirm_2,2,5170,-432.67331498300075,-59.63544464058152,50.174081237911025,0.8451263929363795,-447.5503125865459,-0.1332485822564349,1,8,21,87
body_ge_45 + fast_confirm_3,2,6576,-555.9174970617833,-76.1052720396613,50.09124087591241,0.8436581769947532,-569.9954259347118,-0.13351909256966304,0,8,22,88
body_ge_45 + h1_stack_96,2,5442,-386.39462095997584,-53.47883111240287,50.624770305034914,0.8668119232552786,-398.37230961854954,-0.13424334428165968,1,8,26,87
body_ge_45 + h1_stack_30d,2,7863,-537.1462424344486,-73.53548165261708,50.92203993386748,0.8715363043776139,-566.8247939595419,-0.1297322954751796,1,8,26,88
body_ge_45 + intraday_stack_24h,2,8239,-566.9355098169851,-78.46653844662896,50.86782376502003,0.8706715263309878,-591.1411181907819,-0.13273740572603016,1,8,20,86
body_ge_45 + intraday_stack_7d,2,9177,-677.1496094531633,-92.70198457749922,50.67015364498202,0.8620104746733275,-709.6002937478356,-0.1306397212547405,1,8,20,88
body_ge_45 + stack_score3,2,6988,-467.5680957663447,-64.71362143943063,50.88723526044648,0.8740148715211579,-486.1991373127357,-0.13310106183468026,1,8,23,87
body_ge_45 + stack_7d30d_score3,2,8823,-652.2013279513335,-89.28655735915464,50.651705769012814,0.8617836962781169,-672.074766473656,-0.1328521197539329,0,8,20,88
body_ge_45 + orb_continuation,2,2266,-11.634031494572884,-1.7294790408598886,53.61871138570168,0.9896444411483479,-62.370796132983756,-0.02772898773285471,4,8,41,82
body_ge_45 + orb_reversal,2,1727,-272.6662513818899,-40.56674065875164,46.14939200926462,0.7271172037389012,-276.49490432370726,-0.1467178599836256,0,8,21,82
body_ge_45 + orb_inside,2,1159,-79.89408765310287,-11.88164312512045,50.73339085418465,0.8703229081189793,-92.61436592772229,-0.12829157772772606,2,8,32,82
body_ge_45 + ny_main_or_overlap,2,3848,-135.31433001240543,-19.216002736015195,51.45530145530145,0.9313654758924619,-157.05387839323788,-0.12235293348121838,1,8,36,85
body_ge_45 + avoid_after_hours,2,7668,-447.4524617508112,-63.54277280500925,51.10850286906625,0.8891939017805854,-492.3376142061856,-0.1290634129335449,2,8,25,85
body_ge_45 + recent_fvg_20,2,8770,-680.5483717205827,-93.16727615102806,50.467502850627135,0.8555073676996667,-710.4488463618936,-0.13113861276307828,1,8,16,88
body_ge_45 + zone_fvg_overlap_100,2,8634,-587.4691310372971,-80.42470019166895,50.914987259671065,0.8720149054183798,-632.5439318775733,-0.12714484502751483,2,8,23,88
body_ge_45 + opposite_fvg_20,2,8364,-559.0889248877581,-76.53944145999013,50.96843615494978,0.8741409934204982,-612.05811928848,-0.12505257106787102,2,8,25,88
body_ge_45 + ob_overlap_30d,2,4177,-250.95379546987255,-35.6934866804404,51.28082355757721,0.8860208679485018,-295.7458847402071,-0.12068971546905795,2,8,30,85
body_ge_45 + ob_fvg_bos_overlap_30d,2,2907,-179.69397246063312,-25.558108816684676,51.289989680082556,0.882830866258132,-211.47678465201489,-0.12085538778519142,2,8,31,85
body_ge_45 + risk_ge_10,2,1328,0.43909736225427665,0.06011256055598747,50.67771084337349,1.0006736554951137,-34.424791041229604,0.0017461997222871257,5,8,30,79
body_ge_45 + risk_ge_15,2,688,8.157792649396143,1.1168042598170695,51.01744186046512,1.0244889804018011,-11.477112836403325,0.0973070732802041,3,8,26,48
body_ge_45 + dir_demand,2,5048,-366.21330182929836,-50.475248487981595,50.59429477020603,0.8640675856971175,-397.2838949102133,-0.12705082973320395,1,8,25,86
body_ge_45 + dir_supply,2,4788,-372.7215190089138,-51.02568771289572,50.58479532163743,0.8551640924901961,-405.5137294336211,-0.1258297414101442,1,8,27,88
body_ge_60 + body_ge_70,2,5361,-349.4517905939904,-47.84005491546289,50.90468196232047,0.8770655920428754,-362.621356968903,-0.13192839857903205,0,8,25,87
body_ge_60 + base_body_low,2,2525,-267.4086103400213,-38.004278181592525,49.10891089108911,0.8082702509937019,-272.9488628590309,-0.13923589123439759,0,8,24,85
body_ge_60 + base_body_high,2,2177,-71.46763491239612,-9.783940649082716,52.457510335323846,0.9359364386763477,-91.32735964353479,-0.10713044466927536,1,8,35,87
body_ge_60 + tight_zone,2,3865,-332.49019769044355,-47.23533438601109,50.685640362225094,0.8413085805866554,-342.30821039160134,-0.13799065564911156,1,8,23,85
body_ge_60 + wide_zone,2,326,5.279836678743914,0.7631422029723841,52.45398773006135,1.034201540470351,-13.6962633918266,0.05571900752345328,4,8,38,83
body_ge_60 + impulse_ge_1p5,2,2665,-157.36453512306028,-21.543252044114606,50.88180112570356,0.8876669352541773,-162.5665597902312,-0.13251957888456936,1,8,32,86
body_ge_60 + impulse_ge_2,2,956,-57.70031654422584,-8.200404909641435,50.52301255230126,0.8850013447803267,-65.39650156354423,-0.12539516202825154,1,8,35,84
body_ge_60 + fast_confirm_1,2,2391,-164.04464684031416,-22.71315665596086,50.773734838979514,0.8708378317659732,-168.31581201504878,-0.1349436893898603,0,8,29,87
body_ge_60 + fast_confirm_2,2,3724,-288.0722235048526,-39.870549312295346,50.37593984962406,0.8559194910628715,-299.9372894300503,-0.13292961801468078,1,8,21,87
body_ge_60 + fast_confirm_3,2,4822,-381.944044996206,-52.28825428593113,50.248859394442135,0.8527148632158762,-389.8612273330416,-0.13412017051201539,0,8,26,88
body_ge_60 + h1_stack_96,2,4073,-294.1296900964723,-40.70893115109379,50.45421065553646,0.8647864948774606,-301.4366291901494,-0.13504971595676307,1,8,30,87
body_ge_60 + h1_stack_30d,2,5869,-417.5639708051288,-57.16463280981009,50.70710512864201,0.8666435311030861,-433.24948142159894,-0.13194391513692932,1,8,29,88
body_ge_60 + intraday_stack_24h,2,6113,-417.87610544081116,-57.83601648816077,50.80974971372485,0.8715407852691008,-425.0906519785815,-0.13605572415898454,1,8,24,86
body_ge_60 + intraday_stack_7d,2,6812,-494.63612969074455,-67.7158344713435,50.645918966529656,0.8640981200747433,-513.8360728867115,-0.13178489803356647,1,8,23,88
body_ge_60 + stack_score3,2,5205,-346.90714724574053,-48.0135792086043,50.816522574447646,0.874578883167128,-362.8275937439752,-0.13233166395410512,1,8,29,87
body_ge_60 + stack_7d30d_score3,2,6562,-465.74912241163304,-63.76119451306184,50.71624504724169,0.8669260968088899,-473.8559775097014,-0.13455817281899,1,8,24,88
body_ge_60 + orb_continuation,2,1713,17.753996183682286,2.643557727717063,54.23234092235843,1.0212364423787288,-32.40315373916851,0.08158334676299007,5,8,46,82
body_ge_60 + orb_reversal,2,1284,-200.10675298452438,-29.807908453343202,46.26168224299065,0.729936584026729,-202.72568498146947,-0.14703567757616826,0,8,22,81
body_ge_60 + orb_inside,2,852,-61.681763866446516,-9.184371892466201,50.46948356807511,0.864170267930623,-69.75004417525865,-0.1316754992927163,1,8,32,81
body_ge_60 + ny_main_or_overlap,2,2852,-105.61497605376132,-14.998394247136984,51.29733520336606,0.9278845150371019,-116.98598672962076,-0.12820675934290685,2,8,36,85
body_ge_60 + avoid_after_hours,2,5675,-347.9135637288633,-49.40724306064048,50.87224669603524,0.8839731879544841,-369.74307604514473,-0.13362587770165027,2,8,30,85
body_ge_60 + recent_fvg_20,2,6516,-493.11060072387016,-67.50698909834843,50.506445672191525,0.8587964127207947,-506.46666208636486,-0.1332900941994023,1,8,21,88
body_ge_60 + zone_fvg_overlap_100,2,6409,-410.9252085380723,-56.25578426481668,51.03760337026058,0.8789259063632107,-444.1250036730132,-0.12666655513553335,2,8,24,88
body_ge_60 + opposite_fvg_20,2,6223,-423.3025778419497,-57.95024983387261,50.843644544431946,0.8721031069886624,-457.05609448475565,-0.12679023545064105,2,8,31,88
body_ge_60 + ob_overlap_30d,2,3080,-200.33500100747654,-28.549496339438473,50.94155844155844,0.8772977898352602,-228.59578074143224,-0.12489074053265749,3,8,31,85
body_ge_60 + ob_fvg_bos_overlap_30d,2,2156,-147.60746727333316,-21.03535989917477,50.881261595547315,0.8711007138447368,-166.93231759369476,-0.12601130926830972,1,8,30,85
body_ge_60 + risk_ge_10,2,1024,-30.946914866400466,-4.2366419246449665,49.0234375,0.940343165780671,-39.23124662418005,-0.10799151924052615,3,8,33,77
body_ge_60 + risk_ge_15,2,528,-17.135737377950303,-2.345887585193534,48.67424242424242,0.9359450909805759,-22.863436290642046,-0.1026043310101072,1,8,25,47
body_ge_60 + dir_demand,2,3740,-263.1295765617708,-37.367059813058624,50.61497326203208,0.8679592300979799,-300.79441550398946,-0.12422790413329007,1,8,28,85
body_ge_60 + dir_supply,2,3557,-279.93909179307434,-38.32374560622954,50.46387405116671,0.8536682344573824,-290.0995967241756,-0.13210547701197753,0,8,30,88
body_ge_70 + base_body_low,2,1886,-196.3592846870888,-27.917566653156552,49.15164369034994,0.8111075840127716,-201.530979585931,-0.13852742000518461,0,8,28,84
body_ge_70 + base_body_high,2,1587,-34.94170498057956,-4.7835298891142,52.93005671077504,0.9565428030837708,-60.785342839356055,-0.07869544968687842,2,8,36,86
body_ge_70 + tight_zone,2,2845,-252.26183499215006,-35.85160903925401,50.47451669595782,0.8369070408612207,-262.5226270824456,-0.13656578649121456,1,8,24,84
body_ge_70 + wide_zone,2,245,10.799653505100332,1.5609708914673117,53.87755102040816,1.0958348347154077,-9.308873571466304,0.16768633492370363,5,8,37,80
body_ge_70 + impulse_ge_1p5,2,1983,-102.00308560741632,-13.964253005288162,51.18507312153303,0.901382176481502,-105.42794377800803,-0.13245305281388847,0,8,31,86
body_ge_70 + impulse_ge_2,2,725,-35.517886914153465,-5.047824200542627,51.03448275862069,0.9055630514182945,-40.42094709278138,-0.12488139352489587,1,8,39,83
body_ge_70 + fast_confirm_1,2,1679,-45.987798353375034,-6.367340162460285,52.65038713519953,0.946149429870733,-73.37497001207676,-0.08677809560143311,3,8,35,86
body_ge_70 + fast_confirm_2,2,2666,-143.8851216050147,-19.91437691028102,51.42535633908477,0.8970233217809839,-159.06468420138327,-0.12519672113433108,1,8,27,86
body_ge_70 + fast_confirm_3,2,3505,-219.92334025368484,-30.107571224759518,50.95577746077032,0.8813453347571988,-226.79575697113958,-0.13275191576265155,0,8,31,87
body_ge_70 + h1_stack_96,2,2998,-173.20514843437988,-23.97240639092734,51.134089392928615,0.8902265412392386,-194.91957167788755,-0.12298614338504041,2,8,31,86
body_ge_70 + h1_stack_30d,2,4303,-271.05198714326775,-37.10709831487202,51.03416221240995,0.8809544548552465,-293.6143211525099,-0.12638041008768697,1,8,28,87
body_ge_70 + intraday_stack_24h,2,4523,-273.4044451214969,-37.84045986382218,51.116515586999775,0.8855137732421683,-287.1225432966683,-0.1317920196350576,1,8,24,86
body_ge_70 + intraday_stack_7d,2,5024,-303.44655385826997,-41.541924211669084,51.154458598726116,0.8855430007343301,-320.6653079724523,-0.12954916911447703,1,8,25,87
body_ge_70 + stack_score3,2,3868,-232.8016559025289,-32.2208430535804,51.08583247156153,0.8860257335508605,-251.71762889240037,-0.12800391929384325,1,8,27,86
body_ge_70 + stack_7d30d_score3,2,4838,-301.4011393880266,-41.26190635737508,51.0541546093427,0.8821943197763105,-307.22838754978113,-0.13430369077040216,0,8,32,87
body_ge_70 + orb_continuation,2,1268,-4.1243252871636855,-0.6141091769818737,53.39116719242902,0.9934404641426194,-32.10420040655477,-0.019128623955901113,5,8,44,82
body_ge_70 + orb_reversal,2,931,-141.92957249782268,-21.141833749930562,46.29430719656283,0.7352375272927653,-144.5485044947679,-0.1462611724958788,1,8,26,81
body_ge_70 + orb_inside,2,630,-43.25601464963019,-6.440790603659774,50.63492063492063,0.8705018747133223,-50.985887358392596,-0.12632496828751535,1,8,34,80
body_ge_70 + ny_main_or_overlap,2,2070,-66.4519216067448,-9.436844621642123,51.449275362318836,0.9371334455550155,-80.25433764851653,-0.11758672363569822,2,8,33,84
body_ge_70 + avoid_after_hours,2,4155,-190.08029044002302,-26.993322738420844,51.57641395908544,0.9119661212584109,-209.79104829736502,-0.12866765745009093,2,8,34,85
body_ge_70 + recent_fvg_20,2,4783,-323.6101031718315,-44.30232015873743,50.82584152205729,0.8727262861809664,-334.1188587646441,-0.1325944914409765,1,8,24,87
body_ge_70 + zone_fvg_overlap_100,2,4707,-265.7333605228872,-36.37897673575134,51.327809645209264,0.8925683765692254,-306.853160141942,-0.11855500109212955,2,8,32,87
body_ge_70 + opposite_fvg_20,2,4564,-262.02226356115546,-35.87092644891755,51.292725679228745,0.8908839098048985,-293.0034618880366,-0.12242492364347783,1,8,33,87
body_ge_70 + ob_overlap_30d,2,2267,-126.49727816425475,-18.24768201006874,51.345390383767096,0.8937286833351017,-142.02328601113166,-0.12848373335509575,2,8,32,84
body_ge_70 + ob_fvg_bos_overlap_30d,2,1605,-67.29156461481863,-9.70704738371347,52.149532710280376,0.9189279119108131,-97.74104089332015,-0.09931393501638953,3,8,30,84
body_ge_70 + risk_ge_10,2,771,-21.832528386598735,-2.9888796826106403,49.0272373540856,0.9439682198975456,-32.92209574997595,-0.09078643429353442,5,8,30,70
body_ge_70 + risk_ge_15,2,396,-5.788070090898337,-0.792388530997233,49.494949494949495,0.9706225794027435,-18.0113355833531,-0.04399387970593334,3,8,23,44
body_ge_70 + dir_demand,2,2711,-161.63256580463135,-22.953458265995955,51.05127259313906,0.8868518895357579,-208.82339305026903,-0.10991804093744652,2,8,29,85
body_ge_70 + dir_supply,2,2650,-187.819224789359,-25.71250819127188,50.75471698113208,0.867179490345064,-208.81937139898704,-0.12313277268775749,1,8,33,87
base_body_low + tight_zone,2,2971,-320.45801167909997,-45.56142030587437,49.68024234264558,0.8050915791946147,-338.428016472857,-0.13462662098936642,0,8,23,85
base_body_low + wide_zone,2,79,-3.3596264809172007,-0.5006542522052254,49.36708860759494,0.9115072322438914,-9.537237845789658,-0.05249468035719021,4,8,21,51
base_body_low + impulse_ge_1p5,2,1604,-157.18155454012566,-22.338740387463382,49.251870324189525,0.8201725624287012,-163.61626208184623,-0.13653129648132903,0,8,28,84
base_body_low + impulse_ge_2,2,547,-67.75629138718725,-9.629566314852195,47.53199268738574,0.7773312018187131,-71.56824733900082,-0.13455081929335724,1,8,33,83
base_body_low + fast_confirm_1,2,1626,-111.25305156676686,-15.811352951269102,51.16851168511685,0.8708405678404362,-122.80031532449767,-0.12875661523741108,3,8,31,85
base_body_low + fast_confirm_2,2,2387,-200.10835406547147,-28.428462202416746,50.39798910766653,0.844661339894866,-214.56663734673413,-0.13249246273304405,1,8,28,85
base_body_low + fast_confirm_3,2,3043,-301.6243449485566,-42.85036639146647,49.58922116332566,0.8190548587850051,-307.5725156252733,-0.13931793061663747,0,8,22,85
base_body_low + h1_stack_96,2,2542,-249.455200682593,-35.43893895344888,49.488591660110146,0.8204886530198843,-254.4342200603695,-0.13928526966632201,0,8,30,85
base_body_low + h1_stack_30d,2,3654,-351.54676868021346,-49.94261270340255,49.78106185002737,0.8239413062567863,-368.0247422779118,-0.13570449745927318,0,8,20,85
base_body_low + intraday_stack_24h,2,3817,-368.6865245900838,-52.37757802665426,49.69871626932146,0.8232190312089268,-377.1977677389177,-0.1388597242784005,0,8,21,85
base_body_low + intraday_stack_7d,2,4278,-407.6081768412845,-57.906995951489364,49.83637213651239,0.8253956778106577,-424.4322930739514,-0.1364340011267707,0,8,20,85
base_body_low + stack_score3,2,3210,-306.27624118388064,-43.51123963143228,49.68847352024922,0.8252428314233808,-312.22403983109217,-0.13935903095409025,0,8,24,85
base_body_low + stack_7d30d_score3,2,4100,-399.9238671406014,-56.81532184873771,49.73170731707317,0.8217022622299206,-413.099921891414,-0.13753409002984993,0,8,20,85
base_body_low + orb_continuation,2,1094,17.046189155088108,2.5392008926981777,54.844606946983546,1.0322025440305338,-32.80820712967987,0.07739529571553745,5,8,42,81
base_body_low + orb_reversal,2,807,-200.87106748130725,-29.88519649594602,41.63568773234201,0.6040234504126514,-201.74496407651506,-0.14813354391642497,0,8,18,82
base_body_low + orb_inside,2,562,-57.287673756201215,-8.53705542205324,49.28825622775801,0.815387631203512,-76.25629395313236,-0.1119521416461725,2,8,29,81
base_body_low + ny_main_or_overlap,2,1884,-60.50573218534082,-8.595767670437858,51.85774946921444,0.9372285763923425,-86.76729892422838,-0.09906690397201735,3,8,36,85
base_body_low + avoid_after_hours,2,3652,-221.5895341122903,-31.480193440106586,51.259583789704266,0.8849583510534128,-242.18255914825252,-0.12998538602788454,2,8,31,85
base_body_low + recent_fvg_20,2,4105,-398.1500548254588,-56.563324591598146,49.71985383678441,0.8227294534429291,-404.5764463102051,-0.13980874345865593,0,8,22,85
base_body_low + zone_fvg_overlap_100,2,3961,-366.69275515528506,-52.09433248559621,49.9621307750568,0.8298202113981163,-374.1381984520421,-0.1392382085045876,0,8,21,85
base_body_low + opposite_fvg_20,2,3820,-346.0456301483469,-49.161091564248814,50.0,0.8333157270506355,-363.58626204839885,-0.13521163117462542,1,8,25,85
base_body_low + ob_overlap_30d,2,1859,-168.80423072402436,-24.056084772512644,49.973103819257666,0.8327894527299411,-190.2690901354085,-0.1264319115385094,1,8,30,85
base_body_low + ob_fvg_bos_overlap_30d,2,1279,-126.38704714703024,-18.011263741885603,49.569976544175134,0.8194435270914759,-140.70628918843707,-0.12800610296647444,2,8,30,85
