direc,reg,sess,lb,hold,ext,sl,vol,n,tpd,pf30,wr30,netR30,pf65,wr65,pf_is,pf_oos,pf_delay,posY,ROBUST,GOOD
short,bear,all,8,8,2.618,0.02,0,2876,0.56,1.147,39.5,232.0,0.923,37.5,1.306,0.922,1.165,12/18,0,0
short,bear,all,8,8,2.618,0.02,1.5,544,0.11,1.212,36.6,72.0,0.992,35.1,1.443,0.832,1.285,10/18,0,0
short,bear,all,8,8,2.618,0.1,0,2866,0.56,1.112,41.2,161.0,0.908,39.1,1.283,0.873,1.121,12/18,0,0
short,bear,all,8,8,2.618,0.1,1.5,544,0.11,1.188,39.2,58.0,0.985,37.7,1.428,0.803,1.26,10/18,0,0
short,bear,all,8,8,3.618,0.02,0,2876,0.56,1.172,39.5,272.0,0.944,37.5,1.335,0.941,1.186,12/18,0,0
short,bear,all,8,8,3.618,0.02,1.5,544,0.11,1.254,36.6,86.0,1.029,35.1,1.481,0.879,1.315,9/18,0,0
short,bear,all,8,8,3.618,0.1,0,2866,0.56,1.137,41.2,196.0,0.93,39.1,1.313,0.89,1.141,12/18,0,0
short,bear,all,8,8,3.618,0.1,1.5,544,0.11,1.229,39.2,70.0,1.022,37.7,1.469,0.846,1.29,10/18,0,0
short,bear,all,8,12,1.618,0.02,0,3109,0.61,1.148,37.6,279.0,0.946,36.5,1.294,0.946,1.153,11/18,0,0
short,bear,all,8,12,1.618,0.02,1.5,617,0.12,1.168,35.3,69.0,0.971,34.5,1.431,0.768,1.211,8/18,0,0
short,bear,all,8,12,1.618,0.1,0,3099,0.61,1.105,39.5,182.0,0.924,38.3,1.254,0.901,1.106,11/18,0,0
short,bear,all,8,12,1.618,0.1,1.5,617,0.12,1.138,37.9,52.0,0.959,37.0,1.413,0.733,1.175,9/18,0,0
short,bear,all,8,12,2.618,0.02,0,3109,0.61,1.199,37.2,379.0,0.992,36.1,1.359,0.978,1.211,12/18,0,0
short,bear,all,8,12,2.618,0.02,1.5,617,0.12,1.253,34.8,104.0,1.047,34.0,1.504,0.863,1.304,11/18,0,0
short,bear,all,8,12,2.618,0.1,0,3099,0.61,1.157,39.1,274.0,0.972,37.9,1.321,0.931,1.165,11/18,0,0
short,bear,all,8,12,2.618,0.1,1.5,617,0.12,1.222,37.6,83.0,1.036,36.6,1.493,0.819,1.268,11/18,0,0
short,bear,all,8,12,3.618,0.02,0,3109,0.61,1.233,37.2,445.0,1.023,36.0,1.404,0.997,1.244,12/18,0,0
short,bear,all,8,12,3.618,0.02,1.5,617,0.12,1.31,34.8,128.0,1.097,34.0,1.578,0.894,1.361,11/18,0,0
short,bear,all,8,12,3.618,0.1,0,3099,0.61,1.192,39.1,334.0,1.003,37.9,1.369,0.948,1.198,12/18,0,0
short,bear,all,8,12,3.618,0.1,1.5,617,0.12,1.279,37.6,105.0,1.086,36.6,1.569,0.848,1.324,11/18,0,0
short,bear,all,8,24,1.618,0.02,0,3463,0.68,1.208,33.6,498.0,1.028,32.9,1.389,0.968,1.205,12/18,0,0
short,bear,all,8,24,1.618,0.02,1.5,721,0.14,1.248,33.0,125.0,1.062,33.0,1.545,0.823,1.263,9/18,0,0
short,bear,all,8,24,1.618,0.1,0,3449,0.67,1.165,35.8,367.0,1.006,35.1,1.35,0.923,1.157,10/18,0,0
short,bear,all,8,24,1.618,0.1,1.5,720,0.14,1.2,35.1,94.0,1.036,35.1,1.52,0.758,1.214,10/18,0,0
short,bear,all,8,24,2.618,0.02,0,3463,0.68,1.311,32.9,754.0,1.121,32.2,1.532,1.018,1.309,13/18,0,0
short,bear,all,8,24,2.618,0.02,1.5,721,0.14,1.415,32.3,210.0,1.212,32.3,1.737,0.945,1.434,12/18,0,0
short,bear,all,8,24,2.618,0.1,0,3449,0.67,1.264,35.1,595.0,1.097,34.4,1.49,0.967,1.254,11/18,0,0
short,bear,all,8,24,2.618,0.1,1.5,720,0.14,1.357,34.4,169.0,1.179,34.4,1.705,0.866,1.375,10/18,0,0
short,bear,all,8,24,3.618,0.02,0,3463,0.68,1.349,32.7,850.0,1.156,32.0,1.592,1.025,1.35,13/18,0,0
short,bear,all,8,24,3.618,0.02,1.5,721,0.14,1.428,32.0,218.0,1.224,32.0,1.774,0.919,1.448,11/18,0,0
short,bear,all,8,24,3.618,0.1,0,3449,0.67,1.305,34.9,690.0,1.135,34.2,1.555,0.975,1.296,11/18,0,0
short,bear,all,8,24,3.618,0.1,1.5,720,0.14,1.374,34.3,177.0,1.195,34.3,1.75,0.843,1.393,10/18,0,0
short,bear,ny,3,4,1.618,0.02,0,2216,0.43,1.006,40.4,7.0,0.74,36.8,1.045,0.949,1.051,9/18,0,0
short,bear,ny,3,4,1.618,0.02,1.5,421,0.08,1.144,36.1,42.0,0.91,35.2,1.191,1.082,1.428,9/18,0,0
short,bear,ny,3,4,1.618,0.1,0,2214,0.43,0.944,41.6,-58.0,0.703,37.7,0.987,0.882,0.978,6/18,0,0
short,bear,ny,3,4,1.618,0.1,1.5,421,0.08,1.037,37.5,10.0,0.84,36.6,1.095,0.961,1.267,8/18,0,0
short,bear,ny,3,4,2.618,0.02,0,2216,0.43,1.043,40.4,50.0,0.771,36.8,1.082,0.987,1.088,9/18,0,0
short,bear,ny,3,4,2.618,0.02,1.5,421,0.08,1.221,35.9,64.0,0.977,34.9,1.272,1.151,1.515,10/18,0,0
short,bear,ny,3,4,2.618,0.1,0,2214,0.43,0.979,41.6,-22.0,0.732,37.7,1.021,0.918,1.012,7/18,0,0
short,bear,ny,3,4,2.618,0.1,1.5,421,0.08,1.106,37.3,29.0,0.901,36.3,1.168,1.024,1.345,8/18,0,0
short,bear,ny,3,4,3.618,0.02,0,2216,0.43,1.047,40.4,55.0,0.774,36.8,1.105,0.962,1.092,9/18,0,0
short,bear,ny,3,4,3.618,0.02,1.5,421,0.08,1.258,35.9,75.0,1.009,34.9,1.367,1.112,1.558,10/18,0,0
short,bear,ny,3,4,3.618,0.1,0,2214,0.43,0.983,41.6,-17.0,0.736,37.7,1.042,0.897,1.017,7/18,0,0
short,bear,ny,3,4,3.618,0.1,1.5,421,0.08,1.143,37.3,39.0,0.934,36.3,1.253,0.997,1.388,9/18,0,0
short,bear,ny,3,8,1.618,0.02,0,2610,0.51,0.943,36.6,-93.0,0.727,34.2,0.966,0.911,0.981,5/18,0,0
short,bear,ny,3,8,1.618,0.02,1.5,548,0.11,1.107,33.8,43.0,0.891,32.1,1.143,1.056,1.355,8/18,0,0
short,bear,ny,3,8,1.618,0.1,0,2607,0.51,0.897,37.8,-154.0,0.703,35.4,0.923,0.86,0.926,4/18,0,0
short,bear,ny,3,8,1.618,0.1,1.5,548,0.11,1.026,35.2,10.0,0.841,33.6,1.102,0.923,1.247,7/18,0,0
short,bear,ny,3,8,2.618,0.02,0,2610,0.51,0.981,36.4,-30.0,0.761,34.1,1.001,0.953,1.023,6/18,0,0
short,bear,ny,3,8,2.618,0.02,1.5,548,0.11,1.19,33.6,76.0,0.964,31.9,1.241,1.118,1.453,7/18,0,0
short,bear,ny,3,8,2.618,0.1,0,2607,0.51,0.934,37.6,-98.0,0.736,35.3,0.957,0.902,0.968,5/18,0,0
short,bear,ny,3,8,2.618,0.1,1.5,548,0.11,1.108,35.0,40.0,0.914,33.4,1.201,0.981,1.351,7/18,0,0
short,bear,ny,3,8,3.618,0.02,0,2610,0.51,0.992,36.3,-13.0,0.77,34.0,1.024,0.946,1.035,6/18,0,0
short,bear,ny,3,8,3.618,0.02,1.5,548,0.11,1.233,33.4,93.0,1.001,31.8,1.318,1.11,1.505,7/18,0,0
short,bear,ny,3,8,3.618,0.1,0,2607,0.51,0.945,37.6,-82.0,0.745,35.2,0.98,0.896,0.984,5/18,0,0
short,bear,ny,3,8,3.618,0.1,1.5,548,0.11,1.153,34.9,57.0,0.954,33.2,1.279,0.979,1.412,8/18,0,0
short,bear,ny,3,12,1.618,0.02,0,2829,0.55,1.021,33.9,39.0,0.811,32.6,1.074,0.946,1.068,8/18,0,0
short,bear,ny,3,12,1.618,0.02,1.5,619,0.12,1.151,31.3,70.0,0.936,30.4,1.161,1.136,1.413,8/18,0,0
short,bear,ny,3,12,1.618,0.1,0,2826,0.55,0.969,35.5,-55.0,0.783,34.0,1.028,0.888,1.004,7/18,0,0
short,bear,ny,3,12,1.618,0.1,1.5,619,0.12,1.062,33.0,27.0,0.88,32.0,1.114,0.99,1.292,8/18,0,0
short,bear,ny,3,12,2.618,0.02,0,2829,0.55,1.084,33.6,162.0,0.867,32.3,1.133,1.015,1.134,8/18,0,0
short,bear,ny,3,12,2.618,0.02,1.5,619,0.12,1.28,31.0,131.0,1.05,30.0,1.309,1.239,1.562,9/18,0,0
short,bear,ny,3,12,2.618,0.1,0,2826,0.55,1.032,35.2,58.0,0.839,33.8,1.086,0.957,1.067,7/18,0,0
short,bear,ny,3,12,2.618,0.1,1.5,619,0.12,1.184,32.6,80.0,0.988,31.7,1.257,1.082,1.439,8/18,0,0
short,bear,ny,3,12,3.618,0.02,0,2829,0.55,1.111,33.5,214.0,0.89,32.3,1.165,1.035,1.165,9/18,0,0
short,bear,ny,3,12,3.618,0.02,1.5,619,0.12,1.332,30.9,155.0,1.094,29.9,1.392,1.245,1.632,9/18,0,0
short,bear,ny,3,12,3.618,0.1,0,2826,0.55,1.059,35.1,105.0,0.862,33.7,1.117,0.978,1.1,7/18,0,0
short,bear,ny,3,12,3.618,0.1,1.5,619,0.12,1.235,32.5,103.0,1.034,31.5,1.339,1.091,1.515,8/18,0,0
short,bear,ny,3,24,1.618,0.02,0,3411,0.67,1.115,29.0,309.0,0.927,28.6,1.218,0.973,1.152,9/18,0,0
short,bear,ny,3,24,1.618,0.02,1.5,885,0.17,1.191,28.6,134.0,0.996,28.2,1.306,1.045,1.393,11/18,0,0
short,bear,ny,3,24,1.618,0.1,0,3407,0.67,1.073,31.3,183.0,0.906,30.9,1.18,0.925,1.103,7/18,0,0
short,bear,ny,3,24,1.618,0.1,1.5,885,0.17,1.097,30.3,64.0,0.934,29.9,1.237,0.923,1.271,7/18,0,0
short,bear,ny,3,24,2.618,0.02,0,3411,0.67,1.193,27.7,527.0,0.997,27.3,1.353,0.972,1.231,9/18,0,0
short,bear,ny,3,24,2.618,0.02,1.5,885,0.17,1.237,27.0,170.0,1.04,26.7,1.414,1.013,1.432,11/18,0,0
short,bear,ny,3,24,2.618,0.1,0,3407,0.67,1.15,30.0,385.0,0.978,29.5,1.307,0.935,1.182,9/18,0,0
short,bear,ny,3,24,2.618,0.1,1.5,885,0.17,1.135,28.6,91.0,0.971,28.2,1.324,0.9,1.307,8/18,0,0
short,bear,ny,3,24,3.618,0.02,0,3411,0.67,1.253,27.3,695.0,1.05,26.9,1.429,1.01,1.292,10/18,0,0
short,bear,ny,3,24,3.618,0.02,1.5,885,0.17,1.289,26.9,208.0,1.086,26.6,1.489,1.035,1.468,10/18,0,0
short,bear,ny,3,24,3.618,0.1,0,3407,0.67,1.212,29.6,548.0,1.034,29.1,1.383,0.979,1.246,9/18,0,0
short,bear,ny,3,24,3.618,0.1,1.5,885,0.17,1.185,28.5,126.0,1.016,28.1,1.399,0.92,1.35,9/18,0,0
short,bear,ny,5,4,1.618,0.02,0,1480,0.29,0.937,42.6,-42.0,0.702,39.1,0.982,0.872,0.946,7/18,0,0
short,bear,ny,5,4,1.618,0.02,1.5,300,0.06,0.864,33.7,-28.0,0.696,33.0,0.861,0.869,1.028,7/16,0,0
short,bear,ny,5,4,1.618,0.1,0,1476,0.29,0.922,44.0,-46.0,0.7,40.2,0.958,0.868,0.925,7/18,0,0
short,bear,ny,5,4,1.618,0.1,1.5,300,0.06,0.861,37.0,-25.0,0.702,35.7,0.884,0.826,1.003,6/16,0,0
short,bear,ny,5,4,2.618,0.02,0,1480,0.29,0.952,42.6,-32.0,0.716,39.0,0.996,0.888,0.966,7/18,0,0
short,bear,ny,5,4,2.618,0.02,1.5,300,0.06,0.896,33.3,-21.0,0.726,32.7,0.893,0.901,1.056,7/16,0,0
short,bear,ny,5,4,2.618,0.1,0,1476,0.29,0.936,44.0,-38.0,0.713,40.1,0.972,0.884,0.944,7/18,0,0
short,bear,ny,5,4,2.618,0.1,1.5,300,0.06,0.891,36.7,-20.0,0.73,35.3,0.914,0.855,1.029,6/16,0,0
short,bear,ny,5,4,3.618,0.02,0,1480,0.29,0.96,42.6,-27.0,0.722,39.0,1.008,0.888,0.974,7/18,0,0
short,bear,ny,5,4,3.618,0.02,1.5,300,0.06,0.928,33.3,-15.0,0.753,32.7,0.944,0.901,1.096,7/16,0,0
short,bear,ny,5,4,3.618,0.1,0,1476,0.29,0.943,44.0,-34.0,0.719,40.1,0.983,0.884,0.952,7/18,0,0
short,bear,ny,5,4,3.618,0.1,1.5,300,0.06,0.922,36.7,-14.0,0.757,35.3,0.964,0.855,1.068,6/16,0,0
short,bear,ny,5,8,1.618,0.02,0,1775,0.35,0.898,38.1,-99.0,0.708,35.7,0.937,0.845,0.903,6/18,0,0
short,bear,ny,5,8,1.618,0.02,1.5,395,0.08,0.948,34.2,-14.0,0.775,31.4,0.903,1.024,1.074,7/16,0,0
short,bear,ny,5,8,1.618,0.1,0,1771,0.35,0.89,39.8,-96.0,0.711,37.3,0.93,0.835,0.894,6/18,0,0
short,bear,ny,5,8,1.618,0.1,1.5,395,0.08,0.958,37.5,-10.0,0.794,34.7,0.957,0.961,1.09,7/16,0,0
short,bear,ny,5,8,2.618,0.02,0,1775,0.35,0.938,37.9,-60.0,0.743,35.5,0.978,0.882,0.939,7/18,0,0
short,bear,ny,5,8,2.618,0.02,1.5,395,0.08,0.997,33.7,-1.0,0.819,30.9,0.935,1.101,1.092,8/16,0,0
short,bear,ny,5,8,2.618,0.1,0,1771,0.35,0.925,39.6,-65.0,0.743,37.2,0.967,0.868,0.927,6/18,0,0
short,bear,ny,5,8,2.618,0.1,1.5,395,0.08,1.003,37.0,1.0,0.835,34.2,0.986,1.03,1.115,7/16,0,0
short,bear,ny,5,8,3.618,0.02,0,1775,0.35,0.957,37.9,-42.0,0.759,35.5,1.009,0.886,0.955,7/18,0,0
short,bear,ny,5,8,3.618,0.02,1.5,395,0.08,1.03,33.7,8.0,0.848,30.9,0.97,1.131,1.13,8/16,0,0
short,bear,ny,5,8,3.618,0.1,0,1771,0.35,0.94,39.6,-53.0,0.756,37.2,0.99,0.871,0.942,7/18,0,0
short,bear,ny,5,8,3.618,0.1,1.5,395,0.08,1.035,37.0,9.0,0.863,34.2,1.021,1.057,1.159,7/16,0,0
short,bear,ny,5,12,1.618,0.02,0,1961,0.38,0.958,35.5,-51.0,0.778,34.2,1.046,0.839,0.979,5/18,0,0
short,bear,ny,5,12,1.618,0.02,1.5,467,0.09,1.051,31.7,17.0,0.872,30.6,0.967,1.189,1.201,8/16,0,0
short,bear,ny,5,12,1.618,0.1,0,1957,0.38,0.945,37.5,-61.0,0.778,36.1,1.035,0.824,0.966,5/18,0,0
short,bear,ny,5,12,1.618,0.1,1.5,467,0.09,1.038,34.7,11.0,0.873,33.6,1.004,1.09,1.2,8/16,0,0
short,bear,ny,5,12,2.618,0.02,0,1961,0.38,1.013,35.4,15.0,0.826,34.1,1.094,0.903,1.032,7/18,0,0
short,bear,ny,5,12,2.618,0.02,1.5,467,0.09,1.155,31.3,52.0,0.965,30.2,1.033,1.357,1.293,8/16,0,0
short,bear,ny,5,12,2.618,0.1,0,1957,0.38,0.998,37.4,-2.0,0.826,35.9,1.082,0.886,1.017,5/18,0,0
short,bear,ny,5,12,2.618,0.1,1.5,467,0.09,1.134,34.3,41.0,0.96,33.2,1.066,1.239,1.291,8/16,0,0
short,bear,ny,5,12,3.618,0.02,0,1961,0.38,1.032,35.4,38.0,0.843,34.1,1.119,0.913,1.051,6/18,0,0
short,bear,ny,5,12,3.618,0.02,1.5,467,0.09,1.19,31.3,64.0,0.995,30.2,1.06,1.406,1.332,8/16,0,0
short,bear,ny,5,12,3.618,0.1,0,1957,0.38,1.014,37.4,15.0,0.84,35.9,1.102,0.896,1.036,5/18,0,0
short,bear,ny,5,12,3.618,0.1,1.5,467,0.09,1.166,34.3,51.0,0.989,33.2,1.092,1.284,1.335,8/16,0,0
short,bear,ny,5,24,1.618,0.02,0,2526,0.49,1.093,31.1,172.0,0.933,30.5,1.208,0.941,1.1,10/18,0,0
short,bear,ny,5,24,1.618,0.02,1.5,722,0.14,1.123,29.5,67.0,0.962,29.2,1.169,1.063,1.227,10/17,0,0
short,bear,ny,5,24,1.618,0.1,0,2518,0.49,1.061,33.5,104.0,0.919,32.8,1.182,0.902,1.069,9/18,0,0
short,bear,ny,5,24,1.618,0.1,1.5,720,0.14,1.108,32.1,55.0,0.963,31.8,1.204,0.984,1.215,9/17,0,0
short,bear,ny,5,24,2.618,0.02,0,2526,0.49,1.177,30.4,329.0,1.009,29.8,1.351,0.948,1.179,10/18,0,0
short,bear,ny,5,24,2.618,0.02,1.5,722,0.14,1.213,28.8,117.0,1.043,28.5,1.31,1.087,1.295,10/17,0,0
short,bear,ny,5,24,2.618,0.1,0,2518,0.49,1.14,32.8,244.0,0.993,32.1,1.312,0.916,1.144,9/18,0,0
short,bear,ny,5,24,2.618,0.1,1.5,720,0.14,1.197,31.2,101.0,1.045,31.0,1.345,1.007,1.289,9/17,0,0
short,bear,ny,5,24,3.618,0.02,0,2526,0.49,1.198,30.2,371.0,1.029,29.6,1.37,0.971,1.195,10/18,0,0
short,bear,ny,5,24,3.618,0.02,1.5,722,0.14,1.202,28.5,112.0,1.034,28.3,1.283,1.097,1.247,9/17,0,0
short,bear,ny,5,24,3.618,0.1,0,2518,0.49,1.163,32.4,286.0,1.014,31.8,1.332,0.943,1.165,10/18,0,0
short,bear,ny,5,24,3.618,0.1,1.5,720,0.14,1.195,31.0,100.0,1.044,30.7,1.335,1.016,1.26,8/17,0,0
short,bear,ny,8,4,1.618,0.02,0,1008,0.2,0.99,44.6,-4.0,0.756,41.3,0.942,1.074,1.014,6/18,0,0
short,bear,ny,8,4,1.618,0.02,1.5,204,0.04,0.915,38.7,-11.0,0.746,37.7,0.916,0.913,1.062,6/17,0,0
short,bear,ny,8,4,1.618,0.1,0,1003,0.2,0.959,45.7,-14.0,0.739,42.1,0.913,1.039,0.982,7/18,0,0
short,bear,ny,8,4,1.618,0.1,1.5,204,0.04,0.911,41.7,-10.0,0.752,40.7,0.899,0.931,1.069,7/17,0,0
short,bear,ny,8,4,2.618,0.02,0,1008,0.2,1.018,44.6,7.0,0.78,41.3,0.964,1.111,1.05,6/18,0,0
short,bear,ny,8,4,2.618,0.02,1.5,204,0.04,0.952,38.7,-6.0,0.779,37.7,0.97,0.925,1.104,6/17,0,0
short,bear,ny,8,4,2.618,0.1,0,1003,0.2,0.985,45.7,-5.0,0.762,42.1,0.934,1.072,1.016,7/18,0,0
short,bear,ny,8,4,2.618,0.1,1.5,204,0.04,0.946,41.7,-6.0,0.783,40.7,0.949,0.943,1.109,7/17,0,0
short,bear,ny,8,4,3.618,0.02,0,1008,0.2,1.024,44.6,9.0,0.785,41.3,0.974,1.111,1.062,6/18,0,0
short,bear,ny,8,4,3.618,0.02,1.5,204,0.04,0.959,38.7,-5.0,0.785,37.7,0.981,0.925,1.119,7/17,0,0
short,bear,ny,8,4,3.618,0.1,0,1003,0.2,0.991,45.7,-3.0,0.767,42.1,0.944,1.072,1.028,7/18,0,0
short,bear,ny,8,4,3.618,0.1,1.5,204,0.04,0.953,41.7,-5.0,0.789,40.7,0.96,0.943,1.123,7/17,0,0
short,bear,ny,8,8,1.618,0.02,0,1215,0.24,0.948,41.6,-30.0,0.759,38.8,0.962,0.929,0.942,6/18,0,0
short,bear,ny,8,8,1.618,0.02,1.5,270,0.05,1.075,39.3,12.0,0.894,37.0,1.09,1.054,1.123,7/17,0,0
short,bear,ny,8,8,1.618,0.1,0,1210,0.24,0.93,43.1,-36.0,0.753,40.2,0.959,0.888,0.922,6/18,0,0
short,bear,ny,8,8,1.618,0.1,1.5,270,0.05,1.078,42.2,11.0,0.907,40.0,1.088,1.064,1.159,8/17,0,0
short,bear,ny,8,8,2.618,0.02,0,1215,0.24,0.998,41.6,-1.0,0.803,38.8,1.019,0.969,0.991,6/18,0,0
short,bear,ny,8,8,2.618,0.02,1.5,270,0.05,1.146,39.3,24.0,0.958,37.0,1.186,1.089,1.199,8/17,0,0
short,bear,ny,8,8,2.618,0.1,0,1210,0.24,0.973,43.1,-14.0,0.792,40.2,1.008,0.924,0.967,6/18,0,0
short,bear,ny,8,8,2.618,0.1,1.5,270,0.05,1.144,42.2,21.0,0.966,40.0,1.178,1.095,1.242,8/17,0,0
short,bear,ny,8,8,3.618,0.02,0,1215,0.24,1.015,41.6,9.0,0.817,38.8,1.029,0.994,1.004,6/18,0,0
short,bear,ny,8,8,3.618,0.02,1.5,270,0.05,1.185,39.3,30.0,0.992,37.0,1.224,1.128,1.241,8/17,0,0
short,bear,ny,8,8,3.618,0.1,0,1210,0.24,0.988,43.1,-6.0,0.805,40.2,1.018,0.946,0.982,6/18,0,0
short,bear,ny,8,8,3.618,0.1,1.5,270,0.05,1.181,42.2,26.0,0.999,40.0,1.215,1.132,1.294,9/17,0,0
short,bear,ny,8,12,1.618,0.02,0,1374,0.27,0.986,38.3,-10.0,0.816,36.5,1.039,0.913,0.989,6/18,0,0
short,bear,ny,8,12,1.618,0.02,1.5,344,0.07,1.107,35.2,24.0,0.938,34.3,1.085,1.14,1.115,8/17,0,0
short,bear,ny,8,12,1.618,0.1,0,1369,0.27,0.966,40.0,-23.0,0.808,38.0,1.031,0.874,0.974,6/18,0,0
short,bear,ny,8,12,1.618,0.1,1.5,344,0.07,1.108,37.8,21.0,0.95,36.9,1.115,1.098,1.159,9/17,0,0
short,bear,ny,8,12,2.618,0.02,0,1374,0.27,1.047,38.3,35.0,0.87,36.5,1.103,0.968,1.049,8/18,0,0
short,bear,ny,8,12,2.618,0.02,1.5,344,0.07,1.187,35.2,41.0,1.01,34.3,1.177,1.203,1.192,8/17,0,0
short,bear,ny,8,12,2.618,0.1,0,1369,0.27,1.021,40.0,14.0,0.859,38.0,1.091,0.924,1.034,8/18,0,0
short,bear,ny,8,12,2.618,0.1,1.5,344,0.07,1.182,37.8,36.0,1.017,36.9,1.201,1.154,1.239,9/17,0,0
short,bear,ny,8,12,3.618,0.02,0,1374,0.27,1.058,38.3,44.0,0.88,36.5,1.106,0.991,1.064,8/18,0,0
short,bear,ny,8,12,3.618,0.02,1.5,344,0.07,1.218,35.2,48.0,1.037,34.3,1.221,1.213,1.226,8/17,0,0
short,bear,ny,8,12,3.618,0.1,0,1369,0.27,1.031,40.0,21.0,0.868,38.0,1.094,0.944,1.049,8/18,0,0
short,bear,ny,8,12,3.618,0.1,1.5,344,0.07,1.21,37.8,42.0,1.042,36.9,1.242,1.163,1.28,9/17,0,0
short,bear,ny,8,24,1.618,0.02,0,1873,0.37,1.19,35.2,234.0,1.04,34.5,1.352,0.984,1.165,10/18,0,0
short,bear,ny,8,24,1.618,0.02,1.5,567,0.11,1.187,34.4,71.0,1.041,34.2,1.349,1.001,1.173,10/17,0,0
short,bear,ny,8,24,1.618,0.1,0,1863,0.36,1.151,37.2,173.0,1.018,36.4,1.317,0.941,1.131,10/18,0,0
short,bear,ny,8,24,1.618,0.1,1.5,565,0.11,1.207,37.2,72.0,1.072,37.0,1.417,0.967,1.218,10/17,0,0
short,bear,ny,8,24,2.618,0.02,0,1873,0.37,1.284,34.8,351.0,1.126,34.1,1.509,0.998,1.258,12/18,0,0
short,bear,ny,8,24,2.618,0.02,1.5,567,0.11,1.281,34.0,108.0,1.128,33.9,1.533,0.991,1.258,10/17,0,0
short,bear,ny,8,24,2.618,0.1,0,1863,0.36,1.238,36.8,273.0,1.099,36.0,1.463,0.951,1.217,11/18,0,0
short,bear,ny,8,24,2.618,0.1,1.5,565,0.11,1.292,36.6,103.0,1.152,36.5,1.583,0.958,1.303,10/17,0,0
short,bear,ny,8,24,3.618,0.02,0,1873,0.37,1.295,34.6,367.0,1.137,33.9,1.52,1.008,1.273,11/18,0,0
short,bear,ny,8,24,3.618,0.02,1.5,567,0.11,1.275,33.9,106.0,1.122,33.7,1.532,0.976,1.249,10/17,0,0
short,bear,ny,8,24,3.618,0.1,0,1863,0.36,1.253,36.6,292.0,1.113,35.8,1.481,0.96,1.235,11/18,0,0
short,bear,ny,8,24,3.618,0.1,1.5,565,0.11,1.292,36.5,103.0,1.152,36.3,1.592,0.945,1.306,10/17,0,0
short,bear,london,3,4,1.618,0.02,0,2058,0.4,1.24,39.7,305.0,0.955,37.5,1.372,1.075,1.315,10/18,0,0
short,bear,london,3,4,1.618,0.02,1.5,490,0.1,1.281,38.8,91.0,0.995,37.8,1.535,0.954,1.582,8/17,0,0
short,bear,london,3,4,1.618,0.1,0,2056,0.4,1.174,41.3,201.0,0.919,39.0,1.307,1.007,1.241,9/18,0,0
short,bear,london,3,4,1.618,0.1,1.5,490,0.1,1.189,40.6,57.0,0.941,39.6,1.447,0.863,1.438,8/17,0,0
short,bear,london,3,4,2.618,0.02,0,2058,0.4,1.308,39.4,393.0,1.013,37.2,1.449,1.131,1.39,12/18,0,0
short,bear,london,3,4,2.618,0.02,1.5,490,0.1,1.392,38.6,128.0,1.091,37.6,1.677,1.024,1.744,8/17,0,0
short,bear,london,3,4,2.618,0.1,0,2056,0.4,1.236,41.1,275.0,0.974,38.7,1.377,1.059,1.308,11/18,0,0
short,bear,london,3,4,2.618,0.1,1.5,490,0.1,1.287,40.4,86.0,1.027,39.4,1.571,0.927,1.577,8/17,0,0
short,bear,london,3,4,3.618,0.02,0,2058,0.4,1.366,39.4,466.0,1.061,37.2,1.536,1.15,1.448,12/18,0,0
short,bear,london,3,4,3.618,0.02,1.5,490,0.1,1.456,38.6,148.0,1.144,37.6,1.813,0.994,1.82,7/17,0,0
short,bear,london,3,4,3.618,0.1,0,2056,0.4,1.289,41.1,336.0,1.019,38.7,1.456,1.079,1.363,11/18,0,0
short,bear,london,3,4,3.618,0.1,1.5,490,0.1,1.344,40.4,104.0,1.076,39.4,1.688,0.906,1.643,7/17,0,0
short,bear,london,3,8,1.618,0.02,0,2539,0.5,1.254,34.6,455.0,0.995,33.3,1.377,1.099,1.311,11/18,0,0
short,bear,london,3,8,1.618,0.02,1.5,644,0.13,1.28,32.1,135.0,1.018,31.2,1.487,0.978,1.542,9/17,0,0
short,bear,london,3,8,1.618,0.1,0,2535,0.5,1.207,36.9,342.0,0.978,35.5,1.332,1.051,1.244,11/18,0,0
short,bear,london,3,8,1.618,0.1,1.5,643,0.13,1.237,35.0,104.0,1.004,34.1,1.459,0.922,1.471,9/17,0,0
short,bear,london,3,8,2.618,0.02,0,2539,0.5,1.362,34.0,654.0,1.089,32.7,1.493,1.196,1.423,13/18,0,0
short,bear,london,3,8,2.618,0.02,1.5,644,0.13,1.455,32.0,220.0,1.168,31.1,1.707,1.087,1.754,12/17,0,0
short,bear,london,3,8,2.618,0.1,0,2535,0.5,1.307,36.3,511.0,1.066,34.8,1.45,1.126,1.35,13/18,0,0
short,bear,london,3,8,2.618,0.1,1.5,643,0.13,1.411,34.8,181.0,1.155,33.9,1.689,1.014,1.682,11/17,0,0
short,bear,london,3,8,3.618,0.02,0,2539,0.5,1.431,33.9,780.0,1.148,32.5,1.576,1.244,1.476,13/18,0,0
short,bear,london,3,8,3.618,0.02,1.5,644,0.13,1.513,31.8,249.0,1.219,30.9,1.794,1.102,1.764,11/17,0,0
short,bear,london,3,8,3.618,0.1,0,2535,0.5,1.372,36.1,622.0,1.123,34.6,1.534,1.166,1.402,14/18,0,0
short,bear,london,3,8,3.618,0.1,1.5,643,0.13,1.471,34.7,208.0,1.208,33.7,1.777,1.031,1.701,11/17,0,0
