rule,k,entry_off,sl_buf,tp_r,session,ctx,n,per_yr,pf,mar,wr,pos_years,gate_pass
1h,3,0.1,0.1,1.0,all,down,42,6,0.771,-0.1,0.571,3/8,False
1h,3,0.1,0.1,1.0,kz,up,60,10,0.49,-0.14,0.483,2/7,False
1h,3,0.1,0.1,1.0,kz,off,88,13,0.587,-0.15,0.523,2/8,False
1h,3,0.1,0.1,1.5,all,up,88,14,0.658,-0.13,0.409,1/7,False
1h,3,0.1,0.1,1.5,all,off,130,20,0.7,-0.13,0.423,1/8,False
1h,3,0.1,0.1,1.5,all,down,42,6,0.799,-0.1,0.452,3/8,False
1h,3,0.1,0.1,1.5,kz,up,60,10,0.608,-0.14,0.4,2/7,False
1h,3,0.1,0.1,1.5,kz,off,88,13,0.668,-0.14,0.42,1/8,False
1h,3,0.1,0.1,2.0,all,up,88,14,0.698,-0.13,0.341,1/7,False
1h,3,0.1,0.1,2.0,all,off,130,20,0.791,-0.13,0.369,1/8,False
1h,3,0.1,0.1,2.0,all,down,42,6,1.02,0.01,0.429,3/8,False
1h,3,0.1,0.1,2.0,kz,up,60,10,0.698,-0.13,0.35,2/7,False
1h,3,0.1,0.1,2.0,kz,off,88,13,0.782,-0.12,0.375,1/8,False
1h,3,0.1,0.1,3.0,all,up,88,14,0.718,-0.12,0.261,3/7,False
1h,3,0.1,0.1,3.0,all,off,130,20,0.796,-0.11,0.277,1/8,False
1h,3,0.1,0.1,3.0,all,down,42,6,0.973,-0.01,0.31,4/8,False
1h,3,0.1,0.1,3.0,kz,up,60,10,0.746,-0.11,0.267,3/7,False
1h,3,0.1,0.1,3.0,kz,off,88,13,0.78,-0.12,0.273,1/8,False
1h,3,0.1,0.25,1.0,all,up,93,15,0.787,-0.09,0.516,4/7,False
1h,3,0.1,0.25,1.0,all,off,137,21,0.769,-0.13,0.511,3/8,False
1h,3,0.1,0.25,1.0,all,down,44,7,0.733,-0.12,0.5,3/8,False
1h,3,0.1,0.25,1.0,kz,up,65,10,0.823,-0.07,0.538,4/7,False
1h,3,0.1,0.25,1.0,kz,off,95,14,0.756,-0.12,0.516,3/8,False
1h,3,0.1,0.25,1.5,all,up,93,15,0.715,-0.11,0.387,3/7,False
1h,3,0.1,0.25,1.5,all,off,137,21,0.701,-0.15,0.38,1/8,False
1h,3,0.1,0.25,1.5,all,down,44,7,0.672,-0.14,0.364,2/8,False
1h,3,0.1,0.25,1.5,kz,up,65,10,0.707,-0.11,0.385,3/7,False
1h,3,0.1,0.25,1.5,kz,off,95,14,0.636,-0.14,0.358,1/8,False
1h,3,0.1,0.25,2.0,all,up,93,15,0.67,-0.14,0.312,2/7,False
1h,3,0.1,0.25,2.0,all,off,137,21,0.746,-0.16,0.328,2/8,False
1h,3,0.1,0.25,2.0,all,down,44,7,0.921,-0.04,0.364,3/8,False
1h,3,0.1,0.25,2.0,kz,up,65,10,0.645,-0.14,0.292,2/7,False
1h,3,0.1,0.25,2.0,kz,off,95,14,0.657,-0.16,0.295,1/8,False
1h,3,0.1,0.25,3.0,all,up,93,15,0.675,-0.15,0.247,2/7,False
1h,3,0.1,0.25,3.0,all,off,137,21,0.726,-0.16,0.248,1/8,False
1h,3,0.1,0.25,3.0,all,down,44,7,0.835,-0.09,0.25,2/8,False
1h,3,0.1,0.25,3.0,kz,up,65,10,0.62,-0.15,0.215,2/7,False
1h,3,0.1,0.25,3.0,kz,off,95,14,0.58,-0.16,0.2,1/8,False
1h,3,0.25,0.05,1.0,all,up,119,18,0.574,-0.13,0.445,2/8,False
1h,3,0.25,0.05,1.0,all,off,177,27,0.63,-0.14,0.469,2/8,False
1h,3,0.25,0.05,1.0,all,down,58,9,0.761,-0.11,0.517,3/8,False
1h,3,0.25,0.05,1.0,kz,up,81,13,0.606,-0.13,0.469,3/7,False
1h,3,0.25,0.05,1.0,kz,off,120,18,0.688,-0.13,0.5,2/8,False
1h,3,0.25,0.05,1.5,all,up,119,18,0.75,-0.11,0.403,2/8,False
1h,3,0.25,0.05,1.5,all,off,177,27,0.786,-0.12,0.412,3/8,False
1h,3,0.25,0.05,1.5,all,down,58,9,0.865,-0.09,0.431,4/8,False
1h,3,0.25,0.05,1.5,kz,up,81,13,0.757,-0.1,0.407,3/7,False
1h,3,0.25,0.05,1.5,kz,off,120,18,0.792,-0.11,0.417,2/8,False
1h,3,0.25,0.05,2.0,all,up,119,18,0.776,-0.09,0.336,2/8,False
1h,3,0.25,0.05,2.0,all,off,177,27,0.772,-0.11,0.333,2/8,False
1h,3,0.25,0.05,2.0,all,down,58,9,0.764,-0.11,0.328,2/8,False
1h,3,0.25,0.05,2.0,kz,up,81,13,0.761,-0.1,0.333,2/7,False
1h,3,0.25,0.05,2.0,kz,off,120,18,0.737,-0.11,0.325,1/8,False
1h,3,0.25,0.05,3.0,all,up,119,18,0.881,-0.05,0.277,2/8,False
1h,3,0.25,0.05,3.0,all,off,177,27,0.833,-0.08,0.266,2/8,False
1h,3,0.25,0.05,3.0,all,down,58,9,0.737,-0.1,0.241,2/8,False
1h,3,0.25,0.05,3.0,kz,up,81,13,0.779,-0.09,0.247,2/7,False
1h,3,0.25,0.05,3.0,kz,off,120,18,0.761,-0.1,0.242,1/8,False
1h,3,0.25,0.1,1.0,all,up,121,18,0.606,-0.13,0.446,2/8,False
1h,3,0.25,0.1,1.0,all,off,179,27,0.664,-0.13,0.469,2/8,False
1h,3,0.25,0.1,1.0,all,down,58,9,0.803,-0.1,0.517,4/8,False
1h,3,0.25,0.1,1.0,kz,up,82,13,0.657,-0.13,0.476,2/7,False
1h,3,0.25,0.1,1.0,kz,off,121,18,0.717,-0.12,0.496,2/8,False
1h,3,0.25,0.1,1.5,all,up,121,18,0.71,-0.12,0.38,1/8,False
1h,3,0.25,0.1,1.5,all,off,179,27,0.767,-0.12,0.397,3/8,False
1h,3,0.25,0.1,1.5,all,down,58,9,0.898,-0.06,0.431,4/8,False
1h,3,0.25,0.1,1.5,kz,up,82,13,0.703,-0.14,0.378,2/7,False
1h,3,0.25,0.1,1.5,kz,off,121,18,0.763,-0.12,0.397,2/8,False
1h,3,0.25,0.1,2.0,all,up,121,18,0.731,-0.1,0.322,2/8,False
1h,3,0.25,0.1,2.0,all,off,179,27,0.76,-0.11,0.33,3/8,False
1h,3,0.25,0.1,2.0,all,down,58,9,0.826,-0.07,0.345,3/8,False
1h,3,0.25,0.1,2.0,kz,up,82,13,0.698,-0.12,0.305,1/7,False
1h,3,0.25,0.1,2.0,kz,off,121,18,0.731,-0.11,0.314,1/8,False
1h,3,0.25,0.1,3.0,all,up,121,18,0.795,-0.08,0.264,3/8,False
1h,3,0.25,0.1,3.0,all,off,179,27,0.857,-0.09,0.274,2/8,False
1h,3,0.25,0.1,3.0,all,down,58,9,0.993,-0.0,0.293,3/8,False
1h,3,0.25,0.1,3.0,kz,up,82,13,0.676,-0.13,0.22,2/7,False
1h,3,0.25,0.1,3.0,kz,off,121,18,0.766,-0.12,0.24,2/8,False
1h,3,0.25,0.25,1.0,all,up,122,18,0.68,-0.13,0.459,2/8,False
1h,3,0.25,0.25,1.0,all,off,180,27,0.705,-0.14,0.467,3/8,False
1h,3,0.25,0.25,1.0,all,down,58,9,0.762,-0.14,0.483,4/8,False
1h,3,0.25,0.25,1.0,kz,up,83,13,0.675,-0.14,0.458,2/7,False
1h,3,0.25,0.25,1.0,kz,off,122,19,0.68,-0.14,0.459,1/8,False
1h,3,0.25,0.25,1.5,all,up,122,18,0.727,-0.11,0.385,1/8,False
1h,3,0.25,0.25,1.5,all,off,180,27,0.684,-0.13,0.367,2/8,False
1h,3,0.25,0.25,1.5,all,down,58,9,0.6,-0.16,0.328,3/8,False
1h,3,0.25,0.25,1.5,kz,up,83,13,0.649,-0.14,0.349,1/7,False
1h,3,0.25,0.25,1.5,kz,off,122,19,0.598,-0.14,0.328,1/8,False
1h,3,0.25,0.25,2.0,all,up,122,18,0.747,-0.11,0.336,2/8,False
1h,3,0.25,0.25,2.0,all,off,180,27,0.767,-0.13,0.333,2/8,False
1h,3,0.25,0.25,2.0,all,down,58,9,0.81,-0.1,0.328,3/8,False
1h,3,0.25,0.25,2.0,kz,up,83,13,0.615,-0.15,0.277,1/7,False
1h,3,0.25,0.25,2.0,kz,off,122,19,0.634,-0.14,0.279,0/8,False
1h,3,0.25,0.25,3.0,all,up,122,18,0.768,-0.11,0.279,1/8,False
1h,3,0.25,0.25,3.0,all,off,180,27,0.845,-0.12,0.283,3/8,False
1h,3,0.25,0.25,3.0,all,down,58,9,1.012,0.01,0.293,3/8,False
1h,3,0.25,0.25,3.0,kz,up,83,13,0.612,-0.14,0.217,2/7,False
1h,3,0.25,0.25,3.0,kz,off,122,19,0.654,-0.16,0.221,1/8,False
1h,4,0.0,0.05,1.0,all,up,42,7,0.251,-0.14,0.452,0/7,False
1h,4,0.0,0.05,1.0,all,off,63,10,0.206,-0.15,0.444,0/7,False
1h,4,0.0,0.05,1.0,kz,off,46,7,0.173,-0.16,0.391,1/7,False
1h,4,0.0,0.05,1.5,all,up,42,7,0.873,-0.05,0.667,3/7,False
1h,4,0.0,0.05,1.5,all,off,63,10,0.738,-0.13,0.651,2/7,False
1h,4,0.0,0.05,1.5,kz,off,46,7,0.668,-0.15,0.652,2/7,False
1h,4,0.0,0.05,2.0,all,up,42,7,0.96,-0.01,0.667,3/7,False
1h,4,0.0,0.05,2.0,all,off,63,10,0.941,-0.03,0.651,2/7,False
1h,4,0.0,0.05,2.0,kz,off,46,7,0.829,-0.08,0.63,2/7,False
1h,4,0.0,0.05,3.0,all,up,42,7,1.479,0.19,0.619,4/7,False
1h,4,0.0,0.05,3.0,all,off,63,10,1.396,0.21,0.603,5/7,False
1h,4,0.0,0.05,3.0,kz,off,46,7,1.24,0.11,0.587,5/7,False
1h,4,0.0,0.1,1.0,all,up,45,7,0.743,-0.07,0.689,3/7,False
1h,4,0.0,0.1,1.0,all,off,67,11,0.717,-0.12,0.672,2/7,False
1h,4,0.0,0.1,1.0,kz,off,49,8,0.654,-0.14,0.653,3/7,False
1h,4,0.0,0.1,1.5,all,up,45,7,1.251,0.08,0.667,4/7,False
1h,4,0.0,0.1,1.5,all,off,67,11,1.208,0.09,0.657,3/7,False
1h,4,0.0,0.1,1.5,kz,off,49,8,1.058,0.02,0.633,3/7,False
1h,4,0.0,0.1,2.0,all,up,45,7,1.304,0.1,0.578,4/7,False
1h,4,0.0,0.1,2.0,all,off,67,11,1.335,0.18,0.582,5/7,False
1h,4,0.0,0.1,2.0,kz,off,49,8,1.248,0.13,0.571,4/7,False
1h,4,0.0,0.1,3.0,all,up,45,7,1.674,0.26,0.511,5/7,False
1h,4,0.0,0.1,3.0,all,off,67,11,1.765,0.46,0.522,7/7,False
1h,4,0.0,0.1,3.0,kz,off,49,8,1.656,0.33,0.51,5/7,False
1h,4,0.0,0.25,1.0,all,up,49,8,1.353,0.14,0.673,5/7,False
1h,4,0.0,0.25,1.0,all,off,75,12,1.15,0.1,0.64,5/7,False
1h,4,0.0,0.25,1.0,kz,off,54,9,1.173,0.12,0.648,5/7,False
1h,4,0.0,0.25,1.5,all,up,49,8,1.424,0.16,0.571,4/7,False
1h,4,0.0,0.25,1.5,all,off,75,12,1.277,0.16,0.547,5/7,False
1h,4,0.0,0.25,1.5,kz,off,54,9,1.411,0.25,0.574,4/7,False
1h,4,0.0,0.25,2.0,all,up,49,8,1.544,0.21,0.51,4/7,False
1h,4,0.0,0.25,2.0,all,off,75,12,1.285,0.18,0.467,4/7,False
1h,4,0.0,0.25,2.0,kz,off,54,9,1.454,0.32,0.5,4/7,False
1h,4,0.0,0.25,3.0,all,up,49,8,1.459,0.22,0.388,5/7,False
1h,4,0.0,0.25,3.0,all,off,75,12,1.363,0.27,0.373,6/7,False
1h,4,0.0,0.25,3.0,kz,off,54,9,1.561,0.47,0.407,5/7,False
1h,4,0.1,0.05,1.0,all,up,60,9,0.738,-0.09,0.6,2/8,False
1h,4,0.1,0.05,1.0,all,off,87,14,0.695,-0.12,0.586,3/8,False
1h,4,0.1,0.05,1.0,kz,up,42,7,0.589,-0.13,0.571,3/7,False
1h,4,0.1,0.05,1.0,kz,off,61,10,0.608,-0.15,0.574,1/7,False
1h,4,0.1,0.05,1.5,all,up,60,9,1.055,0.03,0.55,5/8,False
1h,4,0.1,0.05,1.5,all,off,87,14,1.011,0.01,0.54,4/8,False
1h,4,0.1,0.05,1.5,kz,up,42,7,0.886,-0.04,0.524,3/7,False
1h,4,0.1,0.05,1.5,kz,off,61,10,0.9,-0.05,0.525,3/7,False
1h,4,0.1,0.05,2.0,all,up,60,9,0.878,-0.05,0.417,3/8,False
1h,4,0.1,0.05,2.0,all,off,87,14,0.908,-0.05,0.425,4/8,False
1h,4,0.1,0.05,2.0,kz,up,42,7,0.713,-0.1,0.381,3/7,False
1h,4,0.1,0.05,2.0,kz,off,61,10,0.759,-0.11,0.393,4/7,False
1h,4,0.1,0.05,3.0,all,up,60,9,0.919,-0.03,0.317,5/8,False
1h,4,0.1,0.05,3.0,all,off,87,14,0.984,-0.01,0.333,4/8,False
1h,4,0.1,0.05,3.0,kz,up,42,7,0.846,-0.06,0.31,3/7,False
1h,4,0.1,0.05,3.0,kz,off,61,10,0.924,-0.04,0.328,4/7,False
1h,4,0.1,0.1,1.0,all,up,60,9,0.887,-0.05,0.6,4/8,False
1h,4,0.1,0.1,1.0,all,off,87,14,0.879,-0.06,0.598,4/8,False
1h,4,0.1,0.1,1.0,kz,up,42,7,0.738,-0.08,0.571,4/7,False
1h,4,0.1,0.1,1.0,kz,off,61,10,0.81,-0.08,0.59,4/7,False
1h,4,0.1,0.1,1.5,all,up,60,9,0.865,-0.06,0.467,3/8,False
1h,4,0.1,0.1,1.5,all,off,87,14,0.922,-0.05,0.483,4/8,False
1h,4,0.1,0.1,1.5,kz,up,42,7,0.707,-0.11,0.429,3/7,False
1h,4,0.1,0.1,1.5,kz,off,61,10,0.808,-0.08,0.459,3/7,False
1h,4,0.1,0.1,2.0,all,up,60,9,0.926,-0.04,0.4,4/8,False
1h,4,0.1,0.1,2.0,all,off,87,14,0.977,-0.01,0.414,4/8,False
1h,4,0.1,0.1,2.0,kz,up,42,7,0.823,-0.08,0.381,3/7,False
1h,4,0.1,0.1,2.0,kz,off,61,10,0.933,-0.04,0.41,4/7,False
1h,4,0.1,0.1,3.0,all,up,60,9,1.01,0.01,0.317,4/8,False
1h,4,0.1,0.1,3.0,all,off,87,14,1.204,0.14,0.356,5/8,False
1h,4,0.1,0.1,3.0,kz,up,42,7,0.946,-0.03,0.31,3/7,False
1h,4,0.1,0.1,3.0,kz,off,61,10,1.198,0.13,0.361,4/7,False
1h,4,0.1,0.25,1.0,all,up,60,9,1.044,0.02,0.583,4/8,False
1h,4,0.1,0.25,1.0,all,off,89,14,0.867,-0.06,0.539,5/8,False
1h,4,0.1,0.25,1.0,kz,up,42,7,1.171,0.07,0.619,4/7,False
1h,4,0.1,0.25,1.0,kz,off,62,10,1.002,0.0,0.581,4/7,False
1h,4,0.1,0.25,1.5,all,up,60,9,1.106,0.05,0.483,4/8,False
1h,4,0.1,0.25,1.5,all,off,89,14,1.005,0.0,0.461,6/8,False
1h,4,0.1,0.25,1.5,kz,up,42,7,1.15,0.07,0.5,4/7,False
1h,4,0.1,0.25,1.5,kz,off,62,10,1.082,0.04,0.484,5/7,False
1h,4,0.1,0.25,2.0,all,up,60,9,0.931,-0.03,0.367,4/8,False
1h,4,0.1,0.25,2.0,all,off,89,14,0.946,-0.04,0.371,4/8,False
1h,4,0.1,0.25,2.0,kz,up,42,7,0.967,-0.01,0.381,3/7,False
1h,4,0.1,0.25,2.0,kz,off,62,10,0.999,-0.0,0.387,2/7,False
1h,4,0.1,0.25,3.0,all,up,60,9,0.745,-0.1,0.25,3/8,False
1h,4,0.1,0.25,3.0,all,off,89,14,0.712,-0.13,0.236,3/8,False
1h,4,0.1,0.25,3.0,kz,up,42,7,0.791,-0.09,0.262,2/7,False
1h,4,0.1,0.25,3.0,kz,off,62,10,0.732,-0.13,0.242,3/7,False
1h,4,0.25,0.05,1.0,all,up,81,12,0.739,-0.11,0.506,4/8,False
1h,4,0.25,0.05,1.0,all,off,121,18,0.732,-0.13,0.504,4/8,False
1h,4,0.25,0.05,1.0,all,down,40,6,0.716,-0.1,0.5,3/8,False
1h,4,0.25,0.05,1.0,kz,up,57,9,0.769,-0.12,0.526,3/7,False
1h,4,0.25,0.05,1.0,kz,off,84,13,0.766,-0.11,0.524,4/8,False
1h,4,0.25,0.05,1.5,all,up,81,12,0.918,-0.06,0.444,4/8,False
1h,4,0.25,0.05,1.5,all,off,121,18,0.865,-0.09,0.43,3/8,False
1h,4,0.25,0.05,1.5,all,down,40,6,0.762,-0.1,0.4,3/8,False
1h,4,0.25,0.05,1.5,kz,up,57,9,0.932,-0.06,0.456,4/7,False
1h,4,0.25,0.05,1.5,kz,off,84,13,0.88,-0.08,0.44,4/8,False
1h,4,0.25,0.05,2.0,all,up,81,12,0.976,-0.01,0.383,3/8,False
1h,4,0.25,0.05,2.0,all,off,121,18,0.866,-0.08,0.355,2/8,False
1h,4,0.25,0.05,2.0,all,down,40,6,0.668,-0.16,0.3,3/8,False
1h,4,0.25,0.05,2.0,kz,up,57,9,0.962,-0.02,0.386,3/7,False
1h,4,0.25,0.05,2.0,kz,off,84,13,0.854,-0.1,0.357,2/8,False
1h,4,0.25,0.05,3.0,all,up,81,12,1.012,0.01,0.296,4/8,False
1h,4,0.25,0.05,3.0,all,off,121,18,0.852,-0.09,0.264,4/8,False
1h,4,0.25,0.05,3.0,all,down,40,6,0.565,-0.15,0.2,3/8,False
1h,4,0.25,0.05,3.0,kz,up,57,9,0.988,-0.01,0.298,3/7,False
1h,4,0.25,0.05,3.0,kz,off,84,13,0.885,-0.08,0.274,4/8,False
1h,4,0.25,0.1,1.0,all,up,81,12,0.854,-0.08,0.531,3/8,False
1h,4,0.25,0.1,1.0,all,off,121,18,0.847,-0.1,0.529,3/8,False
1h,4,0.25,0.1,1.0,all,down,40,6,0.832,-0.07,0.525,2/8,False
1h,4,0.25,0.1,1.0,kz,up,57,9,0.934,-0.05,0.561,3/7,False
1h,4,0.25,0.1,1.0,kz,off,84,13,0.932,-0.05,0.56,4/8,False
1h,4,0.25,0.1,1.5,all,up,81,12,0.952,-0.03,0.444,4/8,False
1h,4,0.25,0.1,1.5,all,off,121,18,0.929,-0.07,0.438,4/8,False
1h,4,0.25,0.1,1.5,all,down,40,6,0.883,-0.06,0.425,3/8,False
1h,4,0.25,0.1,1.5,kz,up,57,9,0.972,-0.02,0.456,4/7,False
1h,4,0.25,0.1,1.5,kz,off,84,13,0.964,-0.03,0.452,4/8,False
1h,4,0.25,0.1,2.0,all,up,81,12,0.96,-0.03,0.37,5/8,False
1h,4,0.25,0.1,2.0,all,off,121,18,0.872,-0.08,0.355,4/8,False
1h,4,0.25,0.1,2.0,all,down,40,6,0.704,-0.09,0.325,3/8,False
1h,4,0.25,0.1,2.0,kz,up,57,9,1.0,0.0,0.386,3/7,False
1h,4,0.25,0.1,2.0,kz,off,84,13,0.908,-0.06,0.369,4/8,False
1h,4,0.25,0.1,3.0,all,up,81,12,1.024,0.02,0.309,4/8,False
1h,4,0.25,0.1,3.0,all,off,121,18,0.955,-0.03,0.298,6/8,False
1h,4,0.25,0.1,3.0,all,down,40,6,0.82,-0.06,0.275,3/8,False
1h,4,0.25,0.1,3.0,kz,up,57,9,1.013,0.01,0.298,3/7,False
1h,4,0.25,0.1,3.0,kz,off,84,13,0.985,-0.01,0.298,4/8,False
1h,4,0.25,0.25,1.0,all,up,81,12,0.926,-0.04,0.531,3/8,False
1h,4,0.25,0.25,1.0,all,off,122,19,0.819,-0.1,0.5,2/8,False
1h,4,0.25,0.25,1.0,all,down,41,6,0.643,-0.16,0.439,3/8,False
1h,4,0.25,0.25,1.0,kz,up,57,9,1.097,0.05,0.579,3/7,False
1h,4,0.25,0.25,1.0,kz,off,84,13,0.974,-0.02,0.548,4/8,False
1h,4,0.25,0.25,1.5,all,up,81,12,0.802,-0.1,0.395,3/8,False
1h,4,0.25,0.25,1.5,all,off,122,19,0.704,-0.13,0.369,2/8,False
1h,4,0.25,0.25,1.5,all,down,41,6,0.532,-0.14,0.317,4/8,False
1h,4,0.25,0.25,1.5,kz,up,57,9,0.863,-0.07,0.421,3/7,False
1h,4,0.25,0.25,1.5,kz,off,84,13,0.801,-0.1,0.405,3/8,False
1h,4,0.25,0.25,2.0,all,up,81,12,0.897,-0.06,0.358,3/8,False
1h,4,0.25,0.25,2.0,all,off,122,19,0.8,-0.1,0.336,3/8,False
1h,4,0.25,0.25,2.0,all,down,41,6,0.627,-0.12,0.293,4/8,False
1h,4,0.25,0.25,2.0,kz,up,57,9,0.924,-0.04,0.368,3/7,False
1h,4,0.25,0.25,2.0,kz,off,84,13,0.874,-0.07,0.357,4/8,False
1h,4,0.25,0.25,3.0,all,up,81,12,0.884,-0.05,0.284,5/8,False
1h,4,0.25,0.25,3.0,all,off,122,19,0.822,-0.09,0.27,3/8,False
1h,4,0.25,0.25,3.0,all,down,41,6,0.71,-0.1,0.244,3/8,False
1h,4,0.25,0.25,3.0,kz,up,57,9,0.921,-0.04,0.281,3/7,False
1h,4,0.25,0.25,3.0,kz,off,84,13,0.88,-0.06,0.274,4/8,False
