rule,k,ob_level,os_level,sl_buf,tp_mode,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
1h,3,65,35,0.5,2R,"(-1,)",230,34,0.69,-32.2,-0.14,0.37,-35.0,2/8,1.97,False
1h,3,65,35,0.5,2R,"(1, -1)",364,54,0.892,-15.5,-0.06,0.431,-41.8,2/8,1.98,False
1h,3,65,35,0.5,3R,"(1,)",134,20,1.459,18.6,0.52,0.522,-5.4,4/8,2.97,False
1h,3,65,35,0.5,3R,"(-1,)",230,34,0.723,-29.1,-0.13,0.365,-32.6,3/8,2.97,False
1h,3,65,35,0.5,3R,"(1, -1)",364,54,0.928,-10.4,-0.04,0.423,-38.6,2/8,2.97,False
1h,3,70,25,0.1,2R,"(1,)",40,6,2.366,16.1,1.06,0.625,-2.4,5/7,1.97,False
1h,3,70,25,0.1,2R,"(-1,)",153,23,0.653,-30.6,-0.15,0.32,-31.7,0/8,1.97,False
1h,3,70,25,0.1,2R,"(1, -1)",193,29,0.855,-14.4,-0.07,0.383,-31.8,2/8,1.97,False
1h,3,70,25,0.1,3R,"(1,)",40,6,2.803,21.3,1.4,0.625,-2.4,5/7,2.96,False
1h,3,70,25,0.1,3R,"(-1,)",153,23,0.696,-27.1,-0.15,0.314,-26.8,1/8,2.95,False
1h,3,70,25,0.1,3R,"(1, -1)",193,29,0.943,-5.8,-0.03,0.378,-28.3,2/8,2.96,False
1h,3,70,25,0.25,2R,"(1,)",40,6,2.616,16.9,1.19,0.65,-2.3,5/7,1.97,False
1h,3,70,25,0.25,2R,"(-1,)",153,23,0.647,-29.7,-0.14,0.333,-31.5,0/8,1.97,False
1h,3,70,25,0.25,2R,"(1, -1)",193,29,0.864,-12.8,-0.06,0.399,-31.9,2/8,1.97,False
1h,3,70,25,0.25,3R,"(1,)",40,6,3.207,23.0,1.62,0.65,-2.3,5/7,2.96,False
1h,3,70,25,0.25,3R,"(-1,)",153,23,0.72,-23.6,-0.13,0.333,-26.4,1/8,2.96,False
1h,3,70,25,0.25,3R,"(1, -1)",193,29,0.995,-0.5,-0.0,0.399,-26.7,2/8,2.96,False
1h,3,70,25,0.5,2R,"(1,)",40,6,3.112,17.2,1.34,0.675,-2.1,5/7,1.98,False
1h,3,70,25,0.5,2R,"(-1,)",153,23,0.694,-22.3,-0.14,0.353,-24.2,0/8,1.97,False
1h,3,70,25,0.5,2R,"(1, -1)",193,29,0.938,-5.0,-0.03,0.42,-24.7,2/8,1.98,False
1h,3,70,25,0.5,3R,"(1,)",40,6,3.611,21.3,1.65,0.675,-2.1,5/7,2.97,False
1h,3,70,25,0.5,3R,"(-1,)",153,23,0.694,-22.6,-0.14,0.346,-24.7,2/8,2.97,False
1h,3,70,25,0.5,3R,"(1, -1)",193,29,0.984,-1.3,-0.01,0.415,-25.2,3/8,2.97,False
1h,3,70,30,0.1,2R,"(1,)",87,13,1.364,12.6,0.26,0.529,-7.4,5/8,1.97,False
1h,3,70,30,0.1,2R,"(-1,)",153,23,0.653,-30.6,-0.15,0.32,-31.7,0/8,1.97,False
1h,3,70,30,0.1,2R,"(1, -1)",240,36,0.854,-17.9,-0.07,0.396,-36.3,2/8,1.97,False
1h,3,70,30,0.1,3R,"(1,)",87,13,1.546,19.0,0.39,0.529,-7.4,6/8,2.96,False
1h,3,70,30,0.1,3R,"(-1,)",153,23,0.696,-27.1,-0.15,0.314,-26.8,1/8,2.95,False
1h,3,70,30,0.1,3R,"(1, -1)",240,36,0.935,-8.1,-0.04,0.392,-31.7,2/8,2.96,False
1h,3,70,30,0.25,2R,"(1,)",87,13,1.592,17.0,0.62,0.563,-4.2,5/8,1.97,False
1h,3,70,30,0.25,2R,"(-1,)",153,23,0.647,-29.7,-0.14,0.333,-31.5,0/8,1.97,False
1h,3,70,30,0.25,2R,"(1, -1)",240,36,0.887,-12.7,-0.05,0.417,-34.8,2/8,1.97,False
1h,3,70,30,0.25,3R,"(1,)",87,13,1.842,24.2,0.88,0.563,-4.2,6/8,2.96,False
1h,3,70,30,0.25,3R,"(-1,)",153,23,0.72,-23.6,-0.13,0.333,-26.4,1/8,2.96,False
1h,3,70,30,0.25,3R,"(1, -1)",240,36,1.005,0.6,0.0,0.417,-29.6,2/8,2.96,False
1h,3,70,30,0.5,2R,"(1,)",87,13,1.736,17.2,0.61,0.575,-4.3,6/8,1.98,False
1h,3,70,30,0.5,2R,"(-1,)",153,23,0.694,-22.3,-0.14,0.353,-24.2,0/8,1.97,False
1h,3,70,30,0.5,2R,"(1, -1)",240,36,0.947,-5.1,-0.03,0.433,-26.6,2/8,1.98,False
1h,3,70,30,0.5,3R,"(1,)",87,13,1.852,20.1,0.71,0.563,-4.3,6/8,2.97,False
1h,3,70,30,0.5,3R,"(-1,)",153,23,0.694,-22.6,-0.14,0.346,-24.7,2/8,2.97,False
1h,3,70,30,0.5,3R,"(1, -1)",240,36,0.974,-2.5,-0.01,0.425,-27.0,2/8,2.97,False
1h,3,70,35,0.1,2R,"(1,)",134,20,1.242,13.0,0.19,0.507,-10.2,4/8,1.97,False
1h,3,70,35,0.1,2R,"(-1,)",153,23,0.653,-30.6,-0.15,0.32,-31.7,0/8,1.97,False
1h,3,70,35,0.1,2R,"(1, -1)",287,43,0.876,-17.5,-0.06,0.408,-41.4,2/8,1.97,False
1h,3,70,35,0.1,3R,"(1,)",134,20,1.324,17.8,0.29,0.5,-9.2,4/8,2.96,False
1h,3,70,35,0.1,3R,"(-1,)",153,23,0.696,-27.1,-0.15,0.314,-26.8,1/8,2.95,False
1h,3,70,35,0.1,3R,"(1, -1)",287,43,0.935,-9.3,-0.04,0.401,-36.9,2/8,2.96,False
1h,3,70,35,0.25,2R,"(1,)",134,20,1.359,17.0,0.3,0.53,-8.5,4/8,1.97,False
1h,3,70,35,0.25,2R,"(-1,)",153,23,0.647,-29.7,-0.14,0.333,-31.5,0/8,1.97,False
1h,3,70,35,0.25,2R,"(1, -1)",287,43,0.903,-12.7,-0.05,0.425,-41.0,2/8,1.97,False
1h,3,70,35,0.25,3R,"(1,)",134,20,1.454,21.9,0.55,0.522,-6.0,4/8,2.96,False
1h,3,70,35,0.25,3R,"(-1,)",153,23,0.72,-23.6,-0.13,0.333,-26.4,1/8,2.96,False
1h,3,70,35,0.25,3R,"(1, -1)",287,43,0.988,-1.6,-0.01,0.422,-33.3,2/8,2.96,False
1h,3,70,35,0.5,2R,"(1,)",134,20,1.426,16.7,0.39,0.537,-6.5,4/8,1.98,False
1h,3,70,35,0.5,2R,"(-1,)",153,23,0.694,-22.3,-0.14,0.353,-24.2,0/8,1.97,False
1h,3,70,35,0.5,2R,"(1, -1)",287,43,0.951,-5.6,-0.03,0.439,-30.9,2/8,1.98,False
1h,3,70,35,0.5,3R,"(1,)",134,20,1.459,18.6,0.52,0.522,-5.4,4/8,2.97,False
1h,3,70,35,0.5,3R,"(-1,)",153,23,0.694,-22.6,-0.14,0.346,-24.7,2/8,2.97,False
1h,3,70,35,0.5,3R,"(1, -1)",287,43,0.965,-4.0,-0.02,0.429,-30.6,2/8,2.97,False
1h,3,75,25,0.1,2R,"(1,)",40,6,2.366,16.1,1.06,0.625,-2.4,5/7,1.97,False
1h,3,75,25,0.1,2R,"(-1,)",71,11,0.438,-23.8,-0.16,0.254,-23.0,0/8,1.96,False
1h,3,75,25,0.1,2R,"(1, -1)",111,17,0.858,-7.7,-0.05,0.387,-24.5,2/8,1.97,False
1h,3,75,25,0.1,3R,"(1,)",40,6,2.803,21.3,1.4,0.625,-2.4,5/7,2.96,False
1h,3,75,25,0.1,3R,"(-1,)",71,11,0.515,-20.5,-0.16,0.254,-19.7,1/8,2.95,False
1h,3,75,25,0.1,3R,"(1, -1)",111,17,1.014,0.8,0.01,0.387,-21.2,2/8,2.95,False
1h,3,75,25,0.25,2R,"(1,)",40,6,2.616,16.9,1.19,0.65,-2.3,5/7,1.97,False
1h,3,75,25,0.25,2R,"(-1,)",71,11,0.474,-21.3,-0.14,0.268,-23.4,0/8,1.97,False
1h,3,75,25,0.25,2R,"(1, -1)",111,17,0.913,-4.4,-0.03,0.405,-23.8,2/8,1.97,False
1h,3,75,25,0.25,3R,"(1,)",40,6,3.207,23.0,1.62,0.65,-2.3,5/7,2.96,False
1h,3,75,25,0.25,3R,"(-1,)",71,11,0.557,-18.0,-0.13,0.268,-21.1,2/8,2.96,False
1h,3,75,25,0.25,3R,"(1, -1)",111,17,1.1,5.1,0.04,0.405,-21.5,3/8,2.96,False
1h,3,75,25,0.5,2R,"(1,)",40,6,3.112,17.2,1.34,0.675,-2.1,5/7,1.98,False
1h,3,75,25,0.5,2R,"(-1,)",71,11,0.493,-18.1,-0.14,0.268,-20.2,1/8,1.97,False
1h,3,75,25,0.5,2R,"(1, -1)",111,17,0.981,-0.9,-0.01,0.414,-20.7,3/8,1.97,False
1h,3,75,25,0.5,3R,"(1,)",40,6,3.611,21.3,1.65,0.675,-2.1,5/7,2.97,False
1h,3,75,25,0.5,3R,"(-1,)",71,11,0.562,-15.6,-0.13,0.268,-17.9,2/8,2.96,False
1h,3,75,25,0.5,3R,"(1, -1)",111,17,1.13,5.7,0.05,0.414,-18.4,3/8,2.97,False
1h,3,75,30,0.1,2R,"(1,)",87,13,1.364,12.6,0.26,0.529,-7.4,5/8,1.97,False
1h,3,75,30,0.1,2R,"(-1,)",71,11,0.438,-23.8,-0.16,0.254,-23.0,0/8,1.96,False
1h,3,75,30,0.1,2R,"(1, -1)",158,24,0.855,-11.1,-0.06,0.405,-28.9,2/8,1.97,False
1h,3,75,30,0.1,3R,"(1,)",87,13,1.546,19.0,0.39,0.529,-7.4,6/8,2.96,False
1h,3,75,30,0.1,3R,"(-1,)",71,11,0.515,-20.5,-0.16,0.254,-19.7,1/8,2.95,False
1h,3,75,30,0.1,3R,"(1, -1)",158,24,0.98,-1.6,-0.01,0.405,-24.6,2/8,2.96,False
1h,3,75,30,0.25,2R,"(1,)",87,13,1.592,17.0,0.62,0.563,-4.2,5/8,1.97,False
1h,3,75,30,0.25,2R,"(-1,)",71,11,0.474,-21.3,-0.14,0.268,-23.4,0/8,1.97,False
1h,3,75,30,0.25,2R,"(1, -1)",158,24,0.937,-4.3,-0.02,0.43,-26.7,2/8,1.97,False
1h,3,75,30,0.25,3R,"(1,)",87,13,1.842,24.2,0.88,0.563,-4.2,6/8,2.96,False
1h,3,75,30,0.25,3R,"(-1,)",71,11,0.557,-18.0,-0.13,0.268,-21.1,2/8,2.96,False
1h,3,75,30,0.25,3R,"(1, -1)",158,24,1.09,6.2,0.04,0.43,-24.3,2/8,2.96,False
1h,3,75,30,0.5,2R,"(1,)",87,13,1.736,17.2,0.61,0.575,-4.3,6/8,1.98,False
1h,3,75,30,0.5,2R,"(-1,)",71,11,0.493,-18.1,-0.14,0.268,-20.2,1/8,1.97,False
1h,3,75,30,0.5,2R,"(1, -1)",158,24,0.985,-0.9,-0.01,0.437,-22.6,2/8,1.98,False
1h,3,75,30,0.5,3R,"(1,)",87,13,1.852,20.1,0.71,0.563,-4.3,6/8,2.97,False
1h,3,75,30,0.5,3R,"(-1,)",71,11,0.562,-15.6,-0.13,0.268,-17.9,2/8,2.96,False
1h,3,75,30,0.5,3R,"(1, -1)",158,24,1.076,4.5,0.03,0.43,-20.3,2/8,2.97,False
1h,3,75,35,0.1,2R,"(1,)",134,20,1.242,13.0,0.19,0.507,-10.2,4/8,1.97,False
1h,3,75,35,0.1,2R,"(-1,)",71,11,0.438,-23.8,-0.16,0.254,-23.0,0/8,1.96,False
1h,3,75,35,0.1,2R,"(1, -1)",205,31,0.888,-10.8,-0.05,0.42,-34.1,3/8,1.97,False
1h,3,75,35,0.1,3R,"(1,)",134,20,1.324,17.8,0.29,0.5,-9.2,4/8,2.96,False
1h,3,75,35,0.1,3R,"(-1,)",71,11,0.515,-20.5,-0.16,0.254,-19.7,1/8,2.95,False
1h,3,75,35,0.1,3R,"(1, -1)",205,31,0.972,-2.8,-0.01,0.415,-29.8,2/8,2.96,False
1h,3,75,35,0.25,2R,"(1,)",134,20,1.359,17.0,0.3,0.53,-8.5,4/8,1.97,False
1h,3,75,35,0.25,2R,"(-1,)",71,11,0.474,-21.3,-0.14,0.268,-23.4,0/8,1.97,False
1h,3,75,35,0.25,2R,"(1, -1)",205,31,0.95,-4.3,-0.02,0.439,-32.9,2/8,1.97,False
1h,3,75,35,0.25,3R,"(1,)",134,20,1.454,21.9,0.55,0.522,-6.0,4/8,2.96,False
1h,3,75,35,0.25,3R,"(-1,)",71,11,0.557,-18.0,-0.13,0.268,-21.1,2/8,2.96,False
1h,3,75,35,0.25,3R,"(1, -1)",205,31,1.045,4.0,0.02,0.434,-28.1,2/8,2.96,False
1h,3,75,35,0.5,2R,"(1,)",134,20,1.426,16.7,0.39,0.537,-6.5,4/8,1.98,False
1h,3,75,35,0.5,2R,"(-1,)",71,11,0.493,-18.1,-0.14,0.268,-20.2,1/8,1.97,False
1h,3,75,35,0.5,2R,"(1, -1)",205,31,0.982,-1.4,-0.01,0.444,-26.9,2/8,1.98,False
1h,3,75,35,0.5,3R,"(1,)",134,20,1.459,18.6,0.52,0.522,-5.4,4/8,2.97,False
1h,3,75,35,0.5,3R,"(-1,)",71,11,0.562,-15.6,-0.13,0.268,-17.9,2/8,2.96,False
1h,3,75,35,0.5,3R,"(1, -1)",205,31,1.04,3.0,0.02,0.434,-23.9,2/8,2.97,False
1h,4,65,25,0.1,2R,"(-1,)",186,28,0.913,-7.2,-0.08,0.382,-13.8,3/8,1.97,False
1h,4,65,25,0.1,2R,"(1, -1)",217,32,0.964,-3.4,-0.04,0.401,-14.3,3/8,1.97,False
1h,4,65,25,0.1,3R,"(-1,)",186,28,0.925,-6.3,-0.05,0.371,-18.3,4/8,2.96,False
1h,4,65,25,0.1,3R,"(1, -1)",217,32,1.013,1.2,0.01,0.392,-18.3,3/8,2.96,False
1h,4,65,25,0.25,2R,"(-1,)",186,28,0.887,-8.9,-0.09,0.387,-14.1,4/8,1.97,False
1h,4,65,25,0.25,2R,"(1, -1)",217,32,0.946,-4.8,-0.05,0.406,-14.6,4/8,1.97,False
1h,4,65,25,0.25,3R,"(-1,)",186,28,0.94,-4.8,-0.05,0.387,-14.8,4/8,2.96,False
1h,4,65,25,0.25,3R,"(1, -1)",217,32,1.023,2.1,0.02,0.406,-14.8,4/8,2.96,False
1h,4,65,25,0.5,2R,"(-1,)",186,28,0.89,-7.5,-0.08,0.403,-14.5,3/8,1.98,False
1h,4,65,25,0.5,2R,"(1, -1)",217,32,0.963,-2.9,-0.03,0.424,-14.5,4/8,1.98,False
1h,4,65,25,0.5,3R,"(-1,)",186,28,0.913,-6.0,-0.06,0.403,-14.8,3/8,2.97,False
1h,4,65,25,0.5,3R,"(1, -1)",217,32,1.007,0.5,0.01,0.424,-14.8,4/8,2.97,False
1h,4,65,30,0.1,2R,"(1,)",72,11,1.084,2.6,0.04,0.472,-9.6,5/8,1.97,False
1h,4,65,30,0.1,2R,"(-1,)",186,28,0.913,-7.2,-0.08,0.382,-13.8,3/8,1.97,False
1h,4,65,30,0.1,2R,"(1, -1)",258,39,0.96,-4.5,-0.03,0.407,-22.6,3/8,1.97,False
1h,4,65,30,0.1,3R,"(1,)",72,11,1.285,9.0,0.2,0.472,-7.0,5/8,2.96,False
1h,4,65,30,0.1,3R,"(-1,)",186,28,0.925,-6.3,-0.05,0.371,-18.3,4/8,2.96,False
1h,4,65,30,0.1,3R,"(1, -1)",258,39,1.023,2.7,0.02,0.399,-18.3,3/8,2.96,False
1h,4,65,30,0.25,2R,"(1,)",72,11,1.175,4.9,0.08,0.5,-9.3,5/8,1.97,False
1h,4,65,30,0.25,2R,"(-1,)",186,28,0.887,-8.9,-0.09,0.387,-14.1,4/8,1.97,False
1h,4,65,30,0.25,2R,"(1, -1)",258,39,0.962,-4.0,-0.03,0.419,-22.6,4/8,1.97,False
1h,4,65,30,0.25,3R,"(1,)",72,11,1.314,8.8,0.15,0.5,-9.0,5/8,2.97,False
1h,4,65,30,0.25,3R,"(-1,)",186,28,0.94,-4.8,-0.05,0.387,-14.8,4/8,2.96,False
1h,4,65,30,0.25,3R,"(1, -1)",258,39,1.038,4.0,0.03,0.419,-21.0,4/8,2.96,False
1h,4,65,30,0.5,2R,"(1,)",72,11,1.195,4.8,0.1,0.528,-7.1,4/8,1.98,False
1h,4,65,30,0.5,2R,"(-1,)",186,28,0.89,-7.5,-0.08,0.403,-14.5,3/8,1.98,False
1h,4,65,30,0.5,2R,"(1, -1)",258,39,0.97,-2.7,-0.02,0.438,-19.1,5/8,1.98,False
1h,4,65,30,0.5,3R,"(1,)",72,11,1.307,7.5,0.15,0.528,-7.8,4/8,2.97,False
1h,4,65,30,0.5,3R,"(-1,)",186,28,0.913,-6.0,-0.06,0.403,-14.8,3/8,2.97,False
1h,4,65,30,0.5,3R,"(1, -1)",258,39,1.016,1.5,0.01,0.438,-20.3,5/8,2.97,False
1h,4,65,35,0.1,2R,"(1,)",117,18,0.991,-0.4,-0.0,0.444,-17.1,4/8,1.97,False
1h,4,65,35,0.1,2R,"(-1,)",186,28,0.913,-7.2,-0.08,0.382,-13.8,3/8,1.97,False
1h,4,65,35,0.1,2R,"(1, -1)",303,45,0.942,-7.6,-0.04,0.406,-28.8,3/8,1.97,False
1h,4,65,35,0.1,3R,"(1,)",117,18,1.13,6.5,0.07,0.444,-14.8,4/8,2.96,False
1h,4,65,35,0.1,3R,"(-1,)",186,28,0.925,-6.3,-0.05,0.371,-18.3,4/8,2.96,False
1h,4,65,35,0.1,3R,"(1, -1)",303,45,1.001,0.2,0.0,0.399,-23.7,3/8,2.96,False
1h,4,65,35,0.25,2R,"(1,)",117,18,1.048,2.1,0.02,0.462,-16.1,4/8,1.98,False
1h,4,65,35,0.25,2R,"(-1,)",186,28,0.887,-8.9,-0.09,0.387,-14.1,4/8,1.97,False
1h,4,65,35,0.25,2R,"(1, -1)",303,45,0.945,-6.8,-0.04,0.416,-28.1,3/8,1.97,False
1h,4,65,35,0.25,3R,"(1,)",117,18,1.145,6.5,0.06,0.462,-16.2,3/8,2.97,False
1h,4,65,35,0.25,3R,"(-1,)",186,28,0.94,-4.8,-0.05,0.387,-14.8,4/8,2.96,False
1h,4,65,35,0.25,3R,"(1, -1)",303,45,1.014,1.7,0.01,0.416,-27.1,4/8,2.96,False
1h,4,65,35,0.5,2R,"(1,)",117,18,1.052,2.1,0.02,0.479,-13.2,3/8,1.98,False
1h,4,65,35,0.5,2R,"(-1,)",186,28,0.89,-7.5,-0.08,0.403,-14.5,3/8,1.98,False
1h,4,65,35,0.5,2R,"(1, -1)",303,45,0.95,-5.5,-0.03,0.432,-24.0,4/8,1.98,False
1h,4,65,35,0.5,3R,"(1,)",117,18,1.112,4.4,0.05,0.479,-14.6,3/8,2.97,False
1h,4,65,35,0.5,3R,"(-1,)",186,28,0.913,-6.0,-0.06,0.403,-14.8,3/8,2.97,False
1h,4,65,35,0.5,3R,"(1, -1)",303,45,0.985,-1.6,-0.01,0.432,-26.0,4/8,2.97,False
1h,4,70,25,0.1,2R,"(-1,)",128,20,0.945,-3.1,-0.04,0.398,-11.9,4/8,1.97,False
1h,4,70,25,0.1,2R,"(1, -1)",159,24,1.01,0.7,0.01,0.421,-12.0,4/8,1.97,False
1h,4,70,25,0.1,3R,"(-1,)",128,20,0.982,-1.0,-0.01,0.391,-11.0,4/8,2.96,False
1h,4,70,25,0.1,3R,"(1, -1)",159,24,1.094,6.5,0.09,0.415,-11.0,4/8,2.96,False
1h,4,70,25,0.25,2R,"(-1,)",128,20,0.949,-2.7,-0.04,0.406,-11.4,4/8,1.97,False
1h,4,70,25,0.25,2R,"(1, -1)",159,24,1.021,1.4,0.02,0.428,-11.5,5/8,1.97,False
1h,4,70,25,0.25,3R,"(-1,)",128,20,1.0,-0.0,-0.0,0.406,-11.4,5/8,2.96,False
1h,4,70,25,0.25,3R,"(1, -1)",159,24,1.106,6.8,0.09,0.428,-11.4,5/8,2.96,False
1h,4,70,25,0.5,2R,"(-1,)",128,20,0.936,-3.0,-0.04,0.422,-10.9,4/8,1.98,False
1h,4,70,25,0.5,2R,"(1, -1)",159,24,1.029,1.6,0.02,0.447,-10.9,5/8,1.98,False
1h,4,70,25,0.5,3R,"(-1,)",128,20,0.968,-1.5,-0.02,0.422,-11.5,4/8,2.97,False
1h,4,70,25,0.5,3R,"(1, -1)",159,24,1.089,5.0,0.07,0.447,-11.5,5/8,2.97,False
1h,4,70,30,0.1,2R,"(1,)",72,11,1.084,2.6,0.04,0.472,-9.6,5/8,1.97,False
1h,4,70,30,0.1,2R,"(-1,)",128,20,0.945,-3.1,-0.04,0.398,-11.9,4/8,1.97,False
1h,4,70,30,0.1,2R,"(1, -1)",200,30,0.995,-0.4,-0.0,0.425,-20.3,4/8,1.97,False
1h,4,70,30,0.1,3R,"(1,)",72,11,1.285,9.0,0.2,0.472,-7.0,5/8,2.96,False
1h,4,70,30,0.1,3R,"(-1,)",128,20,0.982,-1.0,-0.01,0.391,-11.0,4/8,2.96,False
1h,4,70,30,0.1,3R,"(1, -1)",200,30,1.09,7.9,0.08,0.42,-15.1,4/8,2.96,False
1h,4,70,30,0.25,2R,"(1,)",72,11,1.175,4.9,0.08,0.5,-9.3,5/8,1.97,False
1h,4,70,30,0.25,2R,"(-1,)",128,20,0.949,-2.7,-0.04,0.406,-11.4,4/8,1.97,False
1h,4,70,30,0.25,2R,"(1, -1)",200,30,1.027,2.2,0.02,0.44,-19.5,4/8,1.97,False
1h,4,70,30,0.25,3R,"(1,)",72,11,1.314,8.8,0.15,0.5,-9.0,5/8,2.97,False
1h,4,70,30,0.25,3R,"(-1,)",128,20,1.0,-0.0,-0.0,0.406,-11.4,5/8,2.96,False
1h,4,70,30,0.25,3R,"(1, -1)",200,30,1.108,8.8,0.07,0.44,-18.9,5/8,2.96,False
1h,4,70,30,0.5,2R,"(1,)",72,11,1.195,4.8,0.1,0.528,-7.1,4/8,1.98,False
1h,4,70,30,0.5,2R,"(-1,)",128,20,0.936,-3.0,-0.04,0.422,-10.9,4/8,1.98,False
1h,4,70,30,0.5,2R,"(1, -1)",200,30,1.025,1.8,0.02,0.46,-16.9,4/8,1.98,False
1h,4,70,30,0.5,3R,"(1,)",72,11,1.307,7.5,0.15,0.528,-7.8,4/8,2.97,False
1h,4,70,30,0.5,3R,"(-1,)",128,20,0.968,-1.5,-0.02,0.422,-11.5,4/8,2.97,False
1h,4,70,30,0.5,3R,"(1, -1)",200,30,1.084,6.0,0.05,0.46,-18.2,4/8,2.97,False
1h,4,70,35,0.1,2R,"(1,)",117,18,0.991,-0.4,-0.0,0.444,-17.1,4/8,1.97,False
1h,4,70,35,0.1,2R,"(-1,)",128,20,0.945,-3.1,-0.04,0.398,-11.9,4/8,1.97,False
1h,4,70,35,0.1,2R,"(1, -1)",245,37,0.967,-3.5,-0.02,0.42,-26.5,4/8,1.97,False
1h,4,70,35,0.1,3R,"(1,)",117,18,1.13,6.5,0.07,0.444,-14.8,4/8,2.96,False
1h,4,70,35,0.1,3R,"(-1,)",128,20,0.982,-1.0,-0.01,0.391,-11.0,4/8,2.96,False
1h,4,70,35,0.1,3R,"(1, -1)",245,37,1.051,5.4,0.04,0.416,-21.7,4/8,2.96,False
1h,4,70,35,0.25,2R,"(1,)",117,18,1.048,2.1,0.02,0.462,-16.1,4/8,1.98,False
1h,4,70,35,0.25,2R,"(-1,)",128,20,0.949,-2.7,-0.04,0.406,-11.4,4/8,1.97,False
1h,4,70,35,0.25,2R,"(1, -1)",245,37,0.994,-0.6,-0.0,0.433,-25.1,4/8,1.97,False
1h,4,70,35,0.25,3R,"(1,)",117,18,1.145,6.5,0.06,0.462,-16.2,3/8,2.97,False
1h,4,70,35,0.25,3R,"(-1,)",128,20,1.0,-0.0,-0.0,0.406,-11.4,5/8,2.96,False
1h,4,70,35,0.25,3R,"(1, -1)",245,37,1.066,6.5,0.04,0.433,-25.0,4/8,2.96,False
1h,4,70,35,0.5,2R,"(1,)",117,18,1.052,2.1,0.02,0.479,-13.2,3/8,1.98,False
1h,4,70,35,0.5,2R,"(-1,)",128,20,0.936,-3.0,-0.04,0.422,-10.9,4/8,1.98,False
1h,4,70,35,0.5,2R,"(1, -1)",245,37,0.989,-0.9,-0.01,0.449,-21.8,4/8,1.98,False
1h,4,70,35,0.5,3R,"(1,)",117,18,1.112,4.4,0.05,0.479,-14.6,3/8,2.97,False
1h,4,70,35,0.5,3R,"(-1,)",128,20,0.968,-1.5,-0.02,0.422,-11.5,4/8,2.97,False
1h,4,70,35,0.5,3R,"(1, -1)",245,37,1.034,2.9,0.02,0.449,-23.8,4/8,2.97,False
1h,4,75,25,0.1,2R,"(-1,)",56,9,0.865,-3.2,-0.07,0.393,-7.4,4/8,1.97,False
1h,4,75,25,0.1,2R,"(1, -1)",87,13,1.016,0.6,0.01,0.437,-7.4,4/8,1.97,False
1h,4,75,25,0.1,3R,"(-1,)",56,9,0.88,-3.0,-0.05,0.375,-9.7,4/8,2.95,False
1h,4,75,25,0.1,3R,"(1, -1)",87,13,1.124,4.6,0.07,0.425,-9.7,4/8,2.96,False
1h,4,75,25,0.25,2R,"(-1,)",56,9,0.976,-0.5,-0.01,0.411,-7.2,5/8,1.97,False
1h,4,75,25,0.25,2R,"(1, -1)",87,13,1.107,3.6,0.07,0.448,-7.2,5/8,1.97,False
1h,4,75,25,0.25,3R,"(-1,)",56,9,0.984,-0.3,-0.01,0.411,-8.3,5/8,2.96,False
1h,4,75,25,0.25,3R,"(1, -1)",87,13,1.195,6.5,0.12,0.448,-8.3,5/8,2.96,False
1h,4,75,25,0.5,2R,"(-1,)",56,9,0.895,-2.1,-0.04,0.411,-8.6,5/8,1.97,False
1h,4,75,25,0.5,2R,"(1, -1)",87,13,1.088,2.6,0.05,0.46,-8.6,5/8,1.98,False
1h,4,75,25,0.5,3R,"(-1,)",56,9,0.923,-1.5,-0.03,0.411,-7.7,5/8,2.97,False
1h,4,75,25,0.5,3R,"(1, -1)",87,13,1.172,5.0,0.1,0.46,-7.7,5/8,2.97,False
1h,4,75,30,0.1,2R,"(1,)",72,11,1.084,2.6,0.04,0.472,-9.6,5/8,1.97,False
1h,4,75,30,0.1,2R,"(-1,)",56,9,0.865,-3.2,-0.07,0.393,-7.4,4/8,1.97,False
1h,4,75,30,0.1,2R,"(1, -1)",128,19,0.99,-0.5,-0.01,0.438,-12.7,4/8,1.97,False
1h,4,75,30,0.1,3R,"(1,)",72,11,1.285,9.0,0.2,0.472,-7.0,5/8,2.96,False
1h,4,75,30,0.1,3R,"(-1,)",56,9,0.88,-3.0,-0.05,0.375,-9.7,4/8,2.95,False
1h,4,75,30,0.1,3R,"(1, -1)",128,19,1.107,6.0,0.09,0.43,-9.9,4/8,2.96,False
1h,4,75,30,0.25,2R,"(1,)",72,11,1.175,4.9,0.08,0.5,-9.3,5/8,1.97,False
1h,4,75,30,0.25,2R,"(-1,)",56,9,0.976,-0.5,-0.01,0.411,-7.2,5/8,1.97,False
1h,4,75,30,0.25,2R,"(1, -1)",128,19,1.088,4.4,0.05,0.461,-12.8,4/8,1.97,False
1h,4,75,30,0.25,3R,"(1,)",72,11,1.314,8.8,0.15,0.5,-9.0,5/8,2.97,False
1h,4,75,30,0.25,3R,"(-1,)",56,9,0.984,-0.3,-0.01,0.411,-8.3,5/8,2.96,False
1h,4,75,30,0.25,3R,"(1, -1)",128,19,1.17,8.4,0.1,0.461,-13.2,6/8,2.96,False
1h,4,75,30,0.5,2R,"(1,)",72,11,1.195,4.8,0.1,0.528,-7.1,4/8,1.98,False
1h,4,75,30,0.5,2R,"(-1,)",56,9,0.895,-2.1,-0.04,0.411,-8.6,5/8,1.97,False
