rule,k,fib,sl_buf,tp_mode,ema_confirm,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
1h,3,0.705,0.05,2R,0,"(1,)",1396,208,0.889,-108.3,-0.12,0.353,-132.8,2/8,1.9,False
1h,3,0.705,0.05,2R,0,"(-1,)",1560,233,0.725,-320.5,-0.15,0.308,-323.0,0/8,1.9,False
1h,3,0.705,0.05,2R,0,"(1, -1)",2956,441,0.799,-428.8,-0.15,0.329,-435.7,0/8,1.9,False
1h,3,0.705,0.05,2R,1,"(1,)",809,121,0.919,-44.5,-0.09,0.362,-74.5,4/8,1.9,False
1h,3,0.705,0.05,2R,1,"(-1,)",649,97,0.727,-131.9,-0.15,0.308,-136.0,0/8,1.9,False
1h,3,0.705,0.05,2R,1,"(1, -1)",1458,217,0.83,-176.4,-0.14,0.338,-194.6,2/8,1.9,False
1h,3,0.705,0.05,3R,0,"(1,)",1396,208,0.977,-23.9,-0.04,0.297,-86.4,2/8,2.87,False
1h,3,0.705,0.05,3R,0,"(-1,)",1560,233,0.74,-330.3,-0.15,0.245,-331.5,0/8,2.87,False
1h,3,0.705,0.05,3R,0,"(1, -1)",2956,441,0.848,-354.1,-0.15,0.27,-359.9,0/8,2.87,False
1h,3,0.705,0.05,3R,1,"(1,)",809,121,1.038,23.0,0.06,0.31,-53.0,4/8,2.87,False
1h,3,0.705,0.05,3R,1,"(-1,)",649,97,0.732,-141.5,-0.14,0.243,-153.8,1/8,2.87,False
1h,3,0.705,0.05,3R,1,"(1, -1)",1458,217,0.895,-118.4,-0.12,0.281,-150.6,3/8,2.87,False
1h,3,0.705,0.1,2R,0,"(1,)",1411,210,0.892,-105.2,-0.12,0.354,-126.4,2/8,1.91,False
1h,3,0.705,0.1,2R,0,"(-1,)",1571,234,0.705,-348.0,-0.15,0.302,-350.5,0/8,1.91,False
1h,3,0.705,0.1,2R,0,"(1, -1)",2982,445,0.79,-453.1,-0.15,0.326,-462.7,0/8,1.91,False
1h,3,0.705,0.1,2R,1,"(1,)",821,122,0.926,-41.2,-0.08,0.363,-74.5,5/8,1.91,False
1h,3,0.705,0.1,2R,1,"(-1,)",653,98,0.698,-147.9,-0.14,0.299,-155.0,0/8,1.91,False
1h,3,0.705,0.1,2R,1,"(1, -1)",1474,220,0.82,-189.1,-0.14,0.334,-207.0,2/8,1.91,False
1h,3,0.705,0.1,3R,0,"(1,)",1411,210,0.992,-8.2,-0.02,0.301,-72.3,3/8,2.88,False
1h,3,0.705,0.1,3R,0,"(-1,)",1571,234,0.735,-337.0,-0.15,0.244,-342.0,0/8,2.88,False
1h,3,0.705,0.1,3R,0,"(1, -1)",2982,445,0.852,-345.2,-0.15,0.271,-352.9,1/8,2.88,False
1h,3,0.705,0.1,3R,1,"(1,)",821,122,1.049,29.5,0.08,0.314,-51.7,4/8,2.88,False
1h,3,0.705,0.1,3R,1,"(-1,)",653,98,0.717,-150.3,-0.13,0.24,-170.3,1/8,2.88,False
1h,3,0.705,0.1,3R,1,"(1, -1)",1474,220,0.893,-120.8,-0.11,0.282,-156.6,2/8,2.88,False
1h,3,0.705,0.25,2R,0,"(1,)",1440,215,0.888,-110.9,-0.14,0.351,-122.0,0/8,1.92,False
1h,3,0.705,0.25,2R,0,"(-1,)",1605,239,0.709,-345.7,-0.15,0.303,-352.1,0/8,1.92,False
1h,3,0.705,0.25,2R,0,"(1, -1)",3045,454,0.791,-456.6,-0.15,0.326,-461.6,0/8,1.92,False
1h,3,0.705,0.25,2R,1,"(1,)",838,125,0.935,-36.8,-0.08,0.364,-67.5,4/8,1.92,False
1h,3,0.705,0.25,2R,1,"(-1,)",668,100,0.726,-134.4,-0.14,0.307,-146.3,0/8,1.92,False
1h,3,0.705,0.25,2R,1,"(1, -1)",1506,224,0.837,-171.2,-0.13,0.339,-192.8,1/8,1.92,False
1h,3,0.705,0.25,3R,0,"(1,)",1440,215,0.991,-9.3,-0.02,0.304,-81.9,4/8,2.89,False
1h,3,0.705,0.25,3R,0,"(-1,)",1605,239,0.738,-334.8,-0.14,0.25,-344.4,1/8,2.89,False
1h,3,0.705,0.25,3R,0,"(1, -1)",3045,454,0.853,-344.1,-0.15,0.276,-348.8,1/8,2.89,False
1h,3,0.705,0.25,3R,1,"(1,)",838,125,1.076,45.8,0.14,0.323,-47.5,4/8,2.89,False
1h,3,0.705,0.25,3R,1,"(-1,)",668,100,0.756,-128.7,-0.13,0.254,-154.0,1/8,2.89,False
1h,3,0.705,0.25,3R,1,"(1, -1)",1506,224,0.926,-83.0,-0.09,0.293,-134.1,3/8,2.89,False
1h,3,0.786,0.05,2R,0,"(1,)",1218,182,0.998,-1.3,-0.0,0.389,-61.5,5/8,1.87,False
1h,3,0.786,0.05,2R,0,"(-1,)",1373,205,0.778,-227.4,-0.14,0.334,-237.2,2/8,1.87,False
1h,3,0.786,0.05,2R,0,"(1, -1)",2591,386,0.877,-228.7,-0.14,0.36,-247.6,1/8,1.87,False
1h,3,0.786,0.05,2R,1,"(1,)",712,106,1.042,20.0,0.07,0.399,-39.7,5/8,1.87,False
1h,3,0.786,0.05,2R,1,"(-1,)",553,83,0.703,-125.8,-0.14,0.313,-132.3,1/8,1.87,False
1h,3,0.786,0.05,2R,1,"(1, -1)",1265,189,0.883,-105.8,-0.13,0.361,-124.4,2/8,1.87,False
1h,3,0.786,0.05,3R,0,"(1,)",1218,182,1.042,39.3,0.1,0.305,-56.4,6/8,2.82,False
1h,3,0.786,0.05,3R,0,"(-1,)",1373,205,0.785,-248.2,-0.14,0.25,-256.2,1/8,2.82,False
1h,3,0.786,0.05,3R,0,"(1, -1)",2591,386,0.9,-208.9,-0.13,0.276,-235.6,2/8,2.82,False
1h,3,0.786,0.05,3R,1,"(1,)",712,106,1.083,45.1,0.17,0.313,-38.9,6/8,2.82,False
1h,3,0.786,0.05,3R,1,"(-1,)",553,83,0.695,-145.3,-0.14,0.228,-153.1,0/8,2.82,False
1h,3,0.786,0.05,3R,1,"(1, -1)",1265,189,0.902,-100.2,-0.12,0.276,-129.0,2/8,2.82,False
1h,3,0.786,0.1,2R,0,"(1,)",1228,183,1.006,4.8,0.01,0.388,-52.2,5/8,1.87,False
1h,3,0.786,0.1,2R,0,"(-1,)",1385,207,0.778,-228.1,-0.14,0.331,-237.0,1/8,1.87,False
1h,3,0.786,0.1,2R,0,"(1, -1)",2613,390,0.88,-223.3,-0.14,0.358,-241.7,2/8,1.87,False
1h,3,0.786,0.1,2R,1,"(1,)",717,107,1.059,28.0,0.13,0.4,-31.1,5/8,1.87,False
1h,3,0.786,0.1,2R,1,"(-1,)",559,84,0.707,-124.9,-0.14,0.311,-130.6,1/8,1.87,False
1h,3,0.786,0.1,2R,1,"(1, -1)",1276,190,0.893,-96.9,-0.13,0.361,-114.8,2/8,1.87,False
1h,3,0.786,0.1,3R,0,"(1,)",1228,183,1.039,37.2,0.09,0.304,-58.8,6/8,2.83,False
1h,3,0.786,0.1,3R,0,"(-1,)",1385,207,0.781,-253.5,-0.15,0.248,-260.6,0/8,2.83,False
1h,3,0.786,0.1,3R,0,"(1, -1)",2613,390,0.897,-216.3,-0.14,0.274,-234.9,2/8,2.83,False
1h,3,0.786,0.1,3R,1,"(1,)",717,107,1.092,49.9,0.17,0.315,-43.2,6/8,2.83,False
1h,3,0.786,0.1,3R,1,"(-1,)",559,84,0.713,-137.0,-0.14,0.231,-143.8,0/8,2.83,False
1h,3,0.786,0.1,3R,1,"(1, -1)",1276,190,0.915,-87.1,-0.11,0.278,-114.2,2/8,2.83,False
1h,3,0.786,0.25,2R,0,"(1,)",1263,188,0.925,-65.9,-0.1,0.363,-97.9,3/8,1.89,False
1h,3,0.786,0.25,2R,0,"(-1,)",1410,210,0.726,-292.8,-0.14,0.311,-304.9,0/8,1.89,False
1h,3,0.786,0.25,2R,0,"(1, -1)",2673,398,0.816,-358.7,-0.14,0.336,-372.9,1/8,1.89,False
1h,3,0.786,0.25,2R,1,"(1,)",741,110,0.962,-19.2,-0.07,0.372,-44.0,4/8,1.89,False
1h,3,0.786,0.25,2R,1,"(-1,)",570,85,0.665,-147.5,-0.14,0.293,-155.5,0/8,1.89,False
1h,3,0.786,0.25,2R,1,"(1, -1)",1311,195,0.825,-166.7,-0.14,0.338,-181.2,1/8,1.89,False
1h,3,0.786,0.25,3R,0,"(1,)",1263,188,1.02,19.4,0.05,0.297,-55.6,5/8,2.85,False
1h,3,0.786,0.25,3R,0,"(-1,)",1410,210,0.765,-275.1,-0.14,0.243,-289.9,0/8,2.85,False
1h,3,0.786,0.25,3R,0,"(1, -1)",2673,398,0.881,-255.7,-0.14,0.269,-269.5,1/8,2.85,False
1h,3,0.786,0.25,3R,1,"(1,)",741,110,1.055,31.0,0.1,0.305,-44.9,5/8,2.85,False
1h,3,0.786,0.25,3R,1,"(-1,)",570,85,0.716,-136.6,-0.14,0.23,-148.9,1/8,2.85,False
1h,3,0.786,0.25,3R,1,"(1, -1)",1311,195,0.899,-105.6,-0.12,0.272,-128.6,2/8,2.85,False
1h,4,0.5,0.05,2R,0,"(1,)",1416,211,0.864,-120.8,-0.13,0.367,-139.1,1/8,1.95,False
1h,4,0.5,0.05,2R,0,"(-1,)",1532,228,0.67,-336.2,-0.15,0.317,-340.3,0/8,1.95,False
1h,4,0.5,0.05,2R,0,"(1, -1)",2948,439,0.76,-457.0,-0.15,0.341,-458.0,0/8,1.95,False
1h,4,0.5,0.05,2R,1,"(1,)",820,122,0.894,-53.4,-0.13,0.374,-61.0,4/8,1.95,False
1h,4,0.5,0.05,2R,1,"(-1,)",651,98,0.698,-129.7,-0.14,0.326,-140.1,1/8,1.95,False
1h,4,0.5,0.05,2R,1,"(1, -1)",1471,219,0.804,-183.2,-0.15,0.353,-183.3,1/8,1.95,False
1h,4,0.5,0.05,3R,0,"(1,)",1416,211,0.939,-55.3,-0.07,0.346,-126.4,3/8,2.94,False
1h,4,0.5,0.05,3R,0,"(-1,)",1532,228,0.701,-316.0,-0.14,0.293,-330.7,1/8,2.94,False
1h,4,0.5,0.05,3R,0,"(1, -1)",2948,439,0.811,-371.4,-0.15,0.319,-373.0,0/8,2.94,False
1h,4,0.5,0.05,3R,1,"(1,)",820,122,0.999,-0.6,-0.0,0.354,-52.0,5/8,2.94,False
1h,4,0.5,0.05,3R,1,"(-1,)",651,98,0.757,-107.9,-0.13,0.304,-127.4,1/8,2.94,False
1h,4,0.5,0.05,3R,1,"(1, -1)",1471,219,0.888,-108.6,-0.13,0.332,-122.2,1/8,2.94,False
1h,4,0.5,0.1,2R,0,"(1,)",1431,213,0.86,-124.8,-0.13,0.368,-139.1,1/8,1.95,False
1h,4,0.5,0.1,2R,0,"(-1,)",1551,231,0.665,-343.2,-0.15,0.319,-345.7,0/8,1.96,False
1h,4,0.5,0.1,2R,0,"(1, -1)",2982,444,0.755,-468.0,-0.15,0.342,-469.0,0/8,1.96,False
1h,4,0.5,0.1,2R,1,"(1,)",829,124,0.9,-50.5,-0.13,0.378,-56.8,3/8,1.95,False
1h,4,0.5,0.1,2R,1,"(-1,)",659,99,0.703,-128.1,-0.14,0.329,-138.1,1/8,1.96,False
1h,4,0.5,0.1,2R,1,"(1, -1)",1488,222,0.809,-178.6,-0.15,0.356,-178.7,1/8,1.96,False
1h,4,0.5,0.1,3R,0,"(1,)",1431,213,0.92,-72.9,-0.08,0.347,-136.6,3/8,2.94,False
1h,4,0.5,0.1,3R,0,"(-1,)",1551,231,0.672,-347.9,-0.14,0.294,-360.4,1/8,2.94,False
1h,4,0.5,0.1,3R,0,"(1, -1)",2982,444,0.787,-420.8,-0.15,0.32,-422.7,0/8,2.94,False
1h,4,0.5,0.1,3R,1,"(1,)",829,124,0.98,-10.7,-0.03,0.356,-52.4,5/8,2.94,False
1h,4,0.5,0.1,3R,1,"(-1,)",659,99,0.723,-123.7,-0.13,0.305,-142.2,1/8,2.94,False
1h,4,0.5,0.1,3R,1,"(1, -1)",1488,222,0.861,-134.4,-0.14,0.333,-139.1,1/8,2.94,False
1h,4,0.5,0.25,2R,0,"(1,)",1464,218,0.865,-117.7,-0.13,0.38,-137.4,3/8,1.96,False
1h,4,0.5,0.25,2R,0,"(-1,)",1589,237,0.642,-366.4,-0.15,0.323,-369.6,0/8,1.96,False
1h,4,0.5,0.25,2R,0,"(1, -1)",3053,455,0.744,-484.2,-0.15,0.35,-484.2,0/8,1.96,False
1h,4,0.5,0.25,2R,1,"(1,)",849,127,0.913,-42.7,-0.11,0.392,-60.6,4/8,1.96,False
1h,4,0.5,0.25,2R,1,"(-1,)",675,101,0.707,-123.6,-0.14,0.344,-134.9,1/8,1.96,False
1h,4,0.5,0.25,2R,1,"(1, -1)",1524,227,0.818,-166.3,-0.15,0.371,-168.9,0/8,1.96,False
1h,4,0.5,0.25,3R,0,"(1,)",1464,218,0.905,-85.0,-0.09,0.361,-138.1,3/8,2.95,False
1h,4,0.5,0.25,3R,0,"(-1,)",1589,237,0.643,-375.8,-0.14,0.303,-388.4,1/8,2.95,False
1h,4,0.5,0.25,3R,0,"(1, -1)",3053,455,0.763,-460.8,-0.15,0.331,-464.7,0/8,2.95,False
1h,4,0.5,0.25,3R,1,"(1,)",849,127,0.985,-7.8,-0.02,0.375,-48.8,5/8,2.95,False
1h,4,0.5,0.25,3R,1,"(-1,)",675,101,0.695,-134.2,-0.13,0.317,-151.3,1/8,2.95,False
1h,4,0.5,0.25,3R,1,"(1, -1)",1524,227,0.85,-142.0,-0.14,0.349,-148.6,1/8,2.95,False
1h,4,0.618,0.05,2R,0,"(1,)",1217,181,0.919,-64.7,-0.11,0.363,-85.2,2/8,1.93,False
1h,4,0.618,0.05,2R,0,"(-1,)",1299,194,0.715,-263.4,-0.14,0.307,-271.9,1/8,1.94,False
1h,4,0.618,0.05,2R,0,"(1, -1)",2516,375,0.81,-328.0,-0.15,0.334,-334.4,0/8,1.94,False
1h,4,0.618,0.05,2R,1,"(1,)",703,105,0.925,-34.2,-0.12,0.366,-40.8,4/8,1.93,False
1h,4,0.618,0.05,2R,1,"(-1,)",552,83,0.713,-112.7,-0.14,0.306,-123.2,2/8,1.94,False
1h,4,0.618,0.05,2R,1,"(1, -1)",1255,187,0.827,-146.8,-0.15,0.339,-148.3,1/8,1.94,False
1h,4,0.618,0.05,3R,0,"(1,)",1217,181,1.023,19.4,0.04,0.325,-70.7,5/8,2.91,False
1h,4,0.618,0.05,3R,0,"(-1,)",1299,194,0.792,-200.7,-0.13,0.274,-231.5,2/8,2.92,False
1h,4,0.618,0.05,3R,0,"(1, -1)",2516,375,0.9,-181.2,-0.13,0.299,-209.4,3/8,2.92,False
1h,4,0.618,0.05,3R,1,"(1,)",703,105,1.059,28.5,0.1,0.331,-40.7,5/8,2.91,False
1h,4,0.618,0.05,3R,1,"(-1,)",552,83,0.84,-65.1,-0.11,0.281,-89.9,2/8,2.92,False
1h,4,0.618,0.05,3R,1,"(1, -1)",1255,187,0.959,-36.6,-0.08,0.309,-71.7,4/8,2.91,False
1h,4,0.618,0.1,2R,0,"(1,)",1230,183,0.909,-73.1,-0.11,0.363,-95.3,3/8,1.94,False
1h,4,0.618,0.1,2R,0,"(-1,)",1315,196,0.729,-249.9,-0.15,0.313,-255.5,0/8,1.94,False
1h,4,0.618,0.1,2R,0,"(1, -1)",2545,379,0.813,-323.0,-0.15,0.337,-329.4,0/8,1.94,False
1h,4,0.618,0.1,2R,1,"(1,)",709,106,0.937,-28.8,-0.13,0.37,-33.2,4/8,1.94,False
1h,4,0.618,0.1,2R,1,"(-1,)",557,84,0.722,-109.3,-0.14,0.311,-118.9,2/8,1.94,False
1h,4,0.618,0.1,2R,1,"(1, -1)",1266,189,0.837,-138.2,-0.15,0.344,-139.7,1/8,1.94,False
1h,4,0.618,0.1,3R,0,"(1,)",1230,183,1.026,22.0,0.05,0.329,-62.4,5/8,2.92,False
1h,4,0.618,0.1,3R,0,"(-1,)",1315,196,0.776,-217.7,-0.13,0.274,-245.0,2/8,2.92,False
1h,4,0.618,0.1,3R,0,"(1, -1)",2545,379,0.892,-195.8,-0.13,0.301,-218.2,3/8,2.92,False
1h,4,0.618,0.1,3R,1,"(1,)",709,106,1.066,31.5,0.12,0.337,-39.2,5/8,2.92,False
1h,4,0.618,0.1,3R,1,"(-1,)",557,84,0.838,-66.0,-0.11,0.284,-89.7,2/8,2.92,False
1h,4,0.618,0.1,3R,1,"(1, -1)",1266,189,0.961,-34.5,-0.08,0.314,-64.4,4/8,2.92,False
1h,4,0.618,0.25,2R,0,"(1,)",1259,188,0.914,-69.4,-0.11,0.369,-97.6,2/8,1.94,False
1h,4,0.618,0.25,2R,0,"(-1,)",1351,201,0.698,-283.4,-0.14,0.309,-293.7,1/8,1.95,False
1h,4,0.618,0.25,2R,0,"(1, -1)",2610,389,0.798,-352.8,-0.15,0.338,-359.5,0/8,1.95,False
1h,4,0.618,0.25,2R,1,"(1,)",728,109,0.946,-24.6,-0.12,0.379,-29.9,4/8,1.94,False
1h,4,0.618,0.25,2R,1,"(-1,)",570,85,0.709,-114.5,-0.13,0.311,-127.9,1/8,1.95,False
1h,4,0.618,0.25,2R,1,"(1, -1)",1298,194,0.836,-139.1,-0.14,0.349,-145.0,1/8,1.95,False
1h,4,0.618,0.25,3R,0,"(1,)",1259,188,1.01,8.5,0.02,0.34,-80.7,4/8,2.93,False
1h,4,0.618,0.25,3R,0,"(-1,)",1351,201,0.733,-261.9,-0.13,0.277,-289.8,1/8,2.93,False
1h,4,0.618,0.25,3R,0,"(1, -1)",2610,389,0.861,-253.4,-0.14,0.307,-279.1,2/8,2.93,False
1h,4,0.618,0.25,3R,1,"(1,)",728,109,1.054,25.6,0.09,0.349,-42.2,5/8,2.93,False
1h,4,0.618,0.25,3R,1,"(-1,)",570,85,0.808,-77.9,-0.11,0.291,-105.1,1/8,2.93,False
1h,4,0.618,0.25,3R,1,"(1, -1)",1298,194,0.941,-52.2,-0.1,0.324,-79.0,3/8,2.93,False
1h,4,0.705,0.05,2R,0,"(1,)",1047,156,0.946,-38.3,-0.08,0.368,-67.6,2/8,1.91,False
1h,4,0.705,0.05,2R,0,"(-1,)",1146,171,0.758,-203.5,-0.15,0.313,-203.2,1/8,1.92,False
1h,4,0.705,0.05,2R,0,"(1, -1)",2193,327,0.844,-241.8,-0.15,0.339,-245.6,1/8,1.92,False
1h,4,0.705,0.05,2R,1,"(1,)",605,90,0.909,-37.5,-0.12,0.36,-48.1,1/8,1.91,False
1h,4,0.705,0.05,2R,1,"(-1,)",486,73,0.798,-70.8,-0.14,0.319,-75.2,2/8,1.92,False
1h,4,0.705,0.05,2R,1,"(1, -1)",1091,163,0.858,-108.3,-0.14,0.342,-112.2,1/8,1.92,False
1h,4,0.705,0.05,3R,0,"(1,)",1047,156,1.069,52.6,0.15,0.322,-50.8,5/8,2.88,False
1h,4,0.705,0.05,3R,0,"(-1,)",1146,171,0.806,-175.0,-0.14,0.261,-191.0,3/8,2.89,False
1h,4,0.705,0.05,3R,0,"(1, -1)",2193,327,0.926,-122.4,-0.12,0.29,-152.3,4/8,2.89,False
1h,4,0.705,0.05,3R,1,"(1,)",605,90,1.045,19.6,0.09,0.321,-31.6,4/8,2.88,False
1h,4,0.705,0.05,3R,1,"(-1,)",486,73,0.799,-77.3,-0.13,0.253,-88.3,3/8,2.89,False
1h,4,0.705,0.05,3R,1,"(1, -1)",1091,163,0.93,-57.7,-0.12,0.291,-69.1,2/8,2.89,False
1h,4,0.705,0.1,2R,0,"(1,)",1056,158,0.939,-43.6,-0.09,0.366,-69.4,2/8,1.92,False
1h,4,0.705,0.1,2R,0,"(-1,)",1155,172,0.756,-205.6,-0.15,0.313,-205.7,1/8,1.92,False
1h,4,0.705,0.1,2R,0,"(1, -1)",2211,329,0.84,-249.1,-0.15,0.339,-255.1,0/8,1.92,False
1h,4,0.705,0.1,2R,1,"(1,)",609,91,0.918,-33.7,-0.11,0.363,-44.5,1/8,1.92,False
1h,4,0.705,0.1,2R,1,"(-1,)",489,73,0.771,-81.6,-0.14,0.311,-87.9,1/8,1.92,False
1h,4,0.705,0.1,2R,1,"(1, -1)",1098,164,0.85,-115.3,-0.14,0.34,-121.2,1/8,1.92,False
1h,4,0.705,0.1,3R,0,"(1,)",1056,158,1.069,52.6,0.2,0.324,-39.9,5/8,2.89,False
1h,4,0.705,0.1,3R,0,"(-1,)",1155,172,0.823,-159.2,-0.13,0.266,-179.1,2/8,2.9,False
1h,4,0.705,0.1,3R,0,"(1, -1)",2211,329,0.936,-106.6,-0.11,0.294,-138.4,3/8,2.89,False
1h,4,0.705,0.1,3R,1,"(1,)",609,91,1.057,24.6,0.11,0.327,-32.3,4/8,2.89,False
1h,4,0.705,0.1,3R,1,"(-1,)",489,73,0.811,-72.3,-0.12,0.258,-90.0,2/8,2.9,False
1h,4,0.705,0.1,3R,1,"(1, -1)",1098,164,0.942,-47.7,-0.12,0.296,-61.5,2/8,2.89,False
1h,4,0.705,0.25,2R,0,"(1,)",1082,161,0.938,-44.8,-0.09,0.368,-75.9,3/8,1.93,False
1h,4,0.705,0.25,2R,0,"(-1,)",1185,177,0.736,-227.1,-0.15,0.311,-226.8,0/8,1.93,False
1h,4,0.705,0.25,2R,0,"(1, -1)",2267,338,0.828,-271.9,-0.15,0.338,-276.6,0/8,1.93,False
1h,4,0.705,0.25,2R,1,"(1,)",624,93,0.937,-25.8,-0.11,0.37,-36.3,2/8,1.93,False
1h,4,0.705,0.25,2R,1,"(-1,)",499,75,0.747,-91.1,-0.14,0.309,-98.8,1/8,1.93,False
1h,4,0.705,0.25,2R,1,"(1, -1)",1123,168,0.849,-117.0,-0.14,0.343,-124.8,1/8,1.93,False
1h,4,0.705,0.25,3R,0,"(1,)",1082,161,1.044,34.1,0.13,0.324,-40.5,4/8,2.9,False
1h,4,0.705,0.25,3R,0,"(-1,)",1185,177,0.797,-184.5,-0.14,0.269,-200.9,1/8,2.91,False
1h,4,0.705,0.25,3R,0,"(1, -1)",2267,338,0.91,-150.4,-0.13,0.296,-167.0,3/8,2.9,False
1h,4,0.705,0.25,3R,1,"(1,)",624,93,1.069,29.9,0.14,0.335,-32.1,4/8,2.9,False
1h,4,0.705,0.25,3R,1,"(-1,)",499,75,0.812,-71.6,-0.12,0.269,-90.5,2/8,2.91,False
1h,4,0.705,0.25,3R,1,"(1, -1)",1123,168,0.949,-41.7,-0.1,0.305,-65.0,3/8,2.9,False
1h,4,0.786,0.05,2R,0,"(1,)",909,136,1.078,46.8,0.22,0.402,-32.2,6/8,1.88,False
1h,4,0.786,0.05,2R,0,"(-1,)",999,149,0.77,-170.4,-0.15,0.326,-170.8,1/8,1.88,False
1h,4,0.786,0.05,2R,0,"(1, -1)",1908,284,0.908,-123.5,-0.14,0.362,-130.3,1/8,1.88,False
1h,4,0.786,0.05,2R,1,"(1,)",532,79,1.095,33.2,0.27,0.404,-18.6,4/8,1.88,False
1h,4,0.786,0.05,2R,1,"(-1,)",406,61,0.684,-98.1,-0.15,0.3,-99.8,1/8,1.89,False
1h,4,0.786,0.05,2R,1,"(1, -1)",938,140,0.901,-64.9,-0.14,0.359,-69.2,2/8,1.88,False
1h,4,0.786,0.05,3R,0,"(1,)",909,136,1.148,100.0,0.34,0.323,-43.6,8/8,2.84,False
1h,4,0.786,0.05,3R,0,"(-1,)",999,149,0.79,-173.4,-0.15,0.25,-173.9,1/8,2.85,False
1h,4,0.786,0.05,3R,0,"(1, -1)",1908,284,0.951,-73.4,-0.1,0.285,-114.8,3/8,2.84,False
1h,4,0.786,0.05,3R,1,"(1,)",532,79,1.15,59.1,0.35,0.323,-25.5,6/8,2.84,False
1h,4,0.786,0.05,3R,1,"(-1,)",406,61,0.734,-90.5,-0.15,0.234,-93.1,1/8,2.85,False
1h,4,0.786,0.05,3R,1,"(1, -1)",938,140,0.957,-31.4,-0.1,0.285,-48.2,2/8,2.84,False
1h,4,0.786,0.1,2R,0,"(1,)",920,137,1.052,31.7,0.13,0.393,-35.2,5/8,1.88,False
1h,4,0.786,0.1,2R,0,"(-1,)",1003,150,0.773,-169.0,-0.15,0.325,-169.4,1/8,1.89,False
1h,4,0.786,0.1,2R,0,"(1, -1)",1923,287,0.899,-137.3,-0.14,0.358,-144.4,1/8,1.89,False
1h,4,0.786,0.1,2R,1,"(1,)",538,80,1.076,26.9,0.16,0.398,-24.5,5/8,1.88,False
1h,4,0.786,0.1,2R,1,"(-1,)",407,61,0.688,-97.0,-0.15,0.3,-98.6,1/8,1.89,False
1h,4,0.786,0.1,2R,1,"(1, -1)",945,141,0.895,-70.0,-0.14,0.356,-74.8,2/8,1.89,False
1h,4,0.786,0.1,3R,0,"(1,)",920,137,1.117,80.6,0.29,0.318,-41.0,8/8,2.85,False
1h,4,0.786,0.1,3R,0,"(-1,)",1003,150,0.812,-154.7,-0.15,0.254,-158.5,1/8,2.85,False
1h,4,0.786,0.1,3R,0,"(1, -1)",1923,287,0.951,-74.1,-0.11,0.285,-102.6,3/8,2.85,False
1h,4,0.786,0.1,3R,1,"(1,)",538,80,1.129,51.4,0.29,0.322,-26.4,6/8,2.85,False
1h,4,0.786,0.1,3R,1,"(-1,)",407,61,0.777,-75.1,-0.14,0.243,-79.0,1/8,2.85,False
1h,4,0.786,0.1,3R,1,"(1, -1)",945,141,0.968,-23.7,-0.08,0.288,-46.6,3/8,2.85,False
1h,4,0.786,0.25,2R,0,"(1,)",945,141,0.972,-18.0,-0.06,0.37,-48.7,3/8,1.9,False
1h,4,0.786,0.25,2R,0,"(-1,)",1028,153,0.759,-183.0,-0.15,0.318,-183.5,1/8,1.9,False
1h,4,0.786,0.25,2R,0,"(1, -1)",1973,294,0.857,-201.0,-0.14,0.343,-208.8,0/8,1.9,False
1h,4,0.786,0.25,2R,1,"(1,)",552,82,1.011,4.0,0.03,0.379,-23.9,2/8,1.9,False
1h,4,0.786,0.25,2R,1,"(-1,)",417,63,0.692,-97.1,-0.15,0.297,-98.8,1/8,1.9,False
1h,4,0.786,0.25,2R,1,"(1, -1)",969,145,0.864,-93.1,-0.14,0.344,-95.9,2/8,1.9,False
1h,4,0.786,0.25,3R,0,"(1,)",945,141,1.108,75.5,0.27,0.316,-42.1,6/8,2.86,False
1h,4,0.786,0.25,3R,0,"(-1,)",1028,153,0.803,-163.7,-0.15,0.255,-168.0,1/8,2.87,False
1h,4,0.786,0.25,3R,0,"(1, -1)",1973,294,0.942,-88.2,-0.1,0.284,-127.7,4/8,2.87,False
1h,4,0.786,0.25,3R,1,"(1,)",552,82,1.147,58.9,0.34,0.324,-25.7,6/8,2.86,False
1h,4,0.786,0.25,3R,1,"(-1,)",417,63,0.757,-83.0,-0.14,0.24,-88.1,0/8,2.87,False
1h,4,0.786,0.25,3R,1,"(1, -1)",969,145,0.968,-24.1,-0.08,0.288,-43.3,4/8,2.87,False
