rule,k,vol_mult,use_rsi,h4_trend,sl_buf,tp_mode,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,4,2.0,1,1,0.5,3R,"(-1,)",185,28,0.704,-45.9,-0.13,0.286,-52.5,2/8,2.73,False
15min,4,2.0,1,1,0.5,3R,"(1, -1)",456,68,1.008,2.8,0.01,0.349,-41.1,5/8,2.71,False
1h,2,1.2,0,0,0.1,2R,"(1,)",739,110,0.964,-17.3,-0.05,0.414,-52.0,4/8,1.8,False
1h,2,1.2,0,0,0.1,2R,"(-1,)",722,108,0.772,-115.5,-0.13,0.364,-131.8,1/8,1.8,False
1h,2,1.2,0,0,0.1,2R,"(1, -1)",1461,218,0.865,-132.8,-0.13,0.389,-155.9,1/8,1.8,False
1h,2,1.2,0,0,0.1,3R,"(1,)",739,110,1.183,94.1,0.41,0.378,-34.2,6/8,2.73,False
1h,2,1.2,0,0,0.1,3R,"(-1,)",722,108,0.858,-77.8,-0.12,0.316,-100.5,3/8,2.73,False
1h,2,1.2,0,0,0.1,3R,"(1, -1)",1461,218,1.015,16.3,0.03,0.347,-69.9,3/8,2.73,False
1h,2,1.2,0,0,0.25,2R,"(1,)",746,111,1.025,11.8,0.04,0.424,-42.9,4/8,1.82,False
1h,2,1.2,0,0,0.25,2R,"(-1,)",735,110,0.833,-82.6,-0.12,0.377,-100.7,1/8,1.82,False
1h,2,1.2,0,0,0.25,2R,"(1, -1)",1481,221,0.926,-70.8,-0.12,0.4,-90.1,2/8,1.82,False
1h,2,1.2,0,0,0.25,3R,"(1,)",746,111,1.18,91.8,0.29,0.378,-47.0,5/8,2.76,False
1h,2,1.2,0,0,0.25,3R,"(-1,)",735,110,0.884,-62.9,-0.11,0.321,-87.1,3/8,2.75,False
1h,2,1.2,0,0,0.25,3R,"(1, -1)",1481,221,1.027,28.9,0.06,0.35,-67.0,3/8,2.76,False
1h,2,1.2,0,0,0.5,2R,"(1,)",761,113,1.074,33.8,0.13,0.435,-38.4,4/8,1.84,False
1h,2,1.2,0,0,0.5,2R,"(-1,)",745,111,0.795,-101.3,-0.13,0.369,-116.2,1/8,1.84,False
1h,2,1.2,0,0,0.5,2R,"(1, -1)",1506,225,0.929,-67.5,-0.12,0.402,-86.4,2/8,1.84,False
1h,2,1.2,0,0,0.5,3R,"(1,)",761,113,1.193,97.5,0.32,0.382,-45.1,4/8,2.79,False
1h,2,1.2,0,0,0.5,3R,"(-1,)",745,111,0.875,-66.9,-0.1,0.321,-99.2,2/8,2.78,False
1h,2,1.2,0,0,0.5,3R,"(1, -1)",1506,225,1.029,30.5,0.1,0.352,-43.8,5/8,2.79,False
1h,2,1.2,0,1,0.1,2R,"(1,)",505,75,1.03,9.6,0.05,0.428,-30.3,4/8,1.82,False
1h,2,1.2,0,1,0.1,2R,"(-1,)",333,50,0.902,-21.4,-0.08,0.396,-41.7,2/8,1.8,False
1h,2,1.2,0,1,0.1,2R,"(1, -1)",838,125,0.978,-11.9,-0.03,0.415,-51.0,2/8,1.81,False
1h,2,1.2,0,1,0.1,3R,"(1,)",505,75,1.329,109.6,0.77,0.402,-21.2,8/8,2.75,False
1h,2,1.2,0,1,0.1,3R,"(-1,)",333,50,0.948,-12.6,-0.05,0.339,-41.6,3/8,2.74,False
1h,2,1.2,0,1,0.1,3R,"(1, -1)",838,125,1.169,97.0,0.46,0.377,-31.5,7/8,2.75,False
1h,2,1.2,0,1,0.25,2R,"(1,)",510,76,1.075,23.3,0.13,0.433,-26.9,5/8,1.83,False
1h,2,1.2,0,1,0.25,2R,"(-1,)",337,51,0.964,-7.7,-0.03,0.407,-40.5,3/8,1.82,False
1h,2,1.2,0,1,0.25,2R,"(1, -1)",847,126,1.03,15.6,0.08,0.423,-29.8,4/8,1.83,False
1h,2,1.2,0,1,0.25,3R,"(1,)",510,76,1.313,103.9,0.6,0.402,-25.8,7/8,2.77,False
1h,2,1.2,0,1,0.25,3R,"(-1,)",337,51,0.993,-1.6,-0.01,0.35,-38.4,3/8,2.76,False
1h,2,1.2,0,1,0.25,3R,"(1, -1)",847,126,1.181,102.3,0.56,0.381,-27.2,7/8,2.77,False
1h,2,1.2,0,1,0.5,2R,"(1,)",520,78,1.165,49.5,0.3,0.454,-24.9,5/8,1.85,False
1h,2,1.2,0,1,0.5,2R,"(-1,)",344,52,0.911,-19.0,-0.07,0.398,-43.6,4/8,1.84,False
1h,2,1.2,0,1,0.5,2R,"(1, -1)",864,129,1.059,30.5,0.15,0.432,-29.9,6/8,1.85,False
1h,2,1.2,0,1,0.5,3R,"(1,)",520,78,1.366,119.1,0.73,0.412,-24.3,6/8,2.8,False
1h,2,1.2,0,1,0.5,3R,"(-1,)",344,52,1.032,7.4,0.03,0.358,-37.1,4/8,2.79,False
1h,2,1.2,0,1,0.5,3R,"(1, -1)",864,129,1.228,126.5,0.72,0.39,-26.3,7/8,2.8,False
1h,2,1.2,1,0,0.1,2R,"(1,)",671,100,0.97,-13.3,-0.04,0.414,-48.0,5/8,1.79,False
1h,2,1.2,1,0,0.1,2R,"(-1,)",685,102,0.746,-124.3,-0.13,0.355,-138.1,1/8,1.8,False
1h,2,1.2,1,0,0.1,2R,"(1, -1)",1356,202,0.852,-137.6,-0.13,0.384,-159.2,1/8,1.79,False
1h,2,1.2,1,0,0.1,3R,"(1,)",671,100,1.19,90.3,0.39,0.374,-34.5,6/8,2.72,False
1h,2,1.2,1,0,0.1,3R,"(-1,)",685,102,0.836,-86.5,-0.12,0.308,-108.4,3/8,2.72,False
1h,2,1.2,1,0,0.1,3R,"(1, -1)",1356,202,1.004,3.8,0.01,0.341,-73.7,5/8,2.72,False
1h,2,1.2,1,0,0.25,2R,"(1,)",678,101,1.04,17.2,0.06,0.425,-40.5,4/8,1.81,False
1h,2,1.2,1,0,0.25,2R,"(-1,)",698,104,0.79,-101.7,-0.13,0.364,-117.1,1/8,1.81,False
1h,2,1.2,1,0,0.25,2R,"(1, -1)",1376,205,0.908,-84.5,-0.12,0.394,-102.2,2/8,1.81,False
1h,2,1.2,1,0,0.25,3R,"(1,)",678,101,1.199,94.0,0.31,0.376,-44.8,5/8,2.74,False
1h,2,1.2,1,0,0.25,3R,"(-1,)",698,104,0.844,-82.5,-0.12,0.309,-105.7,2/8,2.75,False
1h,2,1.2,1,0,0.25,3R,"(1, -1)",1376,205,1.012,11.5,0.02,0.342,-76.0,4/8,2.75,False
1h,2,1.2,1,0,0.5,2R,"(1,)",692,103,1.086,36.6,0.15,0.435,-37.0,4/8,1.84,False
1h,2,1.2,1,0,0.5,2R,"(-1,)",708,106,0.751,-120.5,-0.13,0.356,-135.1,1/8,1.84,False
1h,2,1.2,1,0,0.5,2R,"(1, -1)",1400,209,0.908,-83.9,-0.12,0.395,-102.3,2/8,1.84,False
1h,2,1.2,1,0,0.5,3R,"(1,)",692,103,1.234,108.9,0.36,0.383,-44.6,5/8,2.78,False
1h,2,1.2,1,0,0.5,3R,"(-1,)",708,106,0.822,-92.8,-0.12,0.306,-117.6,2/8,2.78,False
1h,2,1.2,1,0,0.5,3R,"(1, -1)",1400,209,1.016,16.0,0.04,0.344,-55.2,5/8,2.78,False
1h,2,1.2,1,1,0.1,2R,"(1,)",441,66,1.046,13.0,0.07,0.431,-29.1,5/8,1.8,False
1h,2,1.2,1,1,0.1,2R,"(-1,)",301,45,0.843,-32.4,-0.1,0.375,-47.2,2/8,1.8,False
1h,2,1.2,1,1,0.1,2R,"(1, -1)",742,111,0.96,-19.4,-0.05,0.408,-56.5,2/8,1.8,False
1h,2,1.2,1,1,0.1,3R,"(1,)",441,66,1.354,105.2,0.78,0.401,-20.2,8/8,2.73,False
1h,2,1.2,1,1,0.1,3R,"(-1,)",301,45,0.896,-23.3,-0.07,0.322,-48.3,2/8,2.73,False
1h,2,1.2,1,1,0.1,3R,"(1, -1)",742,111,1.157,81.9,0.3,0.369,-40.3,6/8,2.73,False
1h,2,1.2,1,1,0.25,2R,"(1,)",446,67,1.1,27.9,0.17,0.437,-25.1,5/8,1.82,False
1h,2,1.2,1,1,0.25,2R,"(-1,)",305,46,0.877,-25.0,-0.1,0.38,-39.0,1/8,1.81,False
1h,2,1.2,1,1,0.25,2R,"(1, -1)",751,112,1.006,2.8,0.01,0.414,-36.8,5/8,1.82,False
1h,2,1.2,1,1,0.25,3R,"(1,)",446,67,1.355,105.3,0.65,0.404,-24.2,6/8,2.76,False
1h,2,1.2,1,1,0.25,3R,"(-1,)",305,46,0.916,-18.5,-0.06,0.328,-43.5,2/8,2.75,False
1h,2,1.2,1,1,0.25,3R,"(1, -1)",751,112,1.168,86.7,0.34,0.373,-38.1,6/8,2.75,False
1h,2,1.2,1,1,0.5,2R,"(1,)",455,68,1.196,52.4,0.35,0.457,-22.1,5/8,1.84,False
1h,2,1.2,1,1,0.5,2R,"(-1,)",312,47,0.821,-36.6,-0.11,0.372,-50.6,3/8,1.83,False
1h,2,1.2,1,1,0.5,2R,"(1, -1)",767,114,1.033,15.8,0.08,0.422,-30.9,5/8,1.84,False
1h,2,1.2,1,1,0.5,3R,"(1,)",455,68,1.454,130.5,0.83,0.418,-23.5,6/8,2.79,False
1h,2,1.2,1,1,0.5,3R,"(-1,)",312,47,0.927,-16.0,-0.06,0.33,-39.0,2/8,2.78,False
1h,2,1.2,1,1,0.5,3R,"(1, -1)",767,114,1.226,114.6,0.51,0.382,-33.7,6/8,2.78,False
1h,2,1.5,0,0,0.1,2R,"(1,)",486,72,1.03,9.0,0.04,0.426,-31.1,5/8,1.82,False
1h,2,1.5,0,0,0.1,2R,"(-1,)",494,74,0.812,-63.0,-0.13,0.377,-71.1,1/8,1.8,False
1h,2,1.5,0,0,0.1,2R,"(1, -1)",980,146,0.915,-54.0,-0.12,0.401,-65.6,2/8,1.81,False
1h,2,1.5,0,0,0.1,3R,"(1,)",486,72,1.313,98.3,0.82,0.399,-17.9,7/8,2.76,False
1h,2,1.5,0,0,0.1,3R,"(-1,)",494,74,0.901,-35.7,-0.1,0.332,-54.1,4/8,2.73,False
1h,2,1.5,0,0,0.1,3R,"(1, -1)",980,146,1.093,62.7,0.26,0.365,-36.4,5/8,2.75,False
1h,2,1.5,0,0,0.25,2R,"(1,)",493,74,1.087,25.5,0.15,0.436,-25.2,5/8,1.84,False
1h,2,1.5,0,0,0.25,2R,"(-1,)",502,75,0.841,-52.4,-0.12,0.382,-62.7,2/8,1.82,False
1h,2,1.5,0,0,0.25,2R,"(1, -1)",995,148,0.957,-27.0,-0.09,0.409,-42.4,4/8,1.83,False
1h,2,1.5,0,0,0.25,3R,"(1,)",493,74,1.306,96.3,0.82,0.402,-17.5,6/8,2.78,False
1h,2,1.5,0,0,0.25,3R,"(-1,)",502,75,0.892,-38.9,-0.11,0.331,-54.6,4/8,2.76,False
1h,2,1.5,0,0,0.25,3R,"(1, -1)",995,148,1.085,57.4,0.22,0.366,-38.8,6/8,2.77,False
1h,2,1.5,0,0,0.5,2R,"(1,)",501,75,1.189,52.8,0.5,0.455,-15.9,6/8,1.86,False
1h,2,1.5,0,0,0.5,2R,"(-1,)",509,76,0.787,-70.2,-0.13,0.371,-78.2,2/8,1.84,False
1h,2,1.5,0,0,0.5,2R,"(1, -1)",1010,151,0.972,-17.4,-0.06,0.413,-42.7,4/8,1.85,False
1h,2,1.5,0,0,0.5,3R,"(1,)",501,75,1.401,121.4,1.3,0.417,-13.9,6/8,2.81,False
1h,2,1.5,0,0,0.5,3R,"(-1,)",509,76,0.823,-63.5,-0.12,0.32,-77.0,2/8,2.78,False
1h,2,1.5,0,0,0.5,3R,"(1, -1)",1010,151,1.087,57.9,0.28,0.368,-31.1,5/8,2.8,False
1h,2,1.5,0,1,0.1,2R,"(1,)",329,49,1.066,13.1,0.08,0.435,-25.3,5/8,1.83,False
1h,2,1.5,0,1,0.1,2R,"(-1,)",227,34,0.937,-9.2,-0.05,0.401,-28.6,4/8,1.81,False
1h,2,1.5,0,1,0.1,2R,"(1, -1)",556,83,1.011,3.9,0.02,0.421,-30.9,3/8,1.82,False
1h,2,1.5,0,1,0.1,3R,"(1,)",329,49,1.413,85.1,0.69,0.419,-18.5,6/8,2.78,False
1h,2,1.5,0,1,0.1,3R,"(-1,)",227,34,0.933,-10.7,-0.05,0.344,-29.9,5/8,2.75,False
1h,2,1.5,0,1,0.1,3R,"(1, -1)",556,83,1.203,74.4,0.45,0.388,-24.9,6/8,2.76,False
1h,2,1.5,0,1,0.25,2R,"(1,)",334,50,1.111,21.8,0.15,0.443,-21.9,5/8,1.85,False
1h,2,1.5,0,1,0.25,2R,"(-1,)",230,35,0.983,-2.4,-0.01,0.409,-28.9,4/8,1.83,False
1h,2,1.5,0,1,0.25,2R,"(1, -1)",564,84,1.057,19.4,0.12,0.429,-23.7,5/8,1.84,False
1h,2,1.5,0,1,0.25,3R,"(1,)",334,50,1.417,85.7,0.64,0.425,-20.1,6/8,2.79,False
1h,2,1.5,0,1,0.25,3R,"(-1,)",230,35,0.932,-10.7,-0.05,0.348,-30.1,3/8,2.77,False
1h,2,1.5,0,1,0.25,3R,"(1, -1)",564,84,1.207,75.0,0.45,0.394,-24.6,6/8,2.78,False
1h,2,1.5,0,1,0.5,2R,"(1,)",342,51,1.222,42.1,0.34,0.465,-18.6,5/8,1.87,False
1h,2,1.5,0,1,0.5,2R,"(-1,)",235,35,0.871,-18.5,-0.08,0.391,-36.7,3/8,1.85,False
1h,2,1.5,0,1,0.5,2R,"(1, -1)",577,86,1.071,23.5,0.13,0.435,-26.3,6/8,1.86,False
1h,2,1.5,0,1,0.5,3R,"(1,)",342,51,1.567,112.0,0.95,0.444,-17.6,6/8,2.82,False
1h,2,1.5,0,1,0.5,3R,"(-1,)",235,35,0.905,-14.8,-0.07,0.345,-33.3,5/8,2.79,False
1h,2,1.5,0,1,0.5,3R,"(1, -1)",577,86,1.275,97.2,0.67,0.404,-21.6,6/8,2.81,False
1h,2,1.5,1,0,0.1,2R,"(1,)",441,66,1.046,12.6,0.06,0.424,-29.3,5/8,1.81,False
1h,2,1.5,1,0,0.1,2R,"(-1,)",467,70,0.783,-70.2,-0.13,0.366,-77.8,1/8,1.8,False
1h,2,1.5,1,0,0.1,2R,"(1, -1)",908,135,0.904,-57.6,-0.12,0.394,-71.8,3/8,1.8,False
1h,2,1.5,1,0,0.1,3R,"(1,)",441,66,1.348,101.9,0.84,0.395,-18.1,7/8,2.75,False
1h,2,1.5,1,0,0.1,3R,"(-1,)",467,70,0.887,-39.1,-0.1,0.325,-60.2,4/8,2.72,False
1h,2,1.5,1,0,0.1,3R,"(1, -1)",908,135,1.098,62.7,0.26,0.359,-36.0,5/8,2.74,False
1h,2,1.5,1,0,0.25,2R,"(1,)",448,67,1.113,30.7,0.21,0.435,-22.2,5/8,1.83,False
1h,2,1.5,1,0,0.25,2R,"(-1,)",475,71,0.801,-64.0,-0.13,0.371,-71.2,2/8,1.81,False
1h,2,1.5,1,0,0.25,2R,"(1, -1)",923,138,0.944,-33.4,-0.1,0.402,-51.2,5/8,1.82,False
1h,2,1.5,1,0,0.25,3R,"(1,)",448,67,1.346,101.1,1.07,0.397,-14.1,6/8,2.77,False
1h,2,1.5,1,0,0.25,3R,"(-1,)",475,71,0.87,-45.4,-0.11,0.322,-63.6,3/8,2.75,False
1h,2,1.5,1,0,0.25,3R,"(1, -1)",923,138,1.087,55.8,0.2,0.359,-42.2,6/8,2.76,False
1h,2,1.5,1,0,0.5,2R,"(1,)",455,68,1.216,56.1,0.54,0.453,-15.4,6/8,1.85,False
1h,2,1.5,1,0,0.5,2R,"(-1,)",482,72,0.753,-79.6,-0.13,0.361,-89.3,1/8,1.83,False
1h,2,1.5,1,0,0.5,2R,"(1, -1)",937,140,0.96,-23.4,-0.07,0.406,-48.7,4/8,1.84,False
1h,2,1.5,1,0,0.5,3R,"(1,)",455,68,1.463,129.7,1.45,0.415,-13.4,6/8,2.8,False
1h,2,1.5,1,0,0.5,3R,"(-1,)",482,72,0.789,-73.8,-0.12,0.309,-89.7,2/8,2.78,False
1h,2,1.5,1,0,0.5,3R,"(1, -1)",937,140,1.089,55.9,0.27,0.361,-31.4,6/8,2.79,False
1h,2,1.5,1,1,0.1,2R,"(1,)",288,43,1.09,16.1,0.09,0.434,-26.2,5/8,1.82,False
1h,2,1.5,1,1,0.1,2R,"(-1,)",204,31,0.872,-17.6,-0.08,0.377,-32.7,2/8,1.8,False
1h,2,1.5,1,1,0.1,2R,"(1, -1)",492,73,0.995,-1.5,-0.01,0.411,-39.3,4/8,1.81,False
1h,2,1.5,1,1,0.1,3R,"(1,)",288,43,1.473,88.0,0.78,0.417,-16.8,6/8,2.76,False
1h,2,1.5,1,1,0.1,3R,"(-1,)",204,31,0.899,-15.0,-0.07,0.328,-33.8,4/8,2.73,False
1h,2,1.5,1,1,0.1,3R,"(1, -1)",492,73,1.218,72.9,0.39,0.38,-27.7,6/8,2.75,False
1h,2,1.5,1,1,0.25,2R,"(1,)",293,44,1.148,26.3,0.19,0.444,-21.2,5/8,1.84,False
1h,2,1.5,1,1,0.25,2R,"(-1,)",207,31,0.895,-14.2,-0.07,0.382,-28.4,4/8,1.82,False
1h,2,1.5,1,1,0.25,2R,"(1, -1)",500,75,1.039,12.1,0.06,0.418,-29.7,5/8,1.83,False
1h,2,1.5,1,1,0.25,3R,"(1,)",293,44,1.483,89.7,0.73,0.423,-18.2,6/8,2.78,False
1h,2,1.5,1,1,0.25,3R,"(-1,)",207,31,0.883,-17.3,-0.07,0.329,-35.9,2/8,2.76,False
1h,2,1.5,1,1,0.25,3R,"(1, -1)",500,75,1.218,72.4,0.36,0.384,-29.8,6/8,2.77,False
1h,2,1.5,1,1,0.5,2R,"(1,)",300,45,1.266,45.4,0.38,0.463,-17.7,6/8,1.86,False
1h,2,1.5,1,1,0.5,2R,"(-1,)",212,32,0.794,-28.2,-0.1,0.368,-42.2,1/8,1.84,False
1h,2,1.5,1,1,0.5,2R,"(1, -1)",512,76,1.056,17.2,0.08,0.424,-32.3,6/8,1.85,False
1h,2,1.5,1,1,0.5,3R,"(1,)",300,45,1.683,120.4,1.06,0.447,-17.0,6/8,2.81,False
1h,2,1.5,1,1,0.5,3R,"(-1,)",212,32,0.829,-25.4,-0.09,0.321,-44.7,3/8,2.78,False
1h,2,1.5,1,1,0.5,3R,"(1, -1)",512,76,1.293,95.0,0.48,0.395,-29.4,6/8,2.8,False
1h,2,2.0,0,0,0.1,2R,"(1,)",275,44,1.125,19.9,0.16,0.451,-19.8,5/8,1.84,False
1h,2,2.0,0,0,0.1,2R,"(-1,)",269,40,0.888,-19.2,-0.13,0.394,-21.6,2/8,1.83,False
1h,2,2.0,0,0,0.1,2R,"(1, -1)",544,81,1.002,0.7,0.0,0.423,-33.3,3/8,1.83,False
1h,2,2.0,0,0,0.1,3R,"(1,)",275,44,1.42,69.5,0.81,0.429,-13.7,6/8,2.78,False
1h,2,2.0,0,0,0.1,3R,"(-1,)",269,40,0.941,-11.1,-0.07,0.342,-24.2,3/8,2.77,False
1h,2,2.0,0,0,0.1,3R,"(1, -1)",544,81,1.165,58.4,0.3,0.386,-28.6,5/8,2.78,False
1h,2,2.0,0,0,0.25,2R,"(1,)",280,44,1.249,37.9,0.31,0.475,-19.4,6/8,1.85,False
1h,2,2.0,0,0,0.25,2R,"(-1,)",270,40,0.95,-8.3,-0.07,0.407,-16.8,3/8,1.84,False
1h,2,2.0,0,0,0.25,2R,"(1, -1)",550,82,1.094,29.6,0.17,0.442,-26.4,5/8,1.84,False
1h,2,2.0,0,0,0.25,3R,"(1,)",280,44,1.444,72.7,0.78,0.439,-14.8,6/8,2.8,False
1h,2,2.0,0,0,0.25,3R,"(-1,)",270,40,0.931,-12.7,-0.07,0.344,-29.2,2/8,2.79,False
1h,2,2.0,0,0,0.25,3R,"(1, -1)",550,82,1.173,60.0,0.27,0.393,-33.0,5/8,2.79,False
1h,2,2.0,0,0,0.5,2R,"(1,)",285,45,1.272,40.4,0.5,0.481,-12.8,6/8,1.87,False
1h,2,2.0,0,0,0.5,2R,"(-1,)",275,41,0.905,-15.5,-0.11,0.404,-21.0,2/8,1.86,False
1h,2,2.0,0,0,0.5,2R,"(1, -1)",560,84,1.079,24.8,0.16,0.443,-22.5,5/8,1.86,False
1h,2,2.0,0,0,0.5,3R,"(1,)",285,45,1.547,86.5,1.12,0.456,-12.3,7/8,2.82,False
1h,2,2.0,0,0,0.5,3R,"(-1,)",275,41,0.866,-24.5,-0.12,0.342,-31.1,3/8,2.81,False
1h,2,2.0,0,0,0.5,3R,"(1, -1)",560,84,1.182,62.0,0.4,0.4,-22.8,5/8,2.82,False
1h,2,2.0,0,1,0.1,2R,"(1,)",190,30,1.189,20.1,0.14,0.474,-22.5,6/8,1.84,False
1h,2,2.0,0,1,0.1,2R,"(-1,)",129,19,1.275,19.3,0.35,0.457,-8.3,6/8,1.84,False
1h,2,2.0,0,1,0.1,2R,"(1, -1)",319,48,1.223,39.5,0.37,0.467,-15.9,6/8,1.84,False
1h,2,2.0,0,1,0.1,3R,"(1,)",190,30,1.536,59.1,0.45,0.458,-20.9,7/8,2.79,False
1h,2,2.0,0,1,0.1,3R,"(-1,)",129,19,1.261,20.8,0.33,0.395,-9.6,7/8,2.79,False
1h,2,2.0,0,1,0.1,3R,"(1, -1)",319,48,1.421,79.9,0.69,0.433,-17.4,7/8,2.79,False
1h,2,2.0,0,1,0.25,2R,"(1,)",193,31,1.285,29.5,0.21,0.492,-22.6,6/8,1.85,False
1h,2,2.0,0,1,0.25,2R,"(-1,)",129,19,1.423,27.6,0.56,0.473,-7.4,7/8,1.86,False
1h,2,2.0,0,1,0.25,2R,"(1, -1)",322,48,1.338,57.1,0.64,0.484,-13.3,7/8,1.86,False
1h,2,2.0,0,1,0.25,3R,"(1,)",193,31,1.539,59.1,0.41,0.466,-23.1,6/8,2.8,False
1h,2,2.0,0,1,0.25,3R,"(-1,)",129,19,1.226,17.2,0.29,0.395,-8.8,6/8,2.81,False
1h,2,2.0,0,1,0.25,3R,"(1, -1)",322,48,1.411,76.3,0.54,0.438,-21.0,7/8,2.81,False
1h,2,2.0,0,1,0.5,2R,"(1,)",198,31,1.285,29.4,0.27,0.495,-17.1,6/8,1.87,False
1h,2,2.0,0,1,0.5,2R,"(-1,)",133,20,1.201,13.7,0.2,0.451,-10.2,6/8,1.87,False
1h,2,2.0,0,1,0.5,2R,"(1, -1)",331,50,1.251,43.1,0.47,0.477,-13.8,7/8,1.87,False
1h,2,2.0,0,1,0.5,3R,"(1,)",198,31,1.647,69.4,0.51,0.48,-21.7,6/8,2.83,False
1h,2,2.0,0,1,0.5,3R,"(-1,)",133,20,1.102,8.0,0.13,0.383,-9.5,5/8,2.83,False
1h,2,2.0,0,1,0.5,3R,"(1, -1)",331,50,1.418,77.3,0.66,0.441,-17.5,7/8,2.83,False
1h,2,2.0,1,0,0.1,2R,"(1,)",245,39,1.104,15.3,0.14,0.437,-17.5,5/8,1.82,False
1h,2,2.0,1,0,0.1,2R,"(-1,)",251,38,0.837,-26.9,-0.14,0.378,-29.3,2/8,1.82,False
1h,2,2.0,1,0,0.1,2R,"(1, -1)",496,74,0.963,-11.6,-0.05,0.407,-38.2,3/8,1.82,False
1h,2,2.0,1,0,0.1,3R,"(1,)",245,39,1.423,65.4,0.88,0.412,-11.8,6/8,2.76,False
1h,2,2.0,1,0,0.1,3R,"(-1,)",251,38,0.912,-15.8,-0.08,0.331,-29.3,3/8,2.76,False
1h,2,2.0,1,0,0.1,3R,"(1, -1)",496,74,1.148,49.6,0.23,0.371,-32.0,5/8,2.76,False
1h,2,2.0,1,0,0.25,2R,"(1,)",250,40,1.246,34.8,0.32,0.464,-17.5,6/8,1.83,False
1h,2,2.0,1,0,0.25,2R,"(-1,)",252,38,0.898,-16.1,-0.1,0.393,-24.2,2/8,1.83,False
1h,2,2.0,1,0,0.25,2R,"(1, -1)",502,75,1.062,18.7,0.09,0.428,-31.9,5/8,1.83,False
1h,2,2.0,1,0,0.25,3R,"(1,)",250,40,1.457,70.0,0.85,0.424,-13.1,6/8,2.78,False
1h,2,2.0,1,0,0.25,3R,"(-1,)",252,38,0.913,-15.2,-0.07,0.333,-31.4,4/8,2.78,False
1h,2,2.0,1,0,0.25,3R,"(1, -1)",502,75,1.167,54.8,0.22,0.378,-37.3,5/8,2.78,False
1h,2,2.0,1,0,0.5,2R,"(1,)",254,40,1.285,39.2,0.48,0.469,-12.9,6/8,1.86,False
1h,2,2.0,1,0,0.5,2R,"(-1,)",257,39,0.871,-20.4,-0.12,0.393,-25.1,3/8,1.85,False
1h,2,2.0,1,0,0.5,2R,"(1, -1)",511,76,1.064,18.9,0.11,0.431,-25.9,5/8,1.86,False
1h,2,2.0,1,0,0.5,3R,"(1,)",254,40,1.578,85.2,1.1,0.441,-12.3,7/8,2.81,False
1h,2,2.0,1,0,0.5,3R,"(-1,)",257,39,0.829,-30.2,-0.12,0.327,-36.8,4/8,2.8,False
1h,2,2.0,1,0,0.5,3R,"(1, -1)",511,76,1.17,55.1,0.3,0.384,-27.6,5/8,2.81,False
1h,2,2.0,1,1,0.1,2R,"(1,)",162,26,1.178,17.0,0.13,0.463,-20.3,6/8,1.82,False
1h,2,2.0,1,1,0.1,2R,"(-1,)",113,17,1.192,12.5,0.22,0.434,-8.4,6/8,1.83,False
1h,2,2.0,1,1,0.1,2R,"(1, -1)",275,41,1.184,29.5,0.19,0.451,-22.8,4/8,1.83,False
1h,2,2.0,1,1,0.1,3R,"(1,)",162,26,1.569,56.5,0.48,0.444,-18.6,6/8,2.76,False
1h,2,2.0,1,1,0.1,3R,"(-1,)",113,17,1.237,17.2,0.27,0.381,-9.6,6/8,2.77,False
1h,2,2.0,1,1,0.1,3R,"(1, -1)",275,41,1.428,73.8,0.47,0.418,-23.5,7/8,2.77,False
1h,2,2.0,1,1,0.25,2R,"(1,)",165,26,1.298,27.7,0.21,0.485,-20.7,6/8,1.83,False
1h,2,2.0,1,1,0.25,2R,"(-1,)",113,17,1.344,20.6,0.42,0.451,-7.3,6/8,1.85,False
1h,2,2.0,1,1,0.25,2R,"(1, -1)",278,42,1.316,48.4,0.43,0.471,-16.7,7/8,1.84,False
1h,2,2.0,1,1,0.25,3R,"(1,)",165,26,1.582,57.7,0.43,0.455,-21.2,6/8,2.78,False
1h,2,2.0,1,1,0.25,3R,"(-1,)",113,17,1.223,15.5,0.27,0.381,-8.8,6/8,2.8,False
1h,2,2.0,1,1,0.25,3R,"(1, -1)",278,42,1.434,73.2,0.43,0.424,-25.2,7/8,2.79,False
1h,2,2.0,1,1,0.5,2R,"(1,)",169,27,1.318,29.3,0.31,0.485,-15.2,6/8,1.86,False
1h,2,2.0,1,1,0.5,2R,"(-1,)",117,18,1.149,9.5,0.14,0.436,-10.2,5/8,1.86,False
1h,2,2.0,1,1,0.5,2R,"(1, -1)",286,43,1.249,38.8,0.31,0.465,-18.8,6/8,1.86,False
1h,2,2.0,1,1,0.5,3R,"(1,)",169,27,1.716,69.1,0.55,0.467,-19.8,6/8,2.81,False
1h,2,2.0,1,1,0.5,3R,"(-1,)",117,18,1.039,2.9,0.04,0.359,-10.5,6/8,2.81,False
1h,2,2.0,1,1,0.5,3R,"(1, -1)",286,43,1.425,72.0,0.48,0.423,-22.2,7/8,2.81,False
1h,3,1.2,0,0,0.1,2R,"(1,)",615,92,1.063,23.6,0.08,0.436,-44.2,7/8,1.8,False
1h,3,1.2,0,0,0.1,2R,"(-1,)",586,87,0.732,-111.4,-0.14,0.352,-117.9,2/8,1.79,False
1h,3,1.2,0,0,0.1,2R,"(1, -1)",1201,179,0.889,-87.8,-0.12,0.395,-109.3,4/8,1.79,False
