rule,k,ote,sl_buf,tp_r,sweep_lb,need_conf,trend_mode,session,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
1h,4,0.705,0.1,1.5,3,3,fade,kz,152,24,0.925,-7.1,-0.06,0.467,-18.5,4/8,1.36,False
1h,4,0.705,0.1,1.5,3,4,down,all,134,20,0.902,-7.8,-0.09,0.448,-13.3,2/8,1.38,False
1h,4,0.705,0.1,1.5,3,4,down,kz,86,13,0.725,-15.6,-0.12,0.395,-20.3,2/8,1.39,False
1h,4,0.705,0.1,1.5,3,4,off,all,376,57,0.807,-46.3,-0.13,0.426,-53.4,3/8,1.35,False
1h,4,0.705,0.1,1.5,3,4,off,kz,229,35,0.902,-13.6,-0.09,0.45,-22.0,3/8,1.38,False
1h,4,0.705,0.1,1.5,3,4,fade,all,242,37,0.759,-38.5,-0.11,0.413,-53.7,3/8,1.34,False
1h,4,0.705,0.1,1.5,3,4,fade,kz,143,22,1.023,1.9,0.02,0.483,-17.9,4/8,1.38,False
1h,4,0.705,0.1,1.5,3,5,down,all,112,17,0.875,-8.5,-0.1,0.438,-12.4,3/8,1.4,False
1h,4,0.705,0.1,1.5,3,5,down,kz,72,11,0.649,-17.6,-0.14,0.361,-19.3,2/8,1.4,False
1h,4,0.705,0.1,1.5,3,5,off,all,285,43,0.765,-43.5,-0.14,0.404,-48.1,2/8,1.38,False
1h,4,0.705,0.1,1.5,3,5,off,kz,179,27,0.812,-21.5,-0.13,0.419,-25.5,2/8,1.39,False
1h,4,0.705,0.1,1.5,3,5,fade,all,173,26,0.7,-34.9,-0.11,0.382,-48.4,4/8,1.37,False
1h,4,0.705,0.1,1.5,3,5,fade,kz,107,17,0.939,-3.9,-0.03,0.458,-20.6,3/7,1.39,False
1h,4,0.705,0.1,1.5,6,3,down,all,172,26,0.866,-14.0,-0.11,0.436,-19.2,4/8,1.38,False
1h,4,0.705,0.1,1.5,6,3,down,kz,111,17,0.707,-21.6,-0.12,0.387,-26.5,3/8,1.39,False
1h,4,0.705,0.1,1.5,6,3,off,all,478,72,0.785,-66.6,-0.14,0.423,-74.1,2/8,1.35,False
1h,4,0.705,0.1,1.5,6,3,off,kz,285,43,0.823,-32.4,-0.13,0.435,-36.8,2/8,1.37,False
1h,4,0.705,0.1,1.5,6,3,fade,all,306,46,0.744,-52.6,-0.12,0.415,-65.4,2/8,1.33,False
1h,4,0.705,0.1,1.5,6,3,fade,kz,174,27,0.901,-10.8,-0.07,0.466,-23.7,3/8,1.36,False
1h,4,0.705,0.1,1.5,6,4,down,all,159,24,0.904,-9.1,-0.1,0.447,-13.6,4/8,1.38,False
1h,4,0.705,0.1,1.5,6,4,down,kz,101,15,0.722,-18.5,-0.15,0.396,-19.5,3/8,1.39,False
1h,4,0.705,0.1,1.5,6,4,off,all,441,67,0.809,-53.7,-0.14,0.429,-59.4,3/8,1.36,False
1h,4,0.705,0.1,1.5,6,4,off,kz,264,40,0.876,-20.3,-0.11,0.447,-28.8,3/8,1.38,False
1h,4,0.705,0.1,1.5,6,4,fade,all,282,43,0.76,-44.5,-0.11,0.418,-59.4,3/8,1.34,False
1h,4,0.705,0.1,1.5,6,4,fade,kz,163,26,0.981,-1.8,-0.01,0.479,-22.5,4/8,1.37,False
1h,4,0.705,0.1,1.5,6,5,down,all,130,20,0.884,-9.2,-0.12,0.438,-12.0,3/8,1.4,False
1h,4,0.705,0.1,1.5,6,5,down,kz,84,13,0.631,-21.6,-0.16,0.357,-20.3,2/8,1.4,False
1h,4,0.705,0.1,1.5,6,5,off,all,333,50,0.797,-43.1,-0.13,0.414,-51.4,3/8,1.38,False
1h,4,0.705,0.1,1.5,6,5,off,kz,204,31,0.805,-25.5,-0.13,0.417,-30.9,2/8,1.4,False
1h,4,0.705,0.1,1.5,6,5,fade,all,203,31,0.746,-33.9,-0.1,0.399,-50.0,4/8,1.37,False
1h,4,0.705,0.1,1.5,6,5,fade,kz,120,19,0.946,-3.9,-0.03,0.458,-23.5,3/7,1.39,False
1h,4,0.705,0.1,1.5,10,3,down,all,187,28,0.818,-21.2,-0.16,0.422,-20.0,3/8,1.38,False
1h,4,0.705,0.1,1.5,10,3,down,kz,117,18,0.702,-23.2,-0.14,0.385,-24.9,3/8,1.39,False
1h,4,0.705,0.1,1.5,10,3,off,all,502,76,0.761,-78.7,-0.14,0.414,-87.5,2/8,1.35,False
1h,4,0.705,0.1,1.5,10,3,off,kz,295,45,0.812,-36.0,-0.14,0.431,-40.3,2/8,1.37,False
1h,4,0.705,0.1,1.5,10,3,fade,all,315,48,0.73,-57.5,-0.12,0.41,-71.7,2/8,1.33,False
1h,4,0.705,0.1,1.5,10,3,fade,kz,178,28,0.887,-12.8,-0.08,0.461,-24.5,4/8,1.36,False
1h,4,0.705,0.1,1.5,10,4,down,all,173,26,0.857,-15.2,-0.15,0.434,-15.6,3/8,1.38,False
1h,4,0.705,0.1,1.5,10,4,down,kz,107,16,0.716,-20.1,-0.16,0.393,-19.0,2/8,1.39,False
1h,4,0.705,0.1,1.5,10,4,off,all,463,70,0.787,-63.6,-0.14,0.421,-69.7,3/8,1.36,False
1h,4,0.705,0.1,1.5,10,4,off,kz,273,42,0.866,-22.8,-0.11,0.443,-31.8,4/8,1.38,False
1h,4,0.705,0.1,1.5,10,4,fade,all,290,44,0.748,-48.4,-0.11,0.414,-64.6,2/8,1.34,False
1h,4,0.705,0.1,1.5,10,4,fade,kz,166,26,0.973,-2.7,-0.02,0.476,-22.3,5/8,1.37,False
1h,4,0.705,0.1,1.5,10,5,down,all,139,21,0.858,-12.2,-0.14,0.432,-13.5,2/8,1.4,False
1h,4,0.705,0.1,1.5,10,5,down,kz,88,13,0.62,-23.5,-0.16,0.352,-22.1,2/8,1.4,False
1h,4,0.705,0.1,1.5,10,5,off,all,344,52,0.792,-45.7,-0.13,0.413,-54.6,3/8,1.38,False
1h,4,0.705,0.1,1.5,10,5,off,kz,208,32,0.795,-27.4,-0.13,0.413,-32.0,2/8,1.4,False
1h,4,0.705,0.1,1.5,10,5,fade,all,205,31,0.75,-33.6,-0.1,0.4,-51.0,4/8,1.37,False
1h,4,0.705,0.1,1.5,10,5,fade,kz,120,19,0.946,-3.9,-0.03,0.458,-23.5,3/7,1.39,False
1h,4,0.705,0.1,2.0,3,3,down,all,145,22,0.755,-25.0,-0.13,0.352,-29.7,3/8,1.84,False
1h,4,0.705,0.1,2.0,3,3,down,kz,94,14,0.746,-17.0,-0.09,0.351,-29.1,3/8,1.86,False
1h,4,0.705,0.1,2.0,3,3,off,all,407,61,0.723,-84.1,-0.14,0.339,-90.8,1/8,1.81,False
1h,4,0.705,0.1,2.0,3,3,off,kz,246,37,0.795,-36.8,-0.14,0.358,-41.5,2/8,1.84,False
1h,4,0.705,0.1,2.0,3,3,fade,all,262,40,0.707,-59.1,-0.13,0.332,-70.6,2/8,1.79,False
1h,4,0.705,0.1,2.0,3,3,fade,kz,152,24,0.825,-19.8,-0.1,0.362,-31.7,4/8,1.83,False
1h,4,0.705,0.1,2.0,3,4,down,all,134,20,0.77,-21.6,-0.14,0.351,-24.0,3/8,1.85,False
1h,4,0.705,0.1,2.0,3,4,down,kz,86,13,0.753,-15.1,-0.1,0.349,-23.4,3/8,1.87,False
1h,4,0.705,0.1,2.0,3,4,off,all,376,57,0.757,-67.0,-0.14,0.343,-73.9,2/8,1.82,False
1h,4,0.705,0.1,2.0,3,4,off,kz,229,35,0.849,-24.5,-0.11,0.367,-33.8,2/8,1.86,False
1h,4,0.705,0.1,2.0,3,4,fade,all,242,37,0.75,-45.4,-0.11,0.339,-60.8,2/8,1.81,False
1h,4,0.705,0.1,2.0,3,4,fade,kz,143,22,0.907,-9.4,-0.05,0.378,-29.9,4/8,1.85,False
1h,4,0.705,0.1,2.0,3,5,down,all,112,17,0.727,-21.9,-0.15,0.339,-22.3,3/8,1.88,False
1h,4,0.705,0.1,2.0,3,5,down,kz,72,11,0.665,-17.8,-0.13,0.319,-21.7,3/8,1.88,False
1h,4,0.705,0.1,2.0,3,5,off,all,285,43,0.68,-68.9,-0.15,0.316,-70.6,2/8,1.86,False
1h,4,0.705,0.1,2.0,3,5,off,kz,179,27,0.722,-37.0,-0.15,0.33,-38.3,1/8,1.87,False
1h,4,0.705,0.1,2.0,3,5,fade,all,173,26,0.652,-47.0,-0.12,0.301,-62.2,3/8,1.85,False
1h,4,0.705,0.1,2.0,3,5,fade,kz,107,17,0.759,-19.1,-0.09,0.336,-34.8,2/7,1.86,False
1h,4,0.705,0.1,2.0,6,3,down,all,172,26,0.769,-27.8,-0.12,0.355,-34.3,3/8,1.85,False
1h,4,0.705,0.1,2.0,6,3,down,kz,111,17,0.719,-22.5,-0.1,0.342,-34.4,3/8,1.86,False
1h,4,0.705,0.1,2.0,6,3,off,all,478,72,0.761,-83.8,-0.14,0.351,-90.7,1/8,1.81,False
1h,4,0.705,0.1,2.0,6,3,off,kz,285,43,0.789,-44.2,-0.14,0.358,-46.8,2/8,1.84,False
1h,4,0.705,0.1,2.0,6,3,fade,all,306,46,0.757,-56.0,-0.12,0.35,-69.8,1/8,1.79,False
1h,4,0.705,0.1,2.0,6,3,fade,kz,174,27,0.832,-21.7,-0.09,0.368,-37.2,3/8,1.82,False
1h,4,0.705,0.1,2.0,6,4,down,all,159,24,0.775,-25.1,-0.14,0.352,-27.4,3/8,1.86,False
1h,4,0.705,0.1,2.0,6,4,down,kz,101,15,0.71,-21.3,-0.12,0.337,-27.5,3/8,1.87,False
1h,4,0.705,0.1,2.0,6,4,off,all,441,67,0.785,-68.5,-0.14,0.354,-75.3,1/8,1.82,False
1h,4,0.705,0.1,2.0,6,4,off,kz,264,40,0.839,-30.2,-0.12,0.367,-37.3,2/8,1.85,False
1h,4,0.705,0.1,2.0,6,4,fade,all,282,43,0.791,-43.4,-0.11,0.355,-60.4,2/8,1.81,False
1h,4,0.705,0.1,2.0,6,4,fade,kz,163,26,0.922,-8.9,-0.04,0.387,-36.5,4/8,1.84,False
1h,4,0.705,0.1,2.0,6,5,down,all,130,20,0.747,-23.3,-0.15,0.346,-23.2,3/8,1.88,False
1h,4,0.705,0.1,2.0,6,5,down,kz,84,13,0.63,-23.3,-0.15,0.31,-23.4,3/8,1.88,False
1h,4,0.705,0.1,2.0,6,5,off,all,333,50,0.743,-62.6,-0.14,0.336,-67.4,2/8,1.86,False
1h,4,0.705,0.1,2.0,6,5,off,kz,204,31,0.737,-39.5,-0.14,0.333,-43.7,1/8,1.87,False
1h,4,0.705,0.1,2.0,6,5,fade,all,203,31,0.741,-39.3,-0.11,0.33,-57.0,4/8,1.85,False
1h,4,0.705,0.1,2.0,6,5,fade,kz,120,19,0.815,-16.2,-0.07,0.35,-36.5,3/7,1.87,False
1h,4,0.705,0.1,2.0,10,3,down,all,187,28,0.731,-36.0,-0.15,0.342,-36.9,3/8,1.85,False
1h,4,0.705,0.1,2.0,10,3,down,kz,117,18,0.695,-26.1,-0.11,0.333,-34.8,3/8,1.87,False
1h,4,0.705,0.1,2.0,10,3,off,all,502,76,0.742,-95.9,-0.14,0.345,-104.7,1/8,1.82,False
1h,4,0.705,0.1,2.0,10,3,off,kz,295,45,0.774,-49.2,-0.15,0.353,-51.7,2/8,1.84,False
1h,4,0.705,0.1,2.0,10,3,fade,all,315,48,0.748,-59.9,-0.12,0.346,-75.6,1/8,1.8,False
1h,4,0.705,0.1,2.0,10,3,fade,kz,178,28,0.825,-23.1,-0.09,0.365,-38.3,3/8,1.83,False
1h,4,0.705,0.1,2.0,10,4,down,all,173,26,0.739,-32.2,-0.16,0.341,-30.8,3/8,1.86,False
1h,4,0.705,0.1,2.0,10,4,down,kz,107,16,0.685,-24.8,-0.14,0.327,-27.9,3/8,1.87,False
1h,4,0.705,0.1,2.0,10,4,off,all,463,70,0.768,-78.5,-0.14,0.348,-87.1,1/8,1.83,False
1h,4,0.705,0.1,2.0,10,4,off,kz,273,42,0.826,-34.1,-0.13,0.363,-40.7,2/8,1.85,False
1h,4,0.705,0.1,2.0,10,4,fade,all,290,44,0.784,-46.3,-0.11,0.352,-65.1,2/8,1.81,False
1h,4,0.705,0.1,2.0,10,4,fade,kz,166,26,0.92,-9.3,-0.04,0.386,-37.7,4/8,1.84,False
1h,4,0.705,0.1,2.0,10,5,down,all,139,21,0.747,-24.9,-0.16,0.345,-23.7,3/8,1.88,False
1h,4,0.705,0.1,2.0,10,5,down,kz,88,13,0.627,-24.7,-0.16,0.307,-23.3,3/8,1.89,False
1h,4,0.705,0.1,2.0,10,5,off,all,344,52,0.747,-63.4,-0.13,0.337,-71.1,2/8,1.86,False
1h,4,0.705,0.1,2.0,10,5,off,kz,208,32,0.734,-40.9,-0.14,0.332,-45.8,1/8,1.88,False
1h,4,0.705,0.1,2.0,10,5,fade,all,205,31,0.747,-38.5,-0.1,0.332,-58.1,4/8,1.85,False
1h,4,0.705,0.1,2.0,10,5,fade,kz,120,19,0.815,-16.2,-0.07,0.35,-36.5,3/7,1.87,False
1h,4,0.705,0.1,3.0,3,3,down,all,145,22,0.902,-10.8,-0.05,0.303,-33.1,4/8,2.78,False
1h,4,0.705,0.1,3.0,3,3,down,kz,94,14,0.872,-9.3,-0.04,0.298,-33.2,4/8,2.81,False
1h,4,0.705,0.1,3.0,3,3,off,all,407,61,0.804,-64.9,-0.12,0.278,-84.0,3/8,2.74,False
1h,4,0.705,0.1,3.0,3,3,off,kz,246,37,0.873,-25.2,-0.09,0.293,-42.7,3/8,2.79,False
1h,4,0.705,0.1,3.0,3,3,fade,all,262,40,0.756,-54.1,-0.11,0.263,-75.0,2/8,2.72,False
1h,4,0.705,0.1,3.0,3,3,fade,kz,152,24,0.873,-15.9,-0.06,0.289,-38.7,3/8,2.78,False
1h,4,0.705,0.1,3.0,3,4,down,all,134,20,0.931,-6.9,-0.04,0.306,-27.3,4/8,2.8,False
1h,4,0.705,0.1,3.0,3,4,down,kz,86,13,0.908,-6.0,-0.03,0.302,-27.4,4/8,2.83,False
1h,4,0.705,0.1,3.0,3,4,off,all,376,57,0.841,-48.1,-0.11,0.279,-66.2,3/8,2.76,False
1h,4,0.705,0.1,3.0,3,4,off,kz,229,35,0.945,-9.8,-0.05,0.301,-32.3,2/8,2.81,False
1h,4,0.705,0.1,3.0,3,4,fade,all,242,37,0.795,-41.2,-0.1,0.264,-64.2,2/8,2.74,False
1h,4,0.705,0.1,3.0,3,4,fade,kz,143,22,0.966,-3.8,-0.02,0.301,-34.8,3/8,2.8,False
1h,4,0.705,0.1,3.0,3,5,down,all,112,17,0.829,-14.9,-0.09,0.286,-26.3,3/8,2.83,False
1h,4,0.705,0.1,3.0,3,5,down,kz,72,11,0.751,-14.4,-0.08,0.264,-26.4,3/8,2.84,False
1h,4,0.705,0.1,3.0,3,5,off,all,285,43,0.74,-61.3,-0.13,0.253,-70.4,2/8,2.81,False
1h,4,0.705,0.1,3.0,3,5,off,kz,179,27,0.771,-33.5,-0.12,0.263,-41.7,2/8,2.83,False
1h,4,0.705,0.1,3.0,3,5,fade,all,173,26,0.687,-46.4,-0.11,0.231,-66.8,3/8,2.79,False
1h,4,0.705,0.1,3.0,3,5,fade,kz,107,17,0.785,-19.0,-0.08,0.262,-39.5,2/7,2.82,False
1h,4,0.705,0.1,3.0,6,3,down,all,172,26,0.896,-13.6,-0.05,0.302,-40.0,3/8,2.8,False
1h,4,0.705,0.1,3.0,6,3,down,kz,111,17,0.787,-18.7,-0.07,0.279,-40.1,4/8,2.82,False
1h,4,0.705,0.1,3.0,6,3,off,all,478,72,0.83,-65.6,-0.12,0.285,-83.9,3/8,2.75,False
1h,4,0.705,0.1,3.0,6,3,off,kz,285,43,0.862,-31.9,-0.11,0.291,-44.9,4/8,2.79,False
1h,4,0.705,0.1,3.0,6,3,fade,all,306,46,0.796,-52.1,-0.1,0.275,-78.0,3/8,2.72,False
1h,4,0.705,0.1,3.0,6,3,fade,kz,174,27,0.907,-13.2,-0.05,0.299,-40.5,4/8,2.77,False
1h,4,0.705,0.1,3.0,6,4,down,all,159,24,0.906,-11.3,-0.05,0.302,-33.1,3/8,2.81,False
1h,4,0.705,0.1,3.0,6,4,down,kz,101,15,0.787,-17.0,-0.08,0.277,-33.2,4/8,2.83,False
1h,4,0.705,0.1,3.0,6,4,off,all,441,67,0.859,-49.8,-0.11,0.286,-67.2,3/8,2.76,False
1h,4,0.705,0.1,3.0,6,4,off,kz,264,40,0.924,-15.8,-0.07,0.299,-36.3,3/8,2.8,False
1h,4,0.705,0.1,3.0,6,4,fade,all,282,43,0.834,-38.5,-0.09,0.277,-67.9,3/8,2.74,False
1h,4,0.705,0.1,3.0,6,4,fade,kz,163,26,1.01,1.3,0.01,0.313,-37.0,5/8,2.79,False
1h,4,0.705,0.1,3.0,6,5,down,all,130,20,0.846,-15.4,-0.08,0.292,-31.0,3/8,2.84,False
1h,4,0.705,0.1,3.0,6,5,down,kz,84,13,0.681,-21.9,-0.11,0.25,-31.1,2/8,2.85,False
1h,4,0.705,0.1,3.0,6,5,off,all,333,50,0.792,-56.1,-0.13,0.267,-67.1,2/8,2.81,False
1h,4,0.705,0.1,3.0,6,5,off,kz,204,31,0.783,-36.1,-0.12,0.265,-44.3,2/8,2.83,False
1h,4,0.705,0.1,3.0,6,5,fade,all,203,31,0.76,-40.7,-0.09,0.251,-65.7,4/8,2.8,False
1h,4,0.705,0.1,3.0,6,5,fade,kz,120,19,0.854,-14.2,-0.06,0.275,-39.5,2/7,2.82,False
1h,4,0.705,0.1,3.0,10,3,down,all,187,28,0.868,-18.9,-0.07,0.294,-41.7,3/8,2.8,False
1h,4,0.705,0.1,3.0,10,3,down,kz,117,18,0.772,-21.3,-0.08,0.274,-39.5,3/8,2.82,False
1h,4,0.705,0.1,3.0,10,3,off,all,502,76,0.82,-73.1,-0.12,0.281,-94.1,2/8,2.75,False
1h,4,0.705,0.1,3.0,10,3,off,kz,295,45,0.854,-35.0,-0.11,0.288,-48.0,4/8,2.79,False
1h,4,0.705,0.1,3.0,10,3,fade,all,315,48,0.795,-54.1,-0.1,0.273,-82.8,3/8,2.73,False
1h,4,0.705,0.1,3.0,10,3,fade,kz,178,28,0.906,-13.7,-0.05,0.298,-40.3,4/8,2.77,False
1h,4,0.705,0.1,3.0,10,4,down,all,173,26,0.882,-15.6,-0.07,0.295,-34.8,3/8,2.81,False
1h,4,0.705,0.1,3.0,10,4,down,kz,107,16,0.77,-19.6,-0.09,0.271,-32.6,4/8,2.83,False
1h,4,0.705,0.1,3.0,10,4,off,all,463,70,0.851,-55.1,-0.11,0.283,-75.2,2/8,2.77,False
1h,4,0.705,0.1,3.0,10,4,off,kz,273,42,0.918,-17.7,-0.07,0.297,-38.3,3/8,2.8,False
1h,4,0.705,0.1,3.0,10,4,fade,all,290,44,0.834,-39.5,-0.08,0.276,-71.6,3/8,2.74,False
1h,4,0.705,0.1,3.0,10,4,fade,kz,166,26,1.015,1.9,0.01,0.313,-36.8,5/8,2.79,False
1h,4,0.705,0.1,3.0,10,5,down,all,139,21,0.867,-14.1,-0.07,0.295,-30.5,3/8,2.84,False
1h,4,0.705,0.1,3.0,10,5,down,kz,88,13,0.69,-22.3,-0.12,0.25,-29.4,2/8,2.85,False
1h,4,0.705,0.1,3.0,10,5,off,all,344,52,0.808,-53.2,-0.12,0.27,-69.7,2/8,2.81,False
1h,4,0.705,0.1,3.0,10,5,off,kz,208,32,0.785,-36.5,-0.12,0.264,-45.0,2/8,2.83,False
1h,4,0.705,0.1,3.0,10,5,fade,all,205,31,0.771,-39.0,-0.09,0.254,-66.8,4/8,2.8,False
1h,4,0.705,0.1,3.0,10,5,fade,kz,120,19,0.854,-14.2,-0.06,0.275,-39.5,2/7,2.82,False
1h,4,0.705,0.25,1.0,3,3,down,all,145,22,0.865,-9.5,-0.1,0.545,-15.1,2/8,0.91,False
1h,4,0.705,0.25,1.0,3,3,down,kz,94,14,0.729,-13.7,-0.11,0.5,-19.9,2/8,0.92,False
1h,4,0.705,0.25,1.0,3,3,off,all,407,61,0.794,-43.6,-0.14,0.533,-47.9,3/8,0.89,False
1h,4,0.705,0.25,1.0,3,3,off,kz,246,37,0.808,-24.7,-0.13,0.537,-29.9,3/8,0.91,False
1h,4,0.705,0.25,1.0,3,3,fade,all,262,40,0.759,-34.1,-0.12,0.527,-41.5,3/8,0.88,False
1h,4,0.705,0.25,1.0,3,3,fade,kz,152,24,0.86,-10.9,-0.11,0.559,-15.9,4/8,0.9,False
1h,4,0.705,0.25,1.0,3,4,down,all,134,20,0.924,-4.8,-0.08,0.56,-9.4,2/8,0.92,False
1h,4,0.705,0.25,1.0,3,4,down,kz,86,13,0.788,-9.5,-0.1,0.523,-14.2,2/8,0.92,False
1h,4,0.705,0.25,1.0,3,4,off,all,376,57,0.837,-30.8,-0.14,0.543,-33.5,3/8,0.9,False
1h,4,0.705,0.25,1.0,3,4,off,kz,229,35,0.875,-14.2,-0.12,0.55,-18.8,4/8,0.92,False
1h,4,0.705,0.25,1.0,3,4,fade,all,242,37,0.794,-26.0,-0.12,0.533,-32.4,4/8,0.89,False
1h,4,0.705,0.25,1.0,3,4,fade,kz,143,22,0.931,-4.8,-0.05,0.566,-14.9,5/8,0.91,False
1h,4,0.705,0.25,1.0,3,5,down,all,112,17,0.879,-6.7,-0.1,0.545,-10.6,2/8,0.93,False
1h,4,0.705,0.25,1.0,3,5,down,kz,72,11,0.701,-12.0,-0.12,0.486,-15.4,2/8,0.93,False
1h,4,0.705,0.25,1.0,3,5,off,all,285,43,0.809,-28.0,-0.13,0.523,-31.5,2/8,0.92,False
1h,4,0.705,0.25,1.0,3,5,off,kz,179,27,0.79,-19.7,-0.13,0.52,-22.3,3/8,0.92,False
1h,4,0.705,0.25,1.0,3,5,fade,all,173,26,0.767,-21.3,-0.12,0.509,-26.8,4/8,0.91,False
1h,4,0.705,0.25,1.0,3,5,fade,kz,107,17,0.857,-7.7,-0.07,0.542,-17.1,4/7,0.92,False
1h,4,0.705,0.25,1.0,6,3,down,all,172,26,0.884,-9.7,-0.1,0.547,-15.0,2/8,0.91,False
1h,4,0.705,0.25,1.0,6,3,down,kz,111,17,0.746,-15.1,-0.12,0.505,-20.0,2/8,0.92,False
1h,4,0.705,0.25,1.0,6,3,off,all,479,72,0.791,-52.3,-0.14,0.53,-56.2,2/8,0.89,False
1h,4,0.705,0.25,1.0,6,3,off,kz,286,44,0.793,-31.4,-0.14,0.531,-33.9,3/8,0.91,False
1h,4,0.705,0.25,1.0,6,3,fade,all,307,47,0.745,-42.6,-0.13,0.521,-49.0,3/8,0.88,False
1h,4,0.705,0.25,1.0,6,3,fade,kz,175,27,0.823,-16.3,-0.14,0.549,-18.8,4/8,0.9,False
1h,4,0.705,0.25,1.0,6,4,down,all,159,24,0.938,-4.6,-0.06,0.56,-12.1,2/8,0.92,False
1h,4,0.705,0.25,1.0,6,4,down,kz,101,15,0.798,-10.5,-0.12,0.525,-13.1,2/8,0.92,False
1h,4,0.705,0.25,1.0,6,4,off,all,442,67,0.821,-40.5,-0.15,0.536,-41.7,2/8,0.9,False
1h,4,0.705,0.25,1.0,6,4,off,kz,265,40,0.849,-20.3,-0.14,0.543,-22.8,3/8,0.91,False
1h,4,0.705,0.25,1.0,6,4,fade,all,283,43,0.763,-35.9,-0.14,0.523,-40.0,2/8,0.89,False
1h,4,0.705,0.25,1.0,6,4,fade,kz,164,26,0.881,-9.8,-0.09,0.555,-16.7,4/8,0.91,False
1h,4,0.705,0.25,1.0,6,5,down,all,130,20,0.898,-6.5,-0.1,0.546,-10.1,3/8,0.93,False
1h,4,0.705,0.25,1.0,6,5,down,kz,84,13,0.68,-15.3,-0.15,0.476,-15.6,2/8,0.93,False
1h,4,0.705,0.25,1.0,6,5,off,all,334,50,0.817,-31.5,-0.14,0.524,-34.4,2/8,0.92,False
1h,4,0.705,0.25,1.0,6,5,off,kz,205,31,0.772,-25.0,-0.14,0.512,-27.6,1/8,0.93,False
1h,4,0.705,0.25,1.0,6,5,fade,all,204,31,0.769,-25.0,-0.13,0.51,-28.8,4/8,0.91,False
1h,4,0.705,0.25,1.0,6,5,fade,kz,121,20,0.843,-9.7,-0.08,0.537,-18.9,3/7,0.92,False
1h,4,0.705,0.25,1.0,10,3,down,all,187,28,0.843,-14.6,-0.13,0.535,-16.7,2/8,0.91,False
1h,4,0.705,0.25,1.0,10,3,down,kz,117,18,0.723,-17.6,-0.14,0.496,-19.8,3/8,0.92,False
1h,4,0.705,0.25,1.0,10,3,off,all,503,76,0.778,-59.1,-0.14,0.525,-63.9,2/8,0.89,False
1h,4,0.705,0.25,1.0,10,3,off,kz,296,45,0.793,-32.4,-0.14,0.53,-35.0,2/8,0.91,False
1h,4,0.705,0.25,1.0,10,3,fade,all,316,48,0.742,-44.5,-0.13,0.519,-51.9,1/8,0.88,False
1h,4,0.705,0.25,1.0,10,3,fade,kz,179,28,0.841,-14.8,-0.12,0.553,-18.8,3/8,0.9,False
1h,4,0.705,0.25,1.0,10,4,down,all,173,26,0.877,-10.4,-0.1,0.543,-16.2,1/8,0.92,False
1h,4,0.705,0.25,1.0,10,4,down,kz,107,16,0.769,-13.0,-0.13,0.514,-15.2,3/8,0.92,False
1h,4,0.705,0.25,1.0,10,4,off,all,464,70,0.796,-49.1,-0.14,0.528,-51.2,2/8,0.9,False
1h,4,0.705,0.25,1.0,10,4,off,kz,274,42,0.841,-22.2,-0.14,0.54,-24.7,2/8,0.91,False
1h,4,0.705,0.25,1.0,10,4,fade,all,291,44,0.753,-38.7,-0.13,0.519,-43.7,1/8,0.89,False
1h,4,0.705,0.25,1.0,10,4,fade,kz,167,26,0.89,-9.1,-0.08,0.557,-16.9,3/8,0.91,False
1h,4,0.705,0.25,1.0,10,5,down,all,139,21,0.873,-8.8,-0.11,0.54,-11.9,3/8,0.93,False
1h,4,0.705,0.25,1.0,10,5,down,kz,88,13,0.654,-17.6,-0.15,0.466,-17.9,2/8,0.93,False
1h,4,0.705,0.25,1.0,10,5,off,all,345,52,0.81,-34.0,-0.14,0.522,-37.7,2/8,0.92,False
1h,4,0.705,0.25,1.0,10,5,off,kz,209,32,0.758,-27.3,-0.14,0.507,-29.9,1/8,0.93,False
1h,4,0.705,0.25,1.0,10,5,fade,all,206,31,0.769,-25.2,-0.13,0.51,-29.9,4/8,0.91,False
1h,4,0.705,0.25,1.0,10,5,fade,kz,121,20,0.843,-9.7,-0.08,0.537,-18.9,3/7,0.92,False
1h,4,0.705,0.25,1.5,3,3,down,all,145,22,0.751,-22.7,-0.15,0.407,-23.6,2/8,1.38,False
1h,4,0.705,0.25,1.5,3,3,down,kz,94,14,0.65,-22.0,-0.13,0.372,-26.1,2/8,1.4,False
1h,4,0.705,0.25,1.5,3,3,off,all,407,61,0.715,-77.3,-0.14,0.396,-84.7,1/8,1.36,False
1h,4,0.705,0.25,1.5,3,3,off,kz,246,37,0.782,-34.9,-0.13,0.415,-42.3,3/8,1.38,False
1h,4,0.705,0.25,1.5,3,3,fade,all,262,40,0.698,-54.5,-0.13,0.389,-64.4,2/8,1.35,False
1h,4,0.705,0.25,1.5,3,3,fade,kz,152,24,0.867,-12.9,-0.1,0.441,-20.8,4/8,1.38,False
1h,4,0.705,0.25,1.5,3,4,down,all,134,20,0.761,-20.1,-0.16,0.41,-19.2,1/8,1.39,False
1h,4,0.705,0.25,1.5,3,4,down,kz,86,13,0.667,-19.0,-0.14,0.384,-20.5,2/8,1.4,False
1h,4,0.705,0.25,1.5,3,4,off,all,376,57,0.746,-62.6,-0.14,0.404,-67.2,2/8,1.37,False
1h,4,0.705,0.25,1.5,3,4,off,kz,229,35,0.851,-21.2,-0.11,0.432,-28.6,3/8,1.39,False
