rule,k,ote,sl_buf,tp_r,sweep_lb,need_conf,trend_mode,session,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
1h,4,0.705,0.05,1.5,3,3,down,all,145,22,0.947,-4.4,-0.03,0.462,-21.8,4/8,1.36,False
1h,4,0.705,0.05,1.5,3,3,down,kz,94,14,0.792,-12.4,-0.07,0.415,-28.6,4/8,1.38,False
1h,4,0.705,0.05,1.5,3,3,off,all,407,61,0.794,-54.1,-0.13,0.428,-62.7,2/8,1.34,False
1h,4,0.705,0.05,1.5,3,3,off,kz,246,37,0.837,-25.6,-0.11,0.439,-35.4,3/8,1.36,False
1h,4,0.705,0.05,1.5,3,3,fade,all,262,40,0.722,-49.6,-0.13,0.408,-60.2,1/8,1.32,False
1h,4,0.705,0.05,1.5,3,3,fade,kz,152,24,0.864,-13.3,-0.11,0.454,-19.6,3/8,1.35,False
1h,4,0.705,0.05,1.5,3,4,down,all,134,20,1.01,0.8,0.01,0.478,-16.0,4/8,1.37,False
1h,4,0.705,0.05,1.5,3,4,down,kz,86,13,0.83,-9.1,-0.06,0.43,-22.8,4/8,1.39,False
1h,4,0.705,0.05,1.5,3,4,off,all,376,57,0.839,-37.8,-0.12,0.439,-46.7,3/8,1.35,False
1h,4,0.705,0.05,1.5,3,4,off,kz,229,35,0.906,-13.1,-0.08,0.454,-23.9,3/8,1.38,False
1h,4,0.705,0.05,1.5,3,4,fade,all,242,37,0.759,-38.5,-0.12,0.417,-49.8,2/8,1.33,False
1h,4,0.705,0.05,1.5,3,4,fade,kz,143,22,0.954,-4.0,-0.03,0.469,-18.3,4/8,1.37,False
1h,4,0.705,0.05,1.5,3,5,down,all,112,17,0.969,-2.0,-0.02,0.464,-13.6,3/8,1.39,False
1h,4,0.705,0.05,1.5,3,5,down,kz,72,11,0.767,-10.9,-0.08,0.403,-20.4,3/8,1.4,False
1h,4,0.705,0.05,1.5,3,5,off,all,285,43,0.779,-40.5,-0.14,0.411,-43.6,2/8,1.38,False
1h,4,0.705,0.05,1.5,3,5,off,kz,179,27,0.821,-20.4,-0.13,0.425,-23.8,2/8,1.39,False
1h,4,0.705,0.05,1.5,3,5,fade,all,173,26,0.675,-38.5,-0.13,0.376,-45.4,3/8,1.37,False
1h,4,0.705,0.05,1.5,3,5,fade,kz,107,17,0.858,-9.5,-0.07,0.439,-20.8,3/7,1.38,False
1h,4,0.705,0.05,1.5,6,3,down,all,172,26,0.902,-10.0,-0.06,0.448,-23.3,3/8,1.37,False
1h,4,0.705,0.05,1.5,6,3,down,kz,111,17,0.761,-17.1,-0.09,0.405,-30.5,3/8,1.38,False
1h,4,0.705,0.05,1.5,6,3,off,all,478,72,0.795,-63.4,-0.14,0.429,-70.3,2/8,1.34,False
1h,4,0.705,0.05,1.5,6,3,off,kz,285,43,0.814,-34.3,-0.14,0.435,-38.2,2/8,1.36,False
1h,4,0.705,0.05,1.5,6,3,fade,all,306,46,0.741,-53.4,-0.13,0.418,-64.2,2/8,1.32,False
1h,4,0.705,0.05,1.5,6,3,fade,kz,174,27,0.847,-17.3,-0.12,0.454,-22.3,3/8,1.35,False
1h,4,0.705,0.05,1.5,6,4,down,all,159,24,0.947,-4.9,-0.05,0.459,-16.4,3/8,1.38,False
1h,4,0.705,0.05,1.5,6,4,down,kz,101,15,0.784,-13.9,-0.09,0.416,-23.5,3/8,1.39,False
1h,4,0.705,0.05,1.5,6,4,off,all,441,67,0.821,-49.9,-0.13,0.435,-56.3,3/8,1.35,False
1h,4,0.705,0.05,1.5,6,4,off,kz,264,40,0.867,-21.9,-0.11,0.447,-29.1,3/8,1.37,False
1h,4,0.705,0.05,1.5,6,4,fade,all,282,43,0.758,-44.9,-0.12,0.422,-57.0,2/8,1.33,False
1h,4,0.705,0.05,1.5,6,4,fade,kz,163,26,0.92,-8.0,-0.06,0.466,-22.3,4/8,1.36,False
1h,4,0.705,0.05,1.5,6,5,down,all,130,20,0.909,-7.1,-0.07,0.446,-15.0,3/8,1.4,False
1h,4,0.705,0.05,1.5,6,5,down,kz,84,13,0.702,-16.8,-0.12,0.381,-22.2,2/8,1.4,False
1h,4,0.705,0.05,1.5,6,5,off,all,333,50,0.79,-44.7,-0.14,0.414,-49.0,3/8,1.38,False
1h,4,0.705,0.05,1.5,6,5,off,kz,204,31,0.799,-26.4,-0.14,0.417,-29.8,2/8,1.39,False
1h,4,0.705,0.05,1.5,6,5,fade,all,203,31,0.721,-37.7,-0.12,0.394,-47.1,3/8,1.37,False
1h,4,0.705,0.05,1.5,6,5,fade,kz,120,19,0.872,-9.6,-0.07,0.442,-23.8,3/7,1.38,False
1h,4,0.705,0.05,1.5,10,3,down,all,187,28,0.85,-17.2,-0.11,0.433,-24.1,3/8,1.37,False
1h,4,0.705,0.05,1.5,10,3,down,kz,117,18,0.753,-18.7,-0.1,0.402,-29.0,4/8,1.38,False
1h,4,0.705,0.05,1.5,10,3,off,all,501,76,0.779,-72.1,-0.14,0.423,-80.4,2/8,1.34,False
1h,4,0.705,0.05,1.5,10,3,off,kz,295,45,0.814,-35.5,-0.14,0.434,-39.4,2/8,1.36,False
1h,4,0.705,0.05,1.5,10,3,fade,all,314,48,0.74,-54.9,-0.12,0.417,-67.1,1/8,1.33,False
1h,4,0.705,0.05,1.5,10,3,fade,kz,178,28,0.854,-16.8,-0.11,0.455,-23.2,3/8,1.35,False
1h,4,0.705,0.05,1.5,10,4,down,all,173,26,0.893,-11.1,-0.1,0.445,-17.4,3/8,1.38,False
1h,4,0.705,0.05,1.5,10,4,down,kz,107,16,0.774,-15.5,-0.11,0.411,-22.0,4/8,1.39,False
1h,4,0.705,0.05,1.5,10,4,off,all,462,70,0.808,-56.5,-0.13,0.431,-64.2,3/8,1.35,False
1h,4,0.705,0.05,1.5,10,4,off,kz,273,42,0.87,-22.0,-0.11,0.447,-29.6,3/8,1.37,False
1h,4,0.705,0.05,1.5,10,4,fade,all,289,44,0.761,-45.4,-0.12,0.422,-58.7,2/8,1.34,False
1h,4,0.705,0.05,1.5,10,4,fade,kz,166,26,0.936,-6.5,-0.05,0.47,-22.1,5/8,1.36,False
1h,4,0.705,0.05,1.5,10,5,down,all,139,21,0.881,-10.1,-0.1,0.439,-16.0,3/8,1.39,False
1h,4,0.705,0.05,1.5,10,5,down,kz,88,13,0.686,-18.7,-0.13,0.375,-21.9,2/8,1.4,False
1h,4,0.705,0.05,1.5,10,5,off,all,343,52,0.789,-46.4,-0.13,0.414,-52.1,3/8,1.38,False
1h,4,0.705,0.05,1.5,10,5,off,kz,208,32,0.79,-28.2,-0.14,0.413,-31.6,2/8,1.39,False
1h,4,0.705,0.05,1.5,10,5,fade,all,204,31,0.731,-36.3,-0.12,0.397,-47.1,3/8,1.37,False
1h,4,0.705,0.05,1.5,10,5,fade,kz,120,19,0.872,-9.6,-0.07,0.442,-23.8,3/7,1.38,False
1h,4,0.705,0.05,2.0,3,3,down,all,145,22,0.745,-26.2,-0.13,0.352,-30.0,3/8,1.84,False
1h,4,0.705,0.05,2.0,3,3,down,kz,94,14,0.699,-20.6,-0.1,0.34,-32.2,3/8,1.85,False
1h,4,0.705,0.05,2.0,3,3,off,all,407,61,0.728,-82.4,-0.13,0.344,-92.6,1/8,1.8,False
1h,4,0.705,0.05,2.0,3,3,off,kz,246,37,0.797,-36.3,-0.12,0.362,-45.1,3/8,1.84,False
1h,4,0.705,0.05,2.0,3,3,fade,all,262,40,0.72,-56.2,-0.12,0.34,-70.0,2/8,1.78,False
1h,4,0.705,0.05,2.0,3,3,fade,kz,152,24,0.858,-15.7,-0.09,0.375,-26.1,3/8,1.83,False
1h,4,0.705,0.05,2.0,3,4,down,all,134,20,0.76,-22.7,-0.13,0.351,-26.0,2/8,1.85,False
1h,4,0.705,0.05,2.0,3,4,down,kz,86,13,0.703,-18.6,-0.11,0.337,-26.4,3/8,1.86,False
1h,4,0.705,0.05,2.0,3,4,off,all,376,57,0.764,-64.7,-0.13,0.348,-73.8,2/8,1.82,False
1h,4,0.705,0.05,2.0,3,4,off,kz,229,35,0.853,-23.6,-0.1,0.371,-35.2,3/8,1.85,False
1h,4,0.705,0.05,2.0,3,4,fade,all,242,37,0.767,-42.0,-0.11,0.347,-58.2,2/8,1.8,False
1h,4,0.705,0.05,2.0,3,4,fade,kz,143,22,0.949,-5.1,-0.04,0.392,-22.1,3/8,1.84,False
1h,4,0.705,0.05,2.0,3,5,down,all,112,17,0.688,-25.4,-0.16,0.33,-24.2,2/8,1.87,False
1h,4,0.705,0.05,2.0,3,5,down,kz,72,11,0.613,-21.2,-0.13,0.306,-24.7,3/8,1.88,False
1h,4,0.705,0.05,2.0,3,5,off,all,285,43,0.682,-68.2,-0.14,0.319,-72.7,2/8,1.85,False
1h,4,0.705,0.05,2.0,3,5,off,kz,179,27,0.73,-35.6,-0.14,0.335,-39.7,2/8,1.87,False
1h,4,0.705,0.05,2.0,3,5,fade,all,173,26,0.678,-42.7,-0.11,0.312,-58.4,3/8,1.84,False
1h,4,0.705,0.05,2.0,3,5,fade,kz,107,17,0.813,-14.5,-0.09,0.355,-27.4,2/7,1.86,False
1h,4,0.705,0.05,2.0,6,3,down,all,172,26,0.736,-32.6,-0.14,0.343,-36.4,3/8,1.84,False
1h,4,0.705,0.05,2.0,6,3,down,kz,111,17,0.661,-28.0,-0.11,0.324,-39.4,3/8,1.86,False
1h,4,0.705,0.05,2.0,6,3,off,all,478,72,0.756,-86.0,-0.14,0.351,-96.0,1/8,1.81,False
1h,4,0.705,0.05,2.0,6,3,off,kz,285,43,0.781,-46.0,-0.14,0.358,-51.6,3/8,1.83,False
1h,4,0.705,0.05,2.0,6,3,fade,all,306,46,0.767,-53.4,-0.12,0.356,-69.2,1/8,1.79,False
1h,4,0.705,0.05,2.0,6,3,fade,kz,174,27,0.86,-17.9,-0.1,0.379,-29.1,3/8,1.82,False
1h,4,0.705,0.05,2.0,6,4,down,all,159,24,0.74,-29.7,-0.15,0.34,-30.4,2/8,1.85,False
1h,4,0.705,0.05,2.0,6,4,down,kz,101,15,0.648,-26.6,-0.13,0.317,-32.5,3/8,1.87,False
1h,4,0.705,0.05,2.0,6,4,off,all,441,67,0.781,-70.2,-0.13,0.354,-79.0,2/8,1.82,False
1h,4,0.705,0.05,2.0,6,4,off,kz,264,40,0.833,-31.5,-0.12,0.367,-40.3,4/8,1.85,False
1h,4,0.705,0.05,2.0,6,4,fade,all,282,43,0.804,-40.5,-0.1,0.362,-59.7,2/8,1.8,False
1h,4,0.705,0.05,2.0,6,4,fade,kz,163,26,0.957,-4.9,-0.03,0.399,-28.5,4/8,1.83,False
1h,4,0.705,0.05,2.0,6,5,down,all,130,20,0.683,-30.4,-0.16,0.323,-29.0,2/8,1.87,False
1h,4,0.705,0.05,2.0,6,5,down,kz,84,13,0.565,-28.5,-0.15,0.286,-28.2,2/8,1.88,False
1h,4,0.705,0.05,2.0,6,5,off,all,333,50,0.732,-65.7,-0.14,0.333,-72.8,2/8,1.85,False
1h,4,0.705,0.05,2.0,6,5,off,kz,204,31,0.734,-40.1,-0.14,0.333,-44.2,2/8,1.87,False
1h,4,0.705,0.05,2.0,6,5,fade,all,203,31,0.764,-35.3,-0.1,0.34,-53.4,3/8,1.84,False
1h,4,0.705,0.05,2.0,6,5,fade,kz,120,19,0.863,-11.7,-0.07,0.367,-28.5,4/7,1.86,False
1h,4,0.705,0.05,2.0,10,3,down,all,187,28,0.701,-40.8,-0.16,0.332,-39.5,3/8,1.84,False
1h,4,0.705,0.05,2.0,10,3,down,kz,117,18,0.641,-31.6,-0.12,0.316,-39.8,3/8,1.86,False
1h,4,0.705,0.05,2.0,10,3,off,all,501,76,0.739,-97.2,-0.13,0.345,-109.0,1/8,1.81,False
1h,4,0.705,0.05,2.0,10,3,off,kz,295,45,0.767,-51.0,-0.14,0.353,-56.7,3/8,1.84,False
1h,4,0.705,0.05,2.0,10,3,fade,all,314,48,0.761,-56.4,-0.12,0.354,-74.0,1/8,1.79,False
1h,4,0.705,0.05,2.0,10,3,fade,kz,178,28,0.852,-19.4,-0.1,0.376,-30.3,3/8,1.82,False
1h,4,0.705,0.05,2.0,10,4,down,all,173,26,0.708,-36.9,-0.16,0.329,-35.5,3/8,1.85,False
1h,4,0.705,0.05,2.0,10,4,down,kz,107,16,0.628,-30.2,-0.14,0.308,-32.8,3/8,1.87,False
1h,4,0.705,0.05,2.0,10,4,off,all,462,70,0.766,-79.2,-0.13,0.348,-89.9,2/8,1.82,False
1h,4,0.705,0.05,2.0,10,4,off,kz,273,42,0.819,-35.4,-0.12,0.363,-44.2,4/8,1.85,False
1h,4,0.705,0.05,2.0,10,4,fade,all,289,44,0.8,-42.4,-0.1,0.36,-63.4,2/8,1.8,False
1h,4,0.705,0.05,2.0,10,4,fade,kz,166,26,0.954,-5.2,-0.03,0.398,-29.6,4/8,1.83,False
1h,4,0.705,0.05,2.0,10,5,down,all,139,21,0.687,-32.0,-0.16,0.324,-30.6,3/8,1.87,False
1h,4,0.705,0.05,2.0,10,5,down,kz,88,13,0.565,-29.9,-0.16,0.284,-28.5,2/8,1.88,False
1h,4,0.705,0.05,2.0,10,5,off,all,343,52,0.74,-65.5,-0.13,0.335,-74.4,3/8,1.85,False
1h,4,0.705,0.05,2.0,10,5,off,kz,208,32,0.73,-41.5,-0.14,0.332,-45.6,2/8,1.87,False
1h,4,0.705,0.05,2.0,10,5,fade,all,204,31,0.776,-33.5,-0.1,0.343,-53.4,3/8,1.84,False
1h,4,0.705,0.05,2.0,10,5,fade,kz,120,19,0.863,-11.7,-0.07,0.367,-28.5,4/7,1.86,False
1h,4,0.705,0.05,3.0,3,3,down,all,145,22,0.928,-7.9,-0.04,0.31,-28.6,4/8,2.78,False
1h,4,0.705,0.05,3.0,3,3,down,kz,94,14,0.916,-6.0,-0.03,0.309,-30.9,4/8,2.81,False
1h,4,0.705,0.05,3.0,3,3,off,all,407,61,0.816,-61.3,-0.12,0.28,-78.7,3/8,2.73,False
1h,4,0.705,0.05,3.0,3,3,off,kz,246,37,0.884,-23.0,-0.09,0.297,-40.2,4/8,2.78,False
1h,4,0.705,0.05,3.0,3,3,fade,all,262,40,0.761,-53.4,-0.11,0.263,-72.9,2/8,2.71,False
1h,4,0.705,0.05,3.0,3,3,fade,kz,152,24,0.865,-17.0,-0.08,0.289,-32.7,4/8,2.77,False
1h,4,0.705,0.05,3.0,3,4,down,all,134,20,0.962,-3.8,-0.03,0.313,-22.8,4/8,2.79,False
1h,4,0.705,0.05,3.0,3,4,down,kz,86,13,0.959,-2.7,-0.02,0.314,-25.1,4/8,2.82,False
1h,4,0.705,0.05,3.0,3,4,off,all,376,57,0.855,-43.9,-0.1,0.282,-63.8,3/8,2.75,False
1h,4,0.705,0.05,3.0,3,4,off,kz,229,35,0.959,-7.2,-0.04,0.306,-29.4,4/8,2.8,False
1h,4,0.705,0.05,3.0,3,4,fade,all,242,37,0.802,-40.1,-0.1,0.264,-62.7,2/8,2.73,False
1h,4,0.705,0.05,3.0,3,4,fade,kz,143,22,0.96,-4.6,-0.03,0.301,-28.2,4/8,2.79,False
1h,4,0.705,0.05,3.0,3,5,down,all,112,17,0.865,-11.6,-0.08,0.295,-21.8,3/8,2.83,False
1h,4,0.705,0.05,3.0,3,5,down,kz,72,11,0.807,-11.0,-0.07,0.278,-24.1,3/8,2.84,False
1h,4,0.705,0.05,3.0,3,5,off,all,285,43,0.735,-62.8,-0.14,0.253,-68.7,2/8,2.8,False
1h,4,0.705,0.05,3.0,3,5,off,kz,179,27,0.767,-34.3,-0.14,0.263,-38.5,2/8,2.82,False
1h,4,0.705,0.05,3.0,3,5,fade,all,173,26,0.66,-51.2,-0.11,0.225,-68.5,3/8,2.79,False
1h,4,0.705,0.05,3.0,3,5,fade,kz,107,17,0.741,-23.4,-0.1,0.252,-37.0,2/7,2.81,False
1h,4,0.705,0.05,3.0,6,3,down,all,172,26,0.875,-16.5,-0.07,0.297,-36.3,3/8,2.79,False
1h,4,0.705,0.05,3.0,6,3,down,kz,111,17,0.803,-17.4,-0.07,0.279,-39.7,4/8,2.81,False
1h,4,0.705,0.05,3.0,6,3,off,all,478,72,0.834,-64.4,-0.12,0.285,-80.8,2/8,2.74,False
1h,4,0.705,0.05,3.0,6,3,off,kz,285,43,0.862,-31.9,-0.11,0.291,-44.8,3/8,2.78,False
1h,4,0.705,0.05,3.0,6,3,fade,all,306,46,0.813,-48.0,-0.1,0.278,-72.3,2/8,2.71,False
1h,4,0.705,0.05,3.0,6,3,fade,kz,174,27,0.899,-14.6,-0.06,0.299,-39.6,3/8,2.76,False
1h,4,0.705,0.05,3.0,6,4,down,all,159,24,0.885,-14.0,-0.07,0.296,-29.4,3/8,2.8,False
1h,4,0.705,0.05,3.0,6,4,down,kz,101,15,0.806,-15.6,-0.07,0.277,-32.8,4/8,2.82,False
1h,4,0.705,0.05,3.0,6,4,off,all,441,67,0.864,-48.0,-0.11,0.286,-67.7,3/8,2.75,False
1h,4,0.705,0.05,3.0,6,4,off,kz,264,40,0.927,-15.3,-0.06,0.299,-36.1,4/8,2.79,False
1h,4,0.705,0.05,3.0,6,4,fade,all,282,43,0.854,-34.0,-0.08,0.28,-62.6,3/8,2.73,False
1h,4,0.705,0.05,3.0,6,4,fade,kz,163,26,1.002,0.2,0.0,0.313,-36.1,5/8,2.78,False
1h,4,0.705,0.05,3.0,6,5,down,all,130,20,0.823,-17.9,-0.1,0.285,-27.2,3/8,2.83,False
1h,4,0.705,0.05,3.0,6,5,down,kz,84,13,0.705,-20.3,-0.1,0.25,-30.6,2/8,2.84,False
1h,4,0.705,0.05,3.0,6,5,off,all,333,50,0.78,-59.7,-0.14,0.264,-65.7,2/8,2.81,False
1h,4,0.705,0.05,3.0,6,5,off,kz,204,31,0.769,-38.9,-0.14,0.26,-43.0,2/8,2.82,False
1h,4,0.705,0.05,3.0,6,5,fade,all,203,31,0.755,-41.9,-0.1,0.251,-63.5,3/8,2.79,False
1h,4,0.705,0.05,3.0,6,5,fade,kz,120,19,0.812,-18.6,-0.08,0.267,-36.0,3/7,2.82,False
1h,4,0.705,0.05,3.0,10,3,down,all,187,28,0.849,-22.0,-0.09,0.289,-38.0,3/8,2.79,False
1h,4,0.705,0.05,3.0,10,3,down,kz,117,18,0.787,-19.9,-0.08,0.274,-39.1,3/8,2.81,False
1h,4,0.705,0.05,3.0,10,3,off,all,501,76,0.826,-71.0,-0.12,0.281,-90.1,1/8,2.74,False
1h,4,0.705,0.05,3.0,10,3,off,kz,295,45,0.855,-35.0,-0.11,0.288,-48.6,3/8,2.78,False
1h,4,0.705,0.05,3.0,10,3,fade,all,314,48,0.814,-49.0,-0.1,0.277,-76.1,2/8,2.72,False
1h,4,0.705,0.05,3.0,10,3,fade,kz,178,28,0.898,-15.1,-0.06,0.298,-40.7,3/8,2.76,False
1h,4,0.705,0.05,3.0,10,4,down,all,173,26,0.862,-18.4,-0.09,0.289,-31.0,3/8,2.8,False
1h,4,0.705,0.05,3.0,10,4,down,kz,107,16,0.788,-18.1,-0.09,0.271,-32.2,4/8,2.82,False
1h,4,0.705,0.05,3.0,10,4,off,all,462,70,0.859,-52.4,-0.11,0.284,-70.9,2/8,2.76,False
1h,4,0.705,0.05,3.0,10,4,off,kz,273,42,0.92,-17.3,-0.07,0.297,-39.9,4/8,2.8,False
1h,4,0.705,0.05,3.0,10,4,fade,all,289,44,0.857,-33.9,-0.08,0.28,-67.0,3/8,2.73,False
1h,4,0.705,0.05,3.0,10,4,fade,kz,166,26,1.006,0.8,0.0,0.313,-37.2,5/8,2.78,False
1h,4,0.705,0.05,3.0,10,5,down,all,139,21,0.845,-16.7,-0.1,0.288,-26.7,3/8,2.83,False
1h,4,0.705,0.05,3.0,10,5,down,kz,88,13,0.712,-20.7,-0.11,0.25,-28.9,2/8,2.84,False
1h,4,0.705,0.05,3.0,10,5,off,all,343,52,0.799,-55.8,-0.13,0.268,-67.4,2/8,2.8,False
1h,4,0.705,0.05,3.0,10,5,off,kz,208,32,0.77,-39.3,-0.14,0.26,-43.4,2/8,2.83,False
1h,4,0.705,0.05,3.0,10,5,fade,all,204,31,0.771,-39.1,-0.09,0.255,-63.5,3/8,2.79,False
1h,4,0.705,0.05,3.0,10,5,fade,kz,120,19,0.812,-18.6,-0.08,0.267,-36.0,3/7,2.82,False
1h,4,0.705,0.1,1.0,3,3,down,all,145,22,0.831,-12.1,-0.11,0.545,-16.5,2/8,0.9,False
1h,4,0.705,0.1,1.0,3,3,down,kz,94,14,0.726,-13.8,-0.1,0.511,-21.2,2/8,0.91,False
1h,4,0.705,0.1,1.0,3,3,off,all,407,61,0.769,-49.2,-0.14,0.538,-52.9,2/8,0.88,False
1h,4,0.705,0.1,1.0,3,3,off,kz,246,37,0.807,-24.6,-0.13,0.549,-29.0,2/8,0.9,False
1h,4,0.705,0.1,1.0,3,3,fade,all,262,40,0.738,-37.1,-0.13,0.534,-44.3,1/8,0.87,False
1h,4,0.705,0.1,1.0,3,3,fade,kz,152,24,0.86,-10.8,-0.11,0.572,-15.7,4/8,0.89,False
1h,4,0.705,0.1,1.0,3,4,down,all,134,20,0.914,-5.4,-0.08,0.567,-10.8,2/8,0.91,False
1h,4,0.705,0.1,1.0,3,4,down,kz,86,13,0.789,-9.3,-0.09,0.535,-15.5,2/8,0.91,False
1h,4,0.705,0.1,1.0,3,4,off,all,376,57,0.823,-33.4,-0.14,0.551,-36.6,2/8,0.89,False
1h,4,0.705,0.1,1.0,3,4,off,kz,229,35,0.881,-13.3,-0.12,0.563,-17.5,3/8,0.9,False
1h,4,0.705,0.1,1.0,3,4,fade,all,242,37,0.778,-28.0,-0.12,0.541,-35.8,3/8,0.87,False
1h,4,0.705,0.1,1.0,3,4,fade,kz,143,22,0.941,-4.0,-0.04,0.58,-15.8,5/8,0.9,False
1h,4,0.705,0.1,1.0,3,5,down,all,112,17,0.878,-6.7,-0.09,0.554,-11.1,2/8,0.92,False
1h,4,0.705,0.1,1.0,3,5,down,kz,72,11,0.711,-11.4,-0.11,0.5,-15.8,2/8,0.92,False
1h,4,0.705,0.1,1.0,3,5,off,all,285,43,0.809,-27.7,-0.11,0.533,-37.4,2/8,0.91,False
1h,4,0.705,0.1,1.0,3,5,off,kz,179,27,0.81,-17.4,-0.13,0.536,-19.7,2/8,0.91,False
1h,4,0.705,0.1,1.0,3,5,fade,all,173,26,0.767,-21.0,-0.1,0.52,-30.9,3/8,0.9,False
1h,4,0.705,0.1,1.0,3,5,fade,kz,107,17,0.885,-6.0,-0.06,0.561,-17.6,4/7,0.91,False
1h,4,0.705,0.1,1.0,6,3,down,all,172,26,0.872,-10.7,-0.1,0.552,-16.6,2/8,0.9,False
1h,4,0.705,0.1,1.0,6,3,down,kz,111,17,0.738,-15.4,-0.11,0.514,-21.2,2/8,0.91,False
1h,4,0.705,0.1,1.0,6,3,off,all,478,72,0.77,-57.9,-0.14,0.536,-63.0,2/8,0.88,False
1h,4,0.705,0.1,1.0,6,3,off,kz,285,43,0.782,-32.8,-0.14,0.54,-34.8,2/8,0.9,False
1h,4,0.705,0.1,1.0,6,3,fade,all,306,46,0.719,-47.2,-0.13,0.526,-53.5,1/8,0.87,False
1h,4,0.705,0.1,1.0,6,3,fade,kz,174,27,0.81,-17.4,-0.14,0.557,-19.7,4/8,0.89,False
1h,4,0.705,0.1,1.0,6,4,down,all,159,24,0.951,-3.7,-0.05,0.572,-10.7,2/8,0.91,False
1h,4,0.705,0.1,1.0,6,4,down,kz,101,15,0.794,-10.6,-0.11,0.535,-14.3,2/8,0.91,False
1h,4,0.705,0.1,1.0,6,4,off,all,441,67,0.809,-43.0,-0.14,0.544,-46.0,3/8,0.89,False
1h,4,0.705,0.1,1.0,6,4,off,kz,264,40,0.844,-20.7,-0.14,0.553,-23.1,2/8,0.9,False
1h,4,0.705,0.1,1.0,6,4,fade,all,282,43,0.74,-39.3,-0.13,0.528,-45.8,3/8,0.88,False
1h,4,0.705,0.1,1.0,6,4,fade,kz,163,26,0.875,-10.1,-0.09,0.564,-17.7,5/8,0.9,False
1h,4,0.705,0.1,1.0,6,5,down,all,130,20,0.895,-6.7,-0.09,0.554,-10.7,3/8,0.92,False
1h,4,0.705,0.1,1.0,6,5,down,kz,84,13,0.685,-14.8,-0.15,0.488,-15.5,2/8,0.92,False
1h,4,0.705,0.1,1.0,6,5,off,all,333,50,0.819,-30.6,-0.12,0.535,-38.5,3/8,0.91,False
1h,4,0.705,0.1,1.0,6,5,off,kz,204,31,0.795,-21.8,-0.14,0.529,-24.0,2/8,0.92,False
1h,4,0.705,0.1,1.0,6,5,fade,all,203,31,0.774,-24.0,-0.12,0.522,-31.6,4/8,0.9,False
1h,4,0.705,0.1,1.0,6,5,fade,kz,120,19,0.882,-6.9,-0.06,0.558,-19.5,3/7,0.91,False
1h,4,0.705,0.1,1.0,10,3,down,all,187,28,0.812,-17.8,-0.14,0.535,-19.6,1/8,0.9,False
1h,4,0.705,0.1,1.0,10,3,down,kz,117,18,0.715,-18.0,-0.13,0.504,-20.6,3/8,0.91,False
1h,4,0.705,0.1,1.0,10,3,off,all,502,76,0.744,-68.9,-0.14,0.526,-74.9,2/8,0.88,False
1h,4,0.705,0.1,1.0,10,3,off,kz,295,45,0.771,-35.9,-0.14,0.536,-37.9,1/8,0.9,False
1h,4,0.705,0.1,1.0,10,3,fade,all,315,48,0.707,-51.1,-0.13,0.521,-58.4,1/8,0.87,False
1h,4,0.705,0.1,1.0,10,3,fade,kz,178,28,0.809,-17.9,-0.14,0.556,-20.2,3/8,0.89,False
1h,4,0.705,0.1,1.0,10,4,down,all,173,26,0.863,-11.6,-0.11,0.549,-15.4,1/8,0.91,False
1h,4,0.705,0.1,1.0,10,4,down,kz,107,16,0.764,-13.2,-0.13,0.523,-15.0,3/8,0.92,False
1h,4,0.705,0.1,1.0,10,4,off,all,463,70,0.777,-53.8,-0.14,0.533,-57.7,3/8,0.89,False
1h,4,0.705,0.1,1.0,10,4,off,kz,273,42,0.835,-22.7,-0.13,0.549,-25.6,2/8,0.9,False
1h,4,0.705,0.1,1.0,10,4,fade,all,290,44,0.73,-42.2,-0.13,0.524,-49.6,3/8,0.88,False
1h,4,0.705,0.1,1.0,10,4,fade,kz,166,26,0.884,-9.5,-0.08,0.566,-17.9,4/8,0.9,False
1h,4,0.705,0.1,1.0,10,5,down,all,139,21,0.842,-11.0,-0.14,0.54,-12.1,2/8,0.92,False
1h,4,0.705,0.1,1.0,10,5,down,kz,88,13,0.659,-17.2,-0.15,0.477,-17.2,2/8,0.92,False
1h,4,0.705,0.1,1.0,10,5,off,all,344,52,0.801,-35.2,-0.12,0.529,-42.8,3/8,0.91,False
1h,4,0.705,0.1,1.0,10,5,off,kz,208,32,0.779,-24.1,-0.14,0.524,-26.4,2/8,0.92,False
1h,4,0.705,0.1,1.0,10,5,fade,all,205,31,0.774,-24.2,-0.11,0.522,-32.7,4/8,0.9,False
1h,4,0.705,0.1,1.0,10,5,fade,kz,120,19,0.882,-6.9,-0.06,0.558,-19.5,3/7,0.91,False
1h,4,0.705,0.1,1.5,3,3,down,all,145,22,0.854,-12.9,-0.1,0.434,-19.1,2/8,1.37,False
1h,4,0.705,0.1,1.5,3,3,down,kz,94,14,0.7,-18.8,-0.11,0.383,-26.0,2/8,1.38,False
1h,4,0.705,0.1,1.5,3,3,off,all,407,61,0.767,-62.1,-0.13,0.415,-71.3,1/8,1.34,False
1h,4,0.705,0.1,1.5,3,3,off,kz,246,37,0.835,-25.9,-0.12,0.435,-33.0,3/8,1.37,False
1h,4,0.705,0.1,1.5,3,3,fade,all,262,40,0.724,-49.2,-0.12,0.405,-61.2,3/8,1.33,False
