scenario,entry_zone,sl_buf_atr,min_sweep_atr,k,mss_look,tp_mode,wait_bars,n,per_yr,pf,mar,net,pos,d1_pf,c5_pf,oos_pf,pboot,passed
ny,fvg_ce,0.5,0.25,3,48,3R,96,514,77,1.659,1.57,198.9,8/8,1.26,1.58,1.56,0.0,False
ny,fvg_ce,0.5,0.25,3,48,4R,48,482,72,1.689,1.44,203.5,8/8,1.27,1.6,1.59,0.0,False
ny,fvg_ce,0.5,0.25,3,48,4R,96,514,77,1.676,1.62,212.4,8/8,1.3,1.59,1.56,0.0,False
ny,range_ote,0.05,0.0,3,12,range,48,258,39,1.818,1.62,119.2,7/8,1.14,1.61,1.46,0.0,False
ny,range_ote,0.05,0.0,3,12,range,96,280,42,1.745,1.56,120.1,7/8,1.15,1.55,1.38,0.0,False
ny,range_ote,0.05,0.0,3,12,2R,48,261,39,1.656,1.02,91.4,7/8,1.01,1.45,0.97,0.0,False
ny,range_ote,0.05,0.0,3,12,2R,96,283,43,1.603,1.1,92.7,7/8,1.02,1.41,0.96,0.0,False
ny,range_ote,0.05,0.0,3,12,3R,48,261,39,1.801,1.3,132.5,7/8,0.99,1.61,1.06,0.0,False
ny,range_ote,0.05,0.0,3,12,3R,96,283,43,1.706,1.11,129.2,7/8,0.98,1.53,0.96,0.0,False
ny,range_ote,0.05,0.0,3,12,4R,48,261,39,1.757,1.57,142.0,7/8,1.01,1.59,1.25,0.0,False
ny,range_ote,0.05,0.0,3,12,4R,96,283,43,1.672,1.24,138.6,7/8,1.01,1.51,1.15,0.0,False
ny,range_ote,0.05,0.0,3,24,range,48,322,48,1.572,0.7,111.1,6/8,0.9,1.39,0.94,0.0,False
ny,range_ote,0.05,0.0,3,24,range,96,357,54,1.562,0.77,121.4,6/8,1.04,1.39,0.96,0.0,False
ny,range_ote,0.05,0.0,3,24,2R,48,325,49,1.45,0.51,83.6,6/8,0.72,1.27,0.86,0.0,False
ny,range_ote,0.05,0.0,3,24,2R,96,360,54,1.439,0.59,90.7,6/8,0.84,1.27,0.88,0.0,False
ny,range_ote,0.05,0.0,3,24,3R,48,325,49,1.546,0.6,120.1,6/8,0.87,1.39,0.95,0.0,False
ny,range_ote,0.05,0.0,3,24,3R,96,360,54,1.534,0.55,130.1,6/8,0.99,1.38,0.91,0.0013,False
ny,range_ote,0.05,0.0,3,24,4R,48,325,49,1.616,0.72,148.5,6/8,0.98,1.46,0.86,0.0,False
ny,range_ote,0.05,0.0,3,24,4R,96,360,54,1.59,0.69,157.5,6/8,1.09,1.44,0.85,0.0013,False
ny,range_ote,0.05,0.0,3,48,range,48,354,53,1.694,0.83,139.4,6/8,1.17,1.5,1.37,0.0,False
ny,range_ote,0.05,0.0,3,48,range,96,406,61,1.575,0.9,137.1,7/8,1.2,1.4,1.27,0.0,False
ny,range_ote,0.05,0.0,3,48,2R,48,357,54,1.562,0.9,110.9,6/8,0.88,1.38,1.25,0.0,False
ny,range_ote,0.05,0.0,3,48,2R,96,409,62,1.464,0.89,108.1,7/8,0.92,1.3,1.15,0.0013,False
ny,range_ote,0.05,0.0,3,48,3R,48,357,54,1.631,0.9,149.0,7/8,1.02,1.47,1.49,0.0,False
ny,range_ote,0.05,0.0,3,48,3R,96,409,62,1.533,0.83,147.5,6/8,1.05,1.38,1.3,0.0,False
ny,range_ote,0.05,0.0,3,48,4R,48,357,54,1.674,0.96,176.3,7/8,1.15,1.52,1.55,0.0,False
ny,range_ote,0.05,0.0,3,48,4R,96,409,62,1.578,0.93,175.7,8/8,1.17,1.43,1.39,0.0,False
ny,range_ote,0.05,0.1,3,12,range,48,247,37,1.737,1.74,103.2,6/8,1.1,1.54,1.31,0.0,False
ny,range_ote,0.05,0.1,3,12,range,96,268,40,1.681,1.5,105.2,6/8,1.12,1.49,1.24,0.0,False
ny,range_ote,0.05,0.1,3,12,2R,48,249,37,1.591,0.98,80.2,7/8,1.01,1.4,0.96,0.0,False
ny,range_ote,0.05,0.1,3,12,2R,96,270,41,1.554,1.07,82.6,7/8,1.03,1.37,0.94,0.0,False
ny,range_ote,0.05,0.1,3,12,3R,48,249,37,1.756,1.27,120.7,7/8,0.95,1.57,1.02,0.0,False
ny,range_ote,0.05,0.1,3,12,3R,96,270,41,1.672,1.08,118.5,6/8,0.94,1.5,0.92,0.0,False
ny,range_ote,0.05,0.1,3,12,4R,48,249,37,1.741,1.48,133.1,7/8,0.98,1.57,1.19,0.0,False
ny,range_ote,0.05,0.1,3,12,4R,96,270,41,1.663,1.12,130.8,6/8,0.98,1.5,1.09,0.0,False
ny,range_ote,0.05,0.1,3,24,range,48,313,47,1.499,0.56,95.2,6/8,0.87,1.33,0.96,0.0,False
ny,range_ote,0.05,0.1,3,24,range,96,346,52,1.511,0.64,107.6,6/8,1.02,1.34,0.98,0.0,False
ny,range_ote,0.05,0.1,3,24,2R,48,315,47,1.397,0.46,73.0,6/8,0.71,1.23,0.9,0.0037,False
ny,range_ote,0.05,0.1,3,24,2R,96,348,52,1.407,0.55,82.2,6/8,0.83,1.24,0.92,0.0,False
ny,range_ote,0.05,0.1,3,24,3R,48,315,47,1.489,0.52,105.9,6/8,0.84,1.33,0.99,0.0,False
ny,range_ote,0.05,0.1,3,24,3R,96,348,52,1.496,0.5,118.1,6/8,0.97,1.34,0.94,0.0,False
ny,range_ote,0.05,0.1,3,24,4R,48,315,47,1.537,0.59,127.7,6/8,0.95,1.39,0.9,0.0,False
ny,range_ote,0.05,0.1,3,24,4R,96,348,52,1.531,0.59,138.9,6/8,1.07,1.39,0.88,0.0,False
ny,range_ote,0.05,0.1,3,48,range,48,340,51,1.567,0.71,113.2,6/8,1.08,1.39,1.36,0.0,False
ny,range_ote,0.05,0.1,3,48,range,96,391,59,1.475,0.78,112.0,7/8,1.12,1.31,1.25,0.0,False
ny,range_ote,0.05,0.1,3,48,2R,48,343,52,1.467,0.79,91.4,6/8,0.78,1.3,1.24,0.0,False
ny,range_ote,0.05,0.1,3,48,2R,96,394,59,1.389,0.79,89.7,6/8,0.84,1.23,1.14,0.0025,False
ny,range_ote,0.05,0.1,3,48,3R,48,343,52,1.556,0.81,128.6,7/8,0.9,1.4,1.46,0.0,False
ny,range_ote,0.05,0.1,3,48,3R,96,394,59,1.474,0.76,128.2,6/8,0.95,1.33,1.27,0.0013,False
ny,range_ote,0.05,0.1,3,48,4R,48,343,52,1.592,0.85,151.3,7/8,1.04,1.45,1.5,0.0,False
ny,range_ote,0.05,0.1,3,48,4R,96,394,59,1.511,0.83,151.8,7/8,1.08,1.37,1.35,0.0,False
ny,range_ote,0.05,0.25,3,12,range,48,231,35,1.635,1.15,84.2,6/8,1.04,1.45,1.27,0.0,False
ny,range_ote,0.05,0.25,3,12,range,96,250,38,1.612,1.11,88.5,6/8,1.09,1.43,1.23,0.0,False
ny,range_ote,0.05,0.25,3,12,2R,48,234,35,1.548,1.11,71.1,7/8,1.0,1.37,1.09,0.0,False
ny,range_ote,0.05,0.25,3,12,2R,96,253,38,1.538,1.24,75.8,7/8,1.03,1.36,1.08,0.0,False
ny,range_ote,0.05,0.25,3,12,3R,48,234,35,1.726,1.18,109.9,7/8,0.94,1.55,1.06,0.0,False
ny,range_ote,0.05,0.25,3,12,3R,96,253,38,1.664,1.02,109.9,7/8,0.95,1.5,0.97,0.0,False
ny,range_ote,0.05,0.25,3,12,4R,48,234,35,1.672,1.21,114.7,7/8,0.96,1.52,1.23,0.0,False
ny,range_ote,0.05,0.25,3,12,4R,96,253,38,1.616,0.99,114.7,7/8,0.97,1.47,1.14,0.0,False
ny,range_ote,0.05,0.25,3,24,range,48,291,44,1.524,0.58,92.0,6/8,0.99,1.36,1.06,0.0013,False
ny,range_ote,0.05,0.25,3,24,range,96,323,49,1.543,0.7,105.3,6/8,1.15,1.38,1.09,0.0013,False
ny,range_ote,0.05,0.25,3,24,2R,48,294,44,1.452,0.53,76.3,5/8,0.88,1.28,1.09,0.0,False
ny,range_ote,0.05,0.25,3,24,2R,96,326,49,1.465,0.65,86.6,5/8,0.99,1.3,1.11,0.0013,False
ny,range_ote,0.05,0.25,3,24,3R,48,294,44,1.505,0.56,101.8,6/8,0.91,1.36,1.15,0.0,False
ny,range_ote,0.05,0.25,3,24,3R,96,326,49,1.517,0.55,114.9,6/8,1.04,1.37,1.1,0.0,False
ny,range_ote,0.05,0.25,3,24,4R,48,294,44,1.571,0.63,125.4,6/8,1.03,1.43,1.06,0.0,False
ny,range_ote,0.05,0.25,3,24,4R,96,326,49,1.568,0.64,137.6,6/8,1.15,1.43,1.04,0.0,False
ny,range_ote,0.05,0.25,3,48,range,48,322,48,1.543,0.6,102.9,7/8,1.12,1.38,1.3,0.0,False
ny,range_ote,0.05,0.25,3,48,range,96,372,56,1.48,0.73,106.9,6/8,1.19,1.32,1.26,0.0,False
ny,range_ote,0.05,0.25,3,48,2R,48,326,49,1.415,0.54,78.7,6/8,0.83,1.26,1.2,0.0,False
ny,range_ote,0.05,0.25,3,48,2R,96,376,57,1.379,0.62,83.9,6/8,0.91,1.23,1.15,0.0025,False
ny,range_ote,0.05,0.25,3,48,3R,48,326,49,1.505,0.56,112.3,7/8,0.85,1.36,1.34,0.0,False
ny,range_ote,0.05,0.25,3,48,3R,96,376,57,1.466,0.59,120.6,6/8,0.94,1.33,1.23,0.0,False
ny,range_ote,0.05,0.25,3,48,4R,48,326,49,1.532,0.65,130.4,7/8,0.98,1.4,1.43,0.0,False
ny,range_ote,0.05,0.25,3,48,4R,96,376,57,1.499,0.71,141.5,7/8,1.07,1.37,1.33,0.0,False
ny,range_ote,0.1,0.0,3,12,range,48,260,39,1.737,1.39,106.7,7/8,2.6,1.54,1.44,0.0,False
ny,range_ote,0.1,0.0,3,12,range,96,282,42,1.668,1.36,106.9,7/8,2.48,1.48,1.35,0.0,False
ny,range_ote,0.1,0.0,3,12,2R,48,263,40,1.657,0.92,92.3,6/8,3.28,1.46,1.02,0.0,False
ny,range_ote,0.1,0.0,3,12,2R,96,285,43,1.606,1.09,93.8,7/8,3.09,1.42,1.0,0.0,False
ny,range_ote,0.1,0.0,3,12,3R,48,263,40,1.753,1.25,126.5,7/8,0.88,1.58,1.11,0.0,False
ny,range_ote,0.1,0.0,3,12,3R,96,285,43,1.664,1.07,123.3,7/8,0.88,1.5,1.01,0.0,False
ny,range_ote,0.1,0.0,3,12,4R,48,263,40,1.697,1.49,133.0,7/8,0.92,1.54,1.33,0.0,False
ny,range_ote,0.1,0.0,3,12,4R,96,285,43,1.619,1.17,129.8,7/8,0.92,1.47,1.21,0.0,False
ny,range_ote,0.1,0.0,3,24,range,48,323,49,1.559,0.67,106.1,6/8,2.15,1.39,0.99,0.0,False
ny,range_ote,0.1,0.0,3,24,range,96,358,54,1.544,0.76,114.9,6/8,2.16,1.38,1.0,0.0,False
ny,range_ote,0.1,0.0,3,24,2R,48,326,49,1.483,0.65,89.3,6/8,2.52,1.31,0.94,0.0,False
ny,range_ote,0.1,0.0,3,24,2R,96,361,54,1.47,0.7,96.6,6/8,2.46,1.31,0.95,0.0,False
ny,range_ote,0.1,0.0,3,24,3R,48,326,49,1.567,0.67,123.6,6/8,0.86,1.41,0.97,0.0,False
ny,range_ote,0.1,0.0,3,24,3R,96,361,54,1.553,0.61,133.9,6/8,0.96,1.4,0.92,0.0,False
ny,range_ote,0.1,0.0,3,24,4R,48,326,49,1.616,0.74,148.6,7/8,0.96,1.47,0.94,0.0,False
ny,range_ote,0.1,0.0,3,24,4R,96,361,54,1.57,0.69,152.9,6/8,1.04,1.43,0.91,0.0,False
ny,range_ote,0.1,0.0,3,48,range,48,355,53,1.647,0.76,128.6,6/8,1.05,1.47,1.31,0.0,False
ny,range_ote,0.1,0.0,3,48,range,96,407,61,1.529,0.81,124.8,7/8,1.08,1.37,1.21,0.0,False
ny,range_ote,0.1,0.0,3,48,2R,48,358,54,1.543,0.9,108.4,6/8,0.87,1.37,1.22,0.0,False
ny,range_ote,0.1,0.0,3,48,2R,96,410,62,1.436,0.87,103.2,7/8,0.9,1.28,1.13,0.0013,False
ny,range_ote,0.1,0.0,3,48,3R,48,358,54,1.687,0.97,159.9,7/8,1.04,1.52,1.5,0.0,False
ny,range_ote,0.1,0.0,3,48,3R,96,410,62,1.581,0.91,158.8,6/8,1.07,1.43,1.31,0.0,False
ny,range_ote,0.1,0.0,3,48,4R,48,358,54,1.645,0.89,170.0,8/8,1.14,1.5,1.5,0.0,False
ny,range_ote,0.1,0.0,3,48,4R,96,410,62,1.554,0.87,169.7,8/8,1.16,1.42,1.35,0.0,False
ny,range_ote,0.1,0.1,3,12,range,48,249,37,1.667,1.49,92.8,6/8,2.63,1.48,1.31,0.0,False
ny,range_ote,0.1,0.1,3,12,range,96,270,41,1.613,1.33,94.1,6/8,2.52,1.43,1.23,0.0,False
ny,range_ote,0.1,0.1,3,12,2R,48,251,38,1.615,1.04,83.6,7/8,3.38,1.43,1.06,0.0,False
ny,range_ote,0.1,0.1,3,12,2R,96,272,41,1.578,1.14,86.2,7/8,3.21,1.4,1.04,0.0,False
ny,range_ote,0.1,0.1,3,12,3R,48,251,38,1.704,1.22,114.4,7/8,0.83,1.54,1.07,0.0,False
ny,range_ote,0.1,0.1,3,12,3R,96,272,41,1.628,0.98,112.3,7/8,0.84,1.47,0.97,0.0,False
ny,range_ote,0.1,0.1,3,12,4R,48,251,38,1.677,1.33,123.8,7/8,0.88,1.52,1.26,0.0,False
ny,range_ote,0.1,0.1,3,12,4R,96,272,41,1.607,1.0,121.7,7/8,0.89,1.46,1.16,0.0013,False
ny,range_ote,0.1,0.1,3,24,range,48,314,47,1.493,0.61,91.8,6/8,2.13,1.33,1.02,0.0013,False
ny,range_ote,0.1,0.1,3,24,range,96,347,52,1.499,0.71,102.8,6/8,2.16,1.34,1.02,0.0,False
ny,range_ote,0.1,0.1,3,24,2R,48,316,48,1.429,0.6,78.4,6/8,2.53,1.27,0.99,0.0025,False
ny,range_ote,0.1,0.1,3,24,2R,96,349,53,1.437,0.67,87.9,6/8,2.49,1.28,0.99,0.0,False
ny,range_ote,0.1,0.1,3,24,3R,48,316,48,1.508,0.58,109.2,6/8,0.83,1.36,1.02,0.0,False
ny,range_ote,0.1,0.1,3,24,3R,96,349,53,1.514,0.55,121.6,6/8,0.95,1.37,0.96,0.0,False
ny,range_ote,0.1,0.1,3,24,4R,48,316,48,1.559,0.69,132.1,7/8,0.94,1.42,0.98,0.0,False
ny,range_ote,0.1,0.1,3,24,4R,96,349,53,1.531,0.65,138.7,6/8,1.03,1.39,0.94,0.0,False
ny,range_ote,0.1,0.1,3,48,range,48,342,51,1.535,0.66,105.5,6/8,1.72,1.37,1.31,0.0013,False
ny,range_ote,0.1,0.1,3,48,range,96,393,59,1.441,0.7,102.9,6/8,1.66,1.29,1.21,0.0,False
ny,range_ote,0.1,0.1,3,48,2R,48,345,52,1.489,0.85,95.8,6/8,1.87,1.32,1.24,0.0013,False
ny,range_ote,0.1,0.1,3,48,2R,96,396,60,1.395,0.83,91.7,6/8,1.76,1.25,1.14,0.0025,False
ny,range_ote,0.1,0.1,3,48,3R,48,345,52,1.583,0.85,134.2,7/8,0.88,1.43,1.45,0.0,False
ny,range_ote,0.1,0.1,3,48,3R,96,396,60,1.498,0.8,134.2,6/8,0.93,1.36,1.27,0.0,False
ny,range_ote,0.1,0.1,3,48,4R,48,345,52,1.576,0.81,148.3,7/8,1.0,1.44,1.43,0.0,False
ny,range_ote,0.1,0.1,3,48,4R,96,396,60,1.499,0.8,149.2,7/8,1.04,1.37,1.3,0.0,False
ny,range_ote,0.1,0.25,3,12,range,48,232,35,1.566,1.02,74.5,6/8,0.95,1.39,1.26,0.0,False
ny,range_ote,0.1,0.25,3,12,range,96,251,38,1.543,0.97,78.1,6/8,1.0,1.38,1.21,0.0,False
ny,range_ote,0.1,0.25,3,12,2R,48,235,35,1.529,0.89,69.5,7/8,0.94,1.36,1.1,0.0,False
ny,range_ote,0.1,0.25,3,12,2R,96,254,38,1.523,1.09,74.4,7/8,0.97,1.36,1.09,0.0013,False
ny,range_ote,0.1,0.25,3,12,3R,48,235,35,1.681,1.13,104.3,7/8,0.9,1.52,1.14,0.0,False
ny,range_ote,0.1,0.25,3,12,3R,96,254,38,1.624,0.98,104.4,7/8,0.91,1.47,1.04,0.0,False
ny,range_ote,0.1,0.25,3,12,4R,48,235,35,1.645,1.19,110.9,7/8,0.93,1.5,1.33,0.0,False
ny,range_ote,0.1,0.25,3,12,4R,96,254,38,1.593,0.97,111.0,7/8,0.95,1.45,1.23,0.0,False
ny,range_ote,0.1,0.25,3,24,range,48,292,44,1.495,0.57,85.7,6/8,0.95,1.33,1.08,0.0,False
ny,range_ote,0.1,0.25,3,24,range,96,324,49,1.509,0.68,97.6,6/8,1.09,1.35,1.1,0.0013,False
ny,range_ote,0.1,0.25,3,24,2R,48,295,44,1.445,0.58,75.6,5/8,0.83,1.29,1.11,0.0,False
ny,range_ote,0.1,0.25,3,24,2R,96,327,49,1.459,0.66,86.0,5/8,0.95,1.3,1.13,0.0013,False
ny,range_ote,0.1,0.25,3,24,3R,48,295,44,1.512,0.56,102.8,6/8,0.92,1.37,1.17,0.0,False
ny,range_ote,0.1,0.25,3,24,3R,96,327,49,1.525,0.56,116.1,6/8,1.05,1.38,1.11,0.0,False
ny,range_ote,0.1,0.25,3,24,4R,48,295,44,1.557,0.64,122.8,7/8,1.03,1.42,1.14,0.0,False
ny,range_ote,0.1,0.25,3,24,4R,96,327,49,1.533,0.61,130.3,6/8,1.13,1.4,1.1,0.0,False
ny,range_ote,0.1,0.25,3,48,range,48,324,49,1.481,0.54,91.2,5/8,0.95,1.32,1.24,0.0,False
ny,range_ote,0.1,0.25,3,48,range,96,374,56,1.421,0.63,93.7,5/8,1.02,1.27,1.2,0.0037,False
ny,range_ote,0.1,0.25,3,48,2R,48,328,49,1.401,0.54,77.0,6/8,0.79,1.25,1.17,0.0,False
ny,range_ote,0.1,0.25,3,48,2R,96,378,57,1.355,0.59,79.8,6/8,0.85,1.21,1.13,0.0,False
ny,range_ote,0.1,0.25,3,48,3R,48,328,49,1.511,0.57,113.7,7/8,0.84,1.37,1.35,0.0,False
ny,range_ote,0.1,0.25,3,48,3R,96,378,57,1.473,0.6,122.4,6/8,0.93,1.34,1.24,0.0,False
ny,range_ote,0.1,0.25,3,48,4R,48,328,49,1.492,0.59,122.2,7/8,0.95,1.36,1.37,0.0025,False
ny,range_ote,0.1,0.25,3,48,4R,96,378,57,1.466,0.66,133.7,7/8,1.03,1.34,1.29,0.0013,False
ny,range_ote,0.25,0.0,3,12,range,48,262,39,1.723,1.78,99.2,7/8,1.76,1.55,1.54,0.0,False
ny,range_ote,0.25,0.0,3,12,range,96,284,43,1.693,1.67,104.0,6/8,1.81,1.52,1.5,0.0,False
ny,range_ote,0.25,0.0,3,12,2R,48,265,40,1.717,0.96,100.4,6/8,1.75,1.54,1.03,0.0,False
ny,range_ote,0.25,0.0,3,12,2R,96,287,43,1.712,1.09,108.1,6/8,1.8,1.54,1.06,0.0,False
ny,range_ote,0.25,0.0,3,12,3R,48,265,40,1.72,1.68,122.7,8/8,1.6,1.57,1.34,0.0,False
ny,range_ote,0.25,0.0,3,12,3R,96,287,43,1.663,1.42,123.8,8/8,1.62,1.52,1.27,0.0,False
ny,range_ote,0.25,0.0,3,12,4R,48,265,40,1.868,1.56,159.8,8/8,1.88,1.72,1.57,0.0,False
ny,range_ote,0.25,0.0,3,12,4R,96,287,43,1.774,1.33,156.9,8/8,1.88,1.63,1.51,0.0,False
ny,range_ote,0.25,0.0,3,24,range,48,323,49,1.591,0.82,103.3,7/8,1.17,1.43,1.29,0.0,False
ny,range_ote,0.25,0.0,3,24,range,96,359,54,1.56,0.9,109.9,7/8,1.24,1.41,1.22,0.0,False
ny,range_ote,0.25,0.0,3,24,2R,48,326,49,1.532,0.68,97.2,7/8,1.1,1.38,1.17,0.0,False
ny,range_ote,0.25,0.0,3,24,2R,96,362,54,1.526,0.77,106.8,7/8,1.17,1.38,1.15,0.0,False
ny,range_ote,0.25,0.0,3,24,3R,48,326,49,1.656,0.84,140.0,7/8,1.18,1.51,1.26,0.0,False
ny,range_ote,0.25,0.0,3,24,3R,96,362,54,1.628,0.78,149.6,7/8,1.24,1.49,1.16,0.0,False
ny,range_ote,0.25,0.0,3,24,4R,48,326,49,1.765,1.1,176.3,7/8,1.32,1.62,1.41,0.0,False
ny,range_ote,0.25,0.0,3,24,4R,96,362,54,1.696,0.99,179.8,7/8,1.34,1.56,1.3,0.0,False
ny,range_ote,0.25,0.0,3,48,range,48,357,54,1.738,0.78,132.9,7/8,1.42,1.56,1.62,0.0,False
ny,range_ote,0.25,0.0,3,48,range,96,410,62,1.585,0.79,126.9,8/8,1.36,1.43,1.4,0.0,False
ny,range_ote,0.25,0.0,3,48,2R,48,360,54,1.663,0.83,128.5,7/8,1.36,1.5,1.49,0.0,False
ny,range_ote,0.25,0.0,3,48,2R,96,413,62,1.547,0.83,126.0,7/8,1.31,1.4,1.33,0.0,False
ny,range_ote,0.25,0.0,3,48,3R,48,360,54,1.794,0.96,180.8,7/8,1.38,1.64,1.74,0.0,False
ny,range_ote,0.25,0.0,3,48,3R,96,413,62,1.667,0.91,179.4,7/8,1.34,1.53,1.49,0.0,False
ny,range_ote,0.25,0.0,3,48,4R,48,360,54,1.917,1.24,225.2,8/8,1.57,1.77,1.89,0.0,False
ny,range_ote,0.25,0.0,3,48,4R,96,413,62,1.751,1.18,217.8,8/8,1.48,1.62,1.62,0.0,False
ny,range_ote,0.25,0.1,3,12,range,48,251,38,1.68,1.28,89.4,7/8,1.75,1.51,1.48,0.0,False
ny,range_ote,0.25,0.1,3,12,range,96,272,41,1.664,1.41,95.4,6/8,1.82,1.5,1.44,0.0,False
ny,range_ote,0.25,0.1,3,12,2R,48,253,38,1.647,0.88,88.3,6/8,1.75,1.48,1.01,0.0,False
ny,range_ote,0.25,0.1,3,12,2R,96,274,41,1.658,1.05,97.1,6/8,1.81,1.49,1.04,0.0,False
ny,range_ote,0.25,0.1,3,12,3R,48,253,38,1.694,1.69,113.7,8/8,1.58,1.55,1.29,0.0,False
ny,range_ote,0.25,0.1,3,12,3R,96,274,41,1.647,1.39,115.8,8/8,1.61,1.5,1.23,0.0,False
ny,range_ote,0.25,0.1,3,12,4R,48,253,38,1.818,1.29,145.1,8/8,1.85,1.67,1.51,0.0,False
ny,range_ote,0.25,0.1,3,12,4R,96,274,41,1.735,1.12,143.3,7/8,1.86,1.6,1.45,0.0,False
ny,range_ote,0.25,0.1,3,24,range,48,315,47,1.509,0.74,88.4,7/8,2.24,1.35,1.25,0.0013,False
ny,range_ote,0.25,0.1,3,24,range,96,349,53,1.504,0.85,97.2,6/8,2.21,1.35,1.18,0.0,False
ny,range_ote,0.25,0.1,3,24,2R,48,317,48,1.447,0.58,81.8,7/8,2.65,1.3,1.14,0.0,False
ny,range_ote,0.25,0.1,3,24,2R,96,351,53,1.465,0.7,93.5,7/8,2.59,1.32,1.12,0.0,False
ny,range_ote,0.25,0.1,3,24,3R,48,317,48,1.544,0.68,116.0,7/8,1.04,1.41,1.2,0.0,False
ny,range_ote,0.25,0.1,3,24,3R,96,351,53,1.542,0.66,127.7,7/8,1.12,1.41,1.12,0.0,False
ny,range_ote,0.25,0.1,3,24,4R,48,317,48,1.672,1.0,153.3,7/8,1.18,1.54,1.33,0.0,False
ny,range_ote,0.25,0.1,3,24,4R,96,351,53,1.626,0.91,159.0,7/8,1.23,1.5,1.23,0.0,False
ny,range_ote,0.25,0.1,3,48,range,48,344,52,1.624,0.69,112.3,7/8,2.35,1.46,1.57,0.0,False
ny,range_ote,0.25,0.1,3,48,range,96,396,60,1.499,0.71,107.5,7/8,2.15,1.35,1.37,0.0,False
ny,range_ote,0.25,0.1,3,48,2R,48,347,52,1.605,0.78,115.0,7/8,2.71,1.45,1.43,0.0,False
ny,range_ote,0.25,0.1,3,48,2R,96,399,60,1.503,0.78,113.6,7/8,2.45,1.36,1.28,0.0013,False
ny,range_ote,0.25,0.1,3,48,3R,48,347,52,1.684,0.85,153.9,7/8,1.2,1.54,1.65,0.0,False
ny,range_ote,0.25,0.1,3,48,3R,96,399,60,1.579,0.81,153.6,7/8,1.19,1.45,1.42,0.0013,False
ny,range_ote,0.25,0.1,3,48,4R,48,347,52,1.821,1.14,197.7,7/8,1.39,1.68,1.77,0.0,False
ny,range_ote,0.25,0.1,3,48,4R,96,399,60,1.674,1.08,191.5,7/8,1.33,1.55,1.53,0.0,False
ny,range_ote,0.25,0.25,3,12,range,48,234,35,1.647,1.22,79.8,7/8,1.69,1.48,1.61,0.0,False
ny,range_ote,0.25,0.25,3,12,range,96,253,38,1.636,1.24,85.3,7/8,1.77,1.47,1.58,0.0,False
ny,range_ote,0.25,0.25,3,12,2R,48,237,36,1.663,0.81,84.5,7/8,1.71,1.5,1.16,0.0,False
ny,range_ote,0.25,0.25,3,12,2R,96,256,39,1.675,1.09,92.7,7/8,1.79,1.51,1.21,0.0,False
ny,range_ote,0.25,0.25,3,12,3R,48,237,36,1.723,1.59,110.0,8/8,1.64,1.58,1.48,0.0,False
ny,range_ote,0.25,0.25,3,12,3R,96,256,39,1.692,1.38,114.3,8/8,1.69,1.55,1.41,0.0,False
ny,range_ote,0.25,0.25,3,12,4R,48,237,36,1.785,1.03,131.0,7/8,1.87,1.64,1.71,0.0,False
ny,range_ote,0.25,0.25,3,12,4R,96,256,39,1.722,0.92,131.5,7/8,1.9,1.59,1.65,0.0,False
ny,range_ote,0.25,0.25,3,24,range,48,293,44,1.537,0.73,86.4,7/8,1.22,1.38,1.36,0.0,False
ny,range_ote,0.25,0.25,3,24,range,96,326,49,1.537,0.84,96.1,7/8,1.3,1.39,1.31,0.0,False
ny,range_ote,0.25,0.25,3,24,2R,48,296,45,1.504,0.61,84.8,6/8,1.2,1.36,1.3,0.0,False
ny,range_ote,0.25,0.25,3,24,2R,96,329,50,1.526,0.74,97.4,6/8,1.29,1.38,1.29,0.0,False
ny,range_ote,0.25,0.25,3,24,3R,48,296,45,1.567,0.67,112.3,7/8,1.09,1.44,1.38,0.0,False
ny,range_ote,0.25,0.25,3,24,3R,96,329,50,1.569,0.67,125.0,7/8,1.18,1.44,1.29,0.0,False
ny,range_ote,0.25,0.25,3,24,4R,48,296,45,1.671,0.94,142.9,7/8,1.22,1.54,1.53,0.0,False
ny,range_ote,0.25,0.25,3,24,4R,96,329,50,1.629,0.86,149.6,7/8,1.28,1.5,1.43,0.0,False
ny,range_ote,0.25,0.25,3,48,range,48,326,49,1.599,0.61,103.5,6/8,1.34,1.44,1.59,0.0,False
ny,range_ote,0.25,0.25,3,48,range,96,377,57,1.504,0.68,103.5,6/8,1.32,1.36,1.44,0.0,False
ny,range_ote,0.25,0.25,3,48,2R,48,330,50,1.529,0.55,98.0,7/8,1.22,1.39,1.42,0.0,False
ny,range_ote,0.25,0.25,3,48,2R,96,381,57,1.475,0.61,103.4,7/8,1.23,1.34,1.32,0.0,False
ny,range_ote,0.25,0.25,3,48,3R,48,330,50,1.607,0.67,132.2,7/8,1.19,1.48,1.69,0.0,False
ny,range_ote,0.25,0.25,3,48,3R,96,381,57,1.553,0.7,140.6,7/8,1.21,1.43,1.49,0.0,False
ny,range_ote,0.25,0.25,3,48,4R,48,330,50,1.723,0.85,168.8,7/8,1.37,1.59,1.84,0.0,False
ny,range_ote,0.25,0.25,3,48,4R,96,381,57,1.633,0.89,173.2,8/8,1.35,1.51,1.63,0.0,False
ny,range_ote,0.5,0.0,3,12,range,48,267,40,1.652,1.27,84.3,8/8,1.07,1.5,1.51,0.0,False
ny,range_ote,0.5,0.0,3,12,range,96,289,43,1.634,1.29,89.5,8/8,1.14,1.49,1.44,0.0,False
